x(m)	y(m)	z(m)	distfromvent(m)	ttlmassloading(kg/sq-m)	Md(phi)	5phi	4phi	3phi	2phi	1phi	0phi	-1phi	-2phi	-3phi	-4phi
715000	3494000	374	53180.4	2.4792e-01	2.818	4.1280e-06	2.4385e-03	1.9782e-01	4.7636e-02	1.9082e-05	9.7998e-12	1.8449e-17	1.7435e-22	1.0904e-28	2.1325e-36
716000	3494000	202	53881.6	3.0314e-01	2.730	2.9324e-06	2.2940e-03	2.1685e-01	8.3962e-02	3.6443e-05	1.9265e-11	3.1744e-17	2.5701e-22	1.2941e-28	1.8738e-36
717000	3494000	289	54592.1	3.4404e-01	2.703	3.4496e-06	2.2433e-03	2.3734e-01	1.0441e-01	3.9311e-05	2.2795e-11	3.6484e-17	2.7275e-22	1.1777e-28	1.3269e-36
718000	3494000	112	55311.6	4.1351e-01	2.601	2.5697e-06	2.0814e-03	2.4430e-01	1.6705e-01	6.9729e-05	4.2280e-11	5.9919e-17	3.8631e-22	1.3499e-28	1.1305e-36
719000	3494000	51	56039.7	4.7354e-01	2.525	2.4062e-06	1.9761e-03	2.4476e-01	2.2670e-01	9.4333e-05	6.1584e-11	8.1111e-17	4.6701e-22	1.3600e-28	8.6655e-37
720000	3494000	101	56776.1	5.6565e-01	2.492	2.5356e-06	1.9197e-03	2.7443e-01	2.8918e-01	1.1392e-04	7.9684e-11	9.9324e-17	5.1902e-22	1.2780e-28	6.2657e-37
721000	3494000	13	57520.4	6.4506e-01	2.412	2.3235e-06	1.8188e-03	2.6228e-01	3.8081e-01	1.5406e-04	1.1622e-10	1.3427e-16	6.2498e-22	1.2795e-28	4.7636e-37
722000	3494000	8	58272.4	7.5137e-01	2.363	2.3126e-06	1.7485e-03	2.6930e-01	4.8012e-01	1.9254e-04	1.5579e-10	1.6883e-16	7.0778e-22	1.2169e-28	3.4675e-37
723000	3494000	60	59031.7	8.7286e-01	2.328	2.4249e-06	1.6892e-03	2.8323e-01	5.8770e-01	2.2850e-04	1.9729e-10	2.0201e-16	7.6804e-22	1.1159e-28	2.4460e-37
724000	3494000	114	59798.2	1.0262e+00	2.311	2.5559e-06	1.6270e-03	3.1639e-01	7.0788e-01	2.6772e-04	2.4669e-10	2.3880e-16	8.2393e-22	1.0122e-28	1.7072e-37
725000	3494000	42	60571.4	1.1564e+00	2.247	2.3694e-06	1.5557e-03	2.8287e-01	8.7158e-01	3.4885e-04	3.4478e-10	3.0947e-16	9.5235e-22	9.7406e-29	1.2489e-37
726000	3494000	9	61351.2	1.3204e+00	2.212	2.2952e-06	1.4939e-03	2.7684e-01	1.0417e+00	4.3384e-04	4.5893e-10	3.8446e-16	1.0614e-21	9.0855e-29	8.8923e-38
727000	3494000	38	62137.3	1.4927e+00	2.189	2.3422e-06	1.4356e-03	2.7908e-01	1.2117e+00	5.1304e-04	5.7733e-10	4.5442e-16	1.1332e-21	8.1685e-29	6.1327e-38
728000	3494000	0	62929.5	1.6758e+00	2.163	2.2586e-06	1.3819e-03	2.7056e-01	1.4033e+00	6.3150e-04	7.5956e-10	5.5733e-16	1.2459e-21	7.5114e-29	4.3025e-38
729000	3494000	2	63727.5	1.8590e+00	2.145	2.2498e-06	1.3295e-03	2.6802e-01	1.5889e+00	7.5154e-04	9.6182e-10	6.6049e-16	1.3291e-21	6.7280e-29	2.9492e-38
730000	3494000	0	64531.1	2.0394e+00	2.131	2.2329e-06	1.2800e-03	2.6596e-01	1.7713e+00	8.9105e-04	1.2125e-09	7.7860e-16	1.4096e-21	5.9877e-29	2.0078e-38
731000	3494000	0	65340.2	2.2106e+00	2.121	2.2177e-06	1.2328e-03	2.6563e-01	1.9427e+00	1.0487e-03	1.5154e-09	9.0968e-16	1.4817e-21	5.2817e-29	1.3548e-38
732000	3494000	0	66154.5	2.3668e+00	2.113	2.2010e-06	1.1880e-03	2.6721e-01	2.0971e+00	1.2266e-03	1.8803e-09	1.0547e-15	1.5451e-21	4.6214e-29	9.0671e-39
733000	3494000	0	66973.8	2.5024e+00	2.109	2.1830e-06	1.1456e-03	2.7081e-01	2.2290e+00	1.4258e-03	2.3162e-09	1.2134e-15	1.5986e-21	4.0111e-29	6.0187e-39
734000	3494000	0	67797.9	2.6135e+00	2.106	2.1637e-06	1.1055e-03	2.7627e-01	2.3345e+00	1.6472e-03	2.8326e-09	1.3852e-15	1.6409e-21	3.4534e-29	3.9625e-39
735000	3494000	0	68626.8	2.6974e+00	2.105	2.1432e-06	1.0676e-03	2.8324e-01	2.4112e+00	1.8912e-03	3.4391e-09	1.5693e-15	1.6709e-21	2.9493e-29	2.5874e-39
736000	3494000	0	69460.1	2.7535e+00	2.106	2.1215e-06	1.0318e-03	2.9125e-01	2.4590e+00	2.1580e-03	4.1453e-09	1.7641e-15	1.6881e-21	2.4985e-29	1.6757e-39
737000	3494000	0	70297.8	2.7826e+00	2.108	2.0986e-06	9.9809e-04	2.9985e-01	2.4793e+00	2.4473e-03	4.9605e-09	1.9679e-15	1.6921e-21	2.0995e-29	1.0764e-39
738000	3494000	0	71139.7	2.7871e+00	2.110	2.0748e-06	9.6637e-04	3.0859e-01	2.4748e+00	2.7582e-03	5.8931e-09	2.1784e-15	1.6826e-21	1.7500e-29	6.8575e-40
739000	3494000	0	71985.6	2.7700e+00	2.114	2.0501e-06	9.3657e-04	3.1716e-01	2.4488e+00	3.0894e-03	6.9505e-09	2.3928e-15	1.6600e-21	1.4470e-29	4.3330e-40
740000	3494000	0	72835.5	2.7345e+00	2.118	2.0244e-06	9.0859e-04	3.2529e-01	2.4049e+00	3.4390e-03	8.1386e-09	2.6082e-15	1.6247e-21	1.1868e-29	2.7155e-40
674000	3493000	314	39363.0	3.9056e-05	3.968	7.8444e-07	3.6221e-05	2.0504e-06	9.0022e-29	6.9009e-26	5.2709e-27	6.5262e-30	7.2636e-33	2.9236e-36	3.8974e-40
675000	3493000	419	39274.9	3.1401e-05	3.993	8.7113e-07	2.9439e-05	1.0912e-06	1.0107e-27	4.7646e-25	2.6934e-26	2.5723e-29	2.5861e-32	9.6413e-36	1.2085e-39
676000	3493000	334	39212.2	5.8130e-05	3.956	9.2207e-07	5.3730e-05	3.4775e-06	2.3968e-26	6.1262e-24	2.2942e-25	1.4772e-28	1.2137e-31	3.8359e-35	4.1994e-39
677000	3493000	314	39174.8	8.2796e-05	3.931	9.7963e-07	7.5156e-05	6.6603e-06	3.9382e-25	5.8315e-23	1.4572e-24	6.5838e-28	4.5649e-31	1.2565e-34	1.2264e-38
678000	3493000	262	39163.0	1.2602e-04	3.891	1.0147e-06	1.1026e-04	1.4751e-05	6.8197e-24	5.8180e-22	9.3348e-24	2.8913e-27	1.6633e-30	3.9218e-34	3.3606e-38
679000	3493000	200	39176.7	2.1569e-04	3.797	1.0269e-06	1.6987e-04	4.4790e-05	1.1353e-22	5.6117e-21	5.6236e-23	1.1859e-26	5.6325e-30	1.1303e-33	8.4395e-38
680000	3493000	199	39215.9	2.7241e-04	3.774	1.0852e-06	2.0874e-04	6.2588e-05	1.3544e-21	4.1136e-20	2.5778e-22	3.8422e-26	1.5523e-29	2.7160e-33	1.7974e-37
681000	3493000	263	39280.6	2.5066e-04	3.840	1.2206e-06	2.0823e-04	4.1205e-05	1.1458e-20	2.2964e-19	8.9826e-22	9.8291e-26	3.4835e-29	5.4439e-33	3.2467e-37
682000	3493000	238	39370.5	3.4563e-04	3.802	1.2585e-06	2.7467e-04	6.9707e-05	1.3325e-19	1.6245e-18	3.7445e-21	2.8593e-25	8.5254e-29	1.1422e-32	5.9087e-37
683000	3493000	231	39485.6	4.4637e-04	3.768	1.3190e-06	3.4036e-04	1.0468e-04	1.3538e-18	1.0140e-17	1.3567e-20	7.3454e-25	1.8633e-28	2.1509e-32	9.6392e-37
684000	3493000	224	39625.6	5.7988e-04	3.727	1.3763e-06	4.1910e-04	1.5940e-04	1.3235e-17	5.9787e-17	4.5495e-20	1.7578e-24	3.8022e-28	3.7668e-32	1.4481e-36
685000	3493000	190	39790.2	8.2303e-04	3.645	1.3914e-06	5.2800e-04	2.9364e-04	1.4352e-16	3.5870e-16	1.5150e-19	4.1614e-24	7.6178e-28	6.3886e-32	2.0662e-36
686000	3493000	175	39979.2	1.0308e-03	3.614	1.4387e-06	6.3026e-04	3.9915e-04	1.3403e-15	1.8960e-15	4.4073e-19	8.8271e-24	1.3880e-27	9.9021e-32	2.6795e-36
687000	3493000	177	40192.1	1.2525e-03	3.587	1.5053e-06	7.3209e-04	5.1896e-04	1.0632e-14	8.9583e-15	1.1413e-18	1.7114e-23	2.3427e-27	1.4254e-31	3.1986e-36
688000	3493000	167	40428.7	1.5633e-03	3.555	1.5551e-06	8.6470e-04	6.9707e-04	8.3639e-14	4.0957e-14	2.8345e-18	3.2354e-23	3.8663e-27	1.9921e-31	3.6405e-36
689000	3493000	132	40688.5	2.1401e-03	3.495	1.5619e-06	1.0559e-03	1.0827e-03	6.9710e-13	1.8712e-13	6.9996e-18	6.1664e-23	6.4188e-27	2.7698e-31	4.0348e-36
690000	3493000	82	40971.1	2.9467e-03	3.419	1.5530e-06	1.2317e-03	1.7135e-03	5.6771e-12	8.2389e-13	1.6690e-17	1.1618e-22	1.0566e-26	3.7971e-31	4.3370e-36
691000	3493000	100	41275.9	3.3951e-03	3.399	1.6201e-06	1.3530e-03	2.0405e-03	2.8984e-11	2.8848e-12	3.2568e-17	1.9004e-22	1.5553e-26	4.7416e-31	4.2653e-36
692000	3493000	81	41602.6	4.2511e-03	3.359	1.6557e-06	1.5229e-03	2.7265e-03	1.6118e-10	1.0212e-11	6.4687e-17	3.2177e-22	2.3555e-26	6.0303e-31	4.2021e-36
693000	3493000	121	41950.6	4.4990e-03	3.366	1.7726e-06	1.6436e-03	2.8536e-03	6.2082e-10	2.9712e-11	1.0931e-16	4.8823e-22	3.2689e-26	7.1384e-31	3.8790e-36
694000	3493000	142	42319.3	5.0516e-03	3.356	1.8763e-06	1.7925e-03	3.2572e-03	2.4308e-09	8.4543e-11	1.8531e-16	7.5526e-22	4.6055e-26	8.5307e-31	3.5855e-36
695000	3493000	202	42708.3	4.9204e-03	3.368	2.1072e-06	1.8086e-03	3.1097e-03	7.4095e-09	2.0455e-10	2.7772e-16	1.0746e-21	6.0638e-26	9.6461e-31	3.1604e-36
696000	3493000	276	43117.0	4.7006e-03	3.422	2.5139e-06	1.9796e-03	2.7185e-03	1.9691e-08	4.3845e-10	3.8436e-16	1.4519e-21	7.6538e-26	1.0531e-30	2.7019e-36
697000	3493000	230	43544.8	6.5402e-03	3.330	2.3637e-06	2.1526e-03	4.3851e-03	8.4053e-08	1.2332e-09	7.3006e-16	2.5147e-21	1.1752e-25	1.3389e-30	2.5992e-36
698000	3493000	165	43991.2	9.2293e-03	3.256	2.1794e-06	2.3623e-03	6.8644e-03	3.4403e-07	3.3657e-09	1.4109e-15	4.4254e-21	1.8249e-25	1.7149e-30	2.5106e-36
699000	3493000	110	44455.6	1.1986e-02	3.203	2.0662e-06	2.4263e-03	9.5560e-03	1.2129e-06	8.3181e-09	2.5959e-15	7.5039e-21	2.7473e-25	2.1400e-30	2.3719e-36
700000	3493000	143	44937.4	1.3493e-02	3.191	2.2191e-06	2.5724e-03	1.0916e-02	2.9739e-06	1.5863e-08	3.8919e-15	1.0837e-20	3.6313e-25	2.4057e-30	2.0600e-36
701000	3493000	150	45436.2	1.5934e-02	3.167	2.2957e-06	2.6638e-03	1.3260e-02	7.4750e-06	3.0330e-08	6.1337e-15	1.6248e-20	4.9374e-25	2.7607e-30	1.8154e-36
702000	3493000	157	45951.3	1.8971e-02	3.144	2.3710e-06	2.7360e-03	1.6215e-02	1.7766e-05	5.5040e-08	9.6087e-15	2.4201e-20	6.6668e-25	3.1452e-30	1.5881e-36
703000	3493000	138	46482.2	2.3411e-02	3.117	2.3484e-06	2.7668e-03	2.0599e-02	4.2710e-05	1.0061e-07	1.5779e-14	3.7330e-20	9.2423e-25	3.6525e-30	1.4081e-36
704000	3493000	167	47028.4	2.7439e-02	3.100	2.5093e-06	2.8188e-03	2.4532e-02	8.6155e-05	1.5761e-07	2.3238e-14	5.2766e-20	1.1926e-24	4.0004e-30	1.1899e-36
705000	3493000	248	47589.3	3.0021e-02	3.092	2.9814e-06	2.9040e-03	2.6968e-02	1.4573e-04	2.0678e-07	3.0125e-14	6.7412e-20	1.4166e-24	4.0962e-30	9.5151e-37
706000	3493000	278	48164.4	3.6993e-02	3.072	3.2385e-06	2.9242e-03	3.3795e-02	2.6987e-04	2.9518e-07	4.3430e-14	9.3361e-20	1.7921e-24	4.4010e-30	7.8913e-37
707000	3493000	180	48753.3	4.8088e-02	3.045	2.6951e-06	2.8182e-03	4.4618e-02	6.4815e-04	5.6916e-07	8.3424e-14	1.6132e-19	2.7027e-24	5.4266e-30	7.2907e-37
708000	3493000	253	49355.5	5.4453e-02	3.035	3.1528e-06	2.8872e-03	5.0553e-02	1.0096e-03	6.9215e-07	1.0821e-13	2.0484e-19	3.1778e-24	5.4821e-30	5.7377e-37
709000	3493000	99	49970.4	7.4189e-02	3.005	2.4364e-06	2.7204e-03	6.9112e-02	2.3534e-03	1.3976e-06	2.2303e-13	3.7324e-19	4.9881e-24	6.9563e-30	5.4071e-37
710000	3493000	80	50597.5	8.7925e-02	2.985	2.4112e-06	2.6539e-03	8.1253e-02	4.0133e-03	2.0028e-06	3.4188e-13	5.3829e-19	6.4767e-24	7.5786e-30	4.5046e-37
711000	3493000	140	51236.5	9.8321e-02	2.966	2.6498e-06	2.6629e-03	8.9630e-02	6.0229e-03	2.4854e-06	4.6045e-13	6.9847e-19	7.7067e-24	7.6880e-30	3.5387e-37
712000	3493000	197	51887.0	1.1390e-01	2.946	2.9346e-06	2.6473e-03	1.0243e-01	8.8185e-03	3.0392e-06	6.1502e-13	8.9897e-19	9.0956e-24	7.7347e-30	2.7567e-37
713000	3493000	103	52548.4	1.3953e-01	2.908	2.5464e-06	2.5168e-03	1.2165e-01	1.5355e-02	4.9370e-06	1.0633e-12	1.4176e-18	1.2630e-23	8.8453e-30	2.3758e-37
714000	3493000	129	53220.4	1.5862e-01	2.875	2.6668e-06	2.4642e-03	1.3387e-01	2.2274e-02	6.3023e-06	1.4771e-12	1.8747e-18	1.5186e-23	9.0008e-30	1.8615e-37
715000	3493000	351	53902.5	1.7844e-01	2.879	4.0499e-06	2.5293e-03	1.5177e-01	2.4130e-02	5.1494e-06	1.3842e-12	1.8144e-18	1.4165e-23	7.4637e-30	1.2353e-37
716000	3493000	374	54594.4	2.0703e-01	2.847	4.2354e-06	2.4472e-03	1.7048e-01	3.4088e-02	6.5113e-06	1.9035e-12	2.3712e-18	1.6811e-23	7.4890e-30	9.5359e-38
717000	3493000	162	55295.8	2.4403e-01	2.747	2.8385e-06	2.2577e-03	1.7784e-01	6.3919e-02	1.3832e-05	4.1264e-12	4.4281e-18	2.6582e-23	9.4388e-30	8.8296e-38
718000	3493000	105	56006.3	2.9609e-01	2.692	2.6154e-06	2.1524e-03	2.0071e-01	9.3208e-02	1.9976e-05	6.3886e-12	6.3385e-18	3.3862e-23	9.9920e-30	7.0948e-38
719000	3493000	29	56725.4	3.3765e-01	2.618	2.4132e-06	2.0367e-03	2.0447e-01	1.3111e-01	2.8068e-05	9.7074e-12	8.9399e-18	4.2572e-23	1.0451e-29	5.6373e-38
720000	3493000	87	57453.0	4.0103e-01	2.580	2.5658e-06	1.9918e-03	2.2849e-01	1.7051e-01	3.4175e-05	1.2718e-11	1.1132e-17	4.8245e-23	1.0037e-29	4.1735e-38
721000	3493000	126	58188.7	4.6618e-01	2.535	2.6937e-06	1.9310e-03	2.4543e-01	2.1878e-01	4.1525e-05	1.6676e-11	1.3859e-17	5.4585e-23	9.6105e-30	3.0771e-38
722000	3493000	206	58932.1	5.3220e-01	2.500	3.0082e-06	1.8856e-03	2.6220e-01	2.6806e-01	4.6657e-05	2.0315e-11	1.6233e-17	5.8664e-23	8.8134e-30	2.1871e-38
723000	3493000	187	59683.1	6.1862e-01	2.440	2.9080e-06	1.8034e-03	2.6856e-01	3.4819e-01	6.1242e-05	2.8568e-11	2.1306e-17	6.9074e-23	8.6849e-30	1.6451e-38
724000	3493000	5	60441.3	7.2866e-01	2.351	2.3578e-06	1.6918e-03	2.5213e-01	4.7474e-01	9.5308e-05	4.7672e-11	3.2166e-17	9.1125e-23	9.3696e-30	1.3301e-38
725000	3493000	61	61206.4	8.4532e-01	2.319	2.4762e-06	1.6374e-03	2.6648e-01	5.7708e-01	1.1351e-04	6.0695e-11	3.8764e-17	9.9717e-23	8.6733e-30	9.4784e-39
726000	3493000	1	61978.2	9.7230e-01	2.269	2.3365e-06	1.5699e-03	2.5895e-01	7.1163e-01	1.4791e-04	8.5104e-11	5.0596e-17	1.1640e-22	8.4482e-30	7.0305e-39
727000	3493000	0	62756.4	1.1125e+00	2.237	2.3256e-06	1.5126e-03	2.6037e-01	8.5045e-01	1.8238e-04	1.1236e-10	6.2670e-17	1.2990e-22	7.9208e-30	5.0466e-39
728000	3493000	0	63540.9	1.2624e+00	2.209	2.3151e-06	1.4576e-03	2.6117e-01	9.9958e-01	2.2332e-04	1.4714e-10	7.6972e-17	1.4374e-22	7.3630e-30	3.5915e-39
729000	3493000	2	64331.3	1.4187e+00	2.187	2.3067e-06	1.4049e-03	2.6211e-01	1.1549e+00	2.7136e-04	1.9098e-10	9.3675e-17	1.5761e-22	6.7828e-30	2.5331e-39
730000	3493000	0	65127.5	1.5777e+00	2.168	2.2890e-06	1.3546e-03	2.6311e-01	1.3129e+00	3.2869e-04	2.4693e-10	1.1346e-16	1.7187e-22	6.2102e-30	1.7749e-39
731000	3493000	0	65929.2	1.7340e+00	2.154	2.2736e-06	1.3067e-03	2.6543e-01	1.4668e+00	3.9507e-04	3.1642e-10	1.3616e-16	1.8572e-22	5.6347e-30	1.2325e-39
732000	3493000	0	66736.3	1.8823e+00	2.144	2.2568e-06	1.2610e-03	2.6922e-01	1.6114e+00	4.7195e-04	4.0255e-10	1.6215e-16	1.9909e-22	5.0714e-30	8.4882e-40
733000	3493000	0	67548.6	2.0178e+00	2.137	2.2385e-06	1.2176e-03	2.7459e-01	1.7414e+00	5.6031e-04	5.0842e-10	1.9162e-16	2.1175e-22	4.5276e-30	5.7982e-40
734000	3493000	0	68365.8	2.1361e+00	2.133	2.2189e-06	1.1764e-03	2.8146e-01	1.8528e+00	6.6112e-04	6.3750e-10	2.2470e-16	2.2343e-22	4.0097e-30	3.9283e-40
735000	3493000	0	69187.9	2.2343e+00	2.130	2.1980e-06	1.1374e-03	2.8955e-01	1.9428e+00	7.7525e-04	7.9359e-10	2.6147e-16	2.3390e-22	3.5223e-30	2.6397e-40
736000	3493000	0	70014.5	2.3108e+00	2.130	2.1759e-06	1.1005e-03	2.9845e-01	2.0103e+00	9.0348e-04	9.8076e-10	3.0192e-16	2.4292e-22	3.0693e-30	1.7593e-40
737000	3493000	0	70845.7	2.3655e+00	2.131	2.1527e-06	1.0656e-03	3.0778e-01	2.0556e+00	1.0464e-03	1.2033e-09	3.4594e-16	2.5030e-22	2.6530e-30	1.1629e-40
738000	3493000	0	71681.1	2.3996e+00	2.133	2.1285e-06	1.0327e-03	3.1717e-01	2.0802e+00	1.2045e-03	1.4657e-09	3.9334e-16	2.5587e-22	2.2746e-30	7.6239e-41
739000	3493000	0	72520.7	2.4151e+00	2.135	2.1033e-06	1.0017e-03	3.2631e-01	2.0864e+00	1.3780e-03	1.7725e-09	4.4380e-16	2.5949e-22	1.9345e-30	4.9573e-41
740000	3493000	0	73364.4	2.4141e+00	2.139	2.0772e-06	9.7252e-04	3.3499e-01	2.0766e+00	1.5667e-03	2.1280e-09	4.9687e-16	2.6109e-22	1.6320e-30	3.1969e-41
674000	3492000	404	40358.0	2.6543e-05	3.992	8.1515e-07	2.4695e-05	1.0333e-06	1.0880e-29	4.8165e-27	2.3603e-28	1.9408e-31	1.8028e-34	6.3512e-38	7.6655e-42
675000	3492000	291	40272.1	5.4860e-05	3.936	8.6233e-07	4.9629e-05	4.3687e-06	3.2199e-28	7.7726e-26	2.4722e-27	1.3388e-30	9.9947e-34	2.9448e-37	3.0730e-41
676000	3492000	297	40210.9	6.9008e-05	3.923	9.2744e-07	6.1837e-05	6.2427e-06	5.0737e-27	7.3906e-25	1.5875e-26	6.1550e-30	3.9376e-33	1.0250e-36	9.6593e-41
677000	3492000	284	40174.5	9.1337e-05	3.906	9.8885e-07	8.0774e-05	9.5746e-06	8.0606e-26	7.1090e-24	9.9561e-26	2.7142e-29	1.4700e-32	3.3407e-36	2.8115e-40
678000	3492000	280	40163.0	1.1703e-04	3.890	1.0549e-06	1.0203e-04	1.3952e-05	1.1298e-24	6.1850e-23	5.5350e-25	1.0653e-28	4.9050e-32	9.7517e-36	7.3274e-40
679000	3492000	306	40176.4	1.3665e-04	3.888	1.1485e-06	1.1901e-04	1.6497e-05	1.2898e-23	4.5384e-22	2.5644e-24	3.5481e-28	1.4093e-31	2.4780e-35	1.6735e-39
680000	3492000	275	40214.6	1.8847e-04	3.855	1.1937e-06	1.5875e-04	2.8528e-05	1.7372e-22	3.8601e-21	1.3080e-23	1.2514e-27	4.1613e-31	6.2859e-35	3.7141e-39
681000	3492000	248	40277.7	2.5432e-04	3.827	1.2349e-06	2.0777e-04	4.5315e-05	2.1407e-21	3.0382e-20	6.0430e-23	4.0145e-27	1.1206e-30	1.4527e-34	7.4760e-39
682000	3492000	241	40365.4	3.2755e-04	3.799	1.2974e-06	2.5903e-04	6.7224e-05	2.2604e-20	2.0855e-19	2.4019e-22	1.1266e-26	2.6716e-30	2.9913e-34	1.3417e-38
683000	3492000	151	40477.6	5.6629e-04	3.678	1.2662e-06	3.8148e-04	1.8354e-04	3.3329e-19	1.7674e-18	1.1156e-21	3.5382e-26	6.8727e-30	6.4030e-34	2.4136e-38
684000	3492000	166	40614.2	6.7167e-04	3.658	1.3400e-06	4.3898e-04	2.3135e-04	2.8937e-18	9.9338e-18	3.5328e-21	8.1252e-26	1.3621e-29	1.0987e-33	3.5713e-38
685000	3492000	197	40774.8	7.8878e-04	3.638	1.4365e-06	5.0050e-04	2.8685e-04	2.1944e-17	5.0099e-17	9.9323e-21	1.6889e-25	2.4704e-29	1.7293e-33	4.8143e-38
686000	3492000	162	40959.2	1.0271e-03	3.600	1.4607e-06	6.1378e-04	4.1186e-04	2.2347e-16	2.8907e-16	3.0773e-20	3.7916e-25	4.7330e-29	2.7954e-33	6.4495e-38
687000	3492000	137	41167.1	1.3718e-03	3.551	1.4891e-06	7.5313e-04	6.1719e-04	2.0675e-15	1.5127e-15	8.6280e-20	7.8960e-25	8.5058e-29	4.2412e-33	8.0207e-38
688000	3492000	110	41398.2	1.8468e-03	3.489	1.5093e-06	8.9939e-04	9.4593e-04	1.8137e-14	7.4253e-15	2.2649e-19	1.5746e-24	1.4740e-28	6.1838e-33	9.4420e-38
689000	3492000	89	41651.9	2.3385e-03	3.443	1.5422e-06	1.0332e-03	1.3038e-03	1.4160e-13	3.3340e-14	5.4526e-19	2.9712e-24	2.4439e-28	8.6311e-33	1.0513e-37
690000	3492000	79	41928.0	2.8744e-03	3.409	1.5886e-06	1.1723e-03	1.7005e-03	9.4185e-13	1.3522e-13	1.1991e-18	5.3078e-24	3.8825e-28	1.1569e-32	1.1131e-37
691000	3492000	151	42225.9	2.8076e-03	3.444	1.7599e-06	1.2442e-03	1.5616e-03	3.6971e-12	4.1613e-13	2.0635e-18	7.9619e-24	5.3720e-28	1.3846e-32	1.0626e-37
692000	3492000	106	42545.3	3.8497e-03	3.371	1.7286e-06	1.4258e-03	2.4222e-03	2.5154e-11	1.6315e-12	4.5147e-18	1.4726e-23	8.7878e-28	1.8819e-32	1.1073e-37
693000	3492000	157	42885.6	3.9352e-03	3.390	1.9003e-06	1.5322e-03	2.4011e-03	9.5155e-11	4.6352e-12	7.4378e-18	2.2195e-23	1.2216e-27	2.2453e-32	1.0338e-37
694000	3492000	160	43246.4	4.6311e-03	3.364	1.9716e-06	1.6805e-03	2.9486e-03	4.2548e-10	1.3998e-11	1.3394e-17	3.6418e-23	1.8158e-27	2.8166e-32	9.9845e-38
695000	3492000	160	43627.1	5.4741e-03	3.336	2.0364e-06	1.8327e-03	3.6394e-03	1.7736e-09	3.9833e-11	2.3650e-17	5.9502e-23	2.6869e-27	3.5140e-32	9.5674e-38
696000	3492000	98	44027.3	7.4649e-03	3.265	1.9308e-06	1.9758e-03	5.4872e-03	8.9007e-09	1.2433e-10	4.7694e-17	1.0858e-22	4.3357e-27	4.6846e-32	9.6333e-38
697000	3492000	130	44446.3	8.1498e-03	3.262	2.0686e-06	2.1282e-03	6.0195e-03	2.7579e-08	2.8732e-10	7.5285e-17	1.6444e-22	6.0214e-27	5.5408e-32	8.8117e-38
698000	3492000	118	44883.7	9.7049e-03	3.232	2.0904e-06	2.2442e-03	7.4585e-03	9.4680e-08	6.9421e-10	1.3027e-16	2.6790e-22	8.8489e-27	6.8395e-32	8.3205e-38
699000	3492000	134	45339.0	1.0984e-02	3.216	2.1929e-06	2.3721e-03	8.6090e-03	2.7362e-07	1.4751e-09	2.0915e-16	4.1174e-22	1.2392e-26	8.1143e-32	7.6021e-38
700000	3492000	131	45811.5	1.2877e-02	3.192	2.2349e-06	2.4719e-03	1.0402e-02	7.9387e-07	3.0993e-09	3.4860e-16	6.5077e-22	1.7716e-26	9.7672e-32	7.0138e-38
701000	3492000	130	46300.9	1.5045e-02	3.170	2.2843e-06	2.5602e-03	1.2481e-02	2.1384e-06	6.1106e-09	5.7257e-16	1.0153e-21	2.5022e-26	1.1625e-31	6.4030e-38
702000	3492000	90	46806.5	2.0471e-02	3.126	2.2089e-06	2.5841e-03	1.7879e-02	6.0362e-06	1.2456e-08	1.0134e-15	1.6763e-21	3.6922e-26	1.4298e-31	5.9889e-38
703000	3492000	171	47327.8	1.9481e-02	3.139	2.5426e-06	2.7081e-03	1.6759e-02	1.1559e-05	1.8356e-08	1.3757e-15	2.2447e-21	4.5987e-26	1.5356e-31	5.0242e-38
704000	3492000	157	47864.3	2.3552e-02	3.116	2.5315e-06	2.7566e-03	2.0766e-02	2.7364e-05	3.2230e-08	2.2810e-15	3.5069e-21	6.4695e-26	1.8125e-31	4.5335e-38
705000	3492000	195	48415.6	2.5290e-02	3.107	2.7510e-06	2.7639e-03	2.2470e-02	5.3942e-05	4.7934e-08	3.3501e-15	4.9734e-21	8.4081e-26	2.0059e-31	3.8809e-38
706000	3492000	300	48981.0	2.6818e-02	3.102	3.5007e-06	2.8075e-03	2.3923e-02	8.4152e-05	5.5799e-08	4.0858e-15	6.1004e-21	9.7146e-26	2.0193e-31	3.0764e-38
707000	3492000	223	49560.2	3.4621e-02	3.076	2.9990e-06	2.8496e-03	3.1562e-02	2.0705e-04	1.0636e-07	7.8206e-15	1.0577e-20	1.4776e-25	2.5217e-31	2.8882e-38
708000	3492000	189	50152.6	4.4015e-02	3.054	2.8496e-06	2.7957e-03	4.0790e-02	4.2635e-04	1.7274e-07	1.3215e-14	1.6629e-20	2.0749e-25	2.9515e-31	2.5716e-38
709000	3492000	199	50757.9	4.9770e-02	3.041	2.9413e-06	2.7964e-03	4.6208e-02	7.6281e-04	2.4519e-07	2.0051e-14	2.3990e-20	2.7152e-25	3.2612e-31	2.1835e-38
710000	3492000	87	51375.4	6.9994e-02	3.015	2.4925e-06	2.6730e-03	6.5703e-02	1.6157e-03	4.4368e-07	3.8125e-14	4.1274e-20	4.0872e-25	4.0204e-31	2.0195e-38
711000	3492000	202	52004.9	6.9644e-02	3.007	3.0201e-06	2.7370e-03	6.4627e-02	2.2766e-03	4.9182e-07	4.6869e-14	5.0227e-20	4.6477e-25	3.9594e-31	1.5593e-38
