x(m)	y(m)	z(m)	distfromvent(m)	ttlmassloading(kg/sq-m)	Md(phi)	5phi	4phi	3phi	2phi	1phi	0phi	-1phi	-2phi	-3phi	-4phi
685000	3506000	272	27092.8	6.7165e-04	3.838	9.3212e-07	5.6342e-04	1.0556e-04	1.0900e-06	5.3909e-07	1.0608e-07	6.5651e-10	1.7617e-12	1.2923e-15	2.4914e-19
686000	3506000	266	27369.6	1.0595e-03	3.718	9.7560e-07	7.6933e-04	2.8079e-04	6.2485e-06	1.9043e-06	2.5810e-07	1.1682e-09	2.6623e-12	1.6799e-15	2.8050e-19
687000	3506000	233	27679.8	2.0468e-03	3.508	9.8974e-07	1.0866e-03	9.1868e-04	3.3387e-05	6.4824e-06	5.9832e-07	1.9813e-09	3.8265e-12	2.0609e-15	2.9434e-19
688000	3506000	206	28022.2	4.4483e-03	3.305	1.0031e-06	1.5474e-03	2.7310e-03	1.4723e-04	2.0392e-05	1.2795e-06	3.1194e-09	5.1252e-12	2.3494e-15	2.8430e-19
689000	3506000	175	28395.7	1.0326e-02	3.183	1.0268e-06	2.5708e-03	7.1381e-03	5.5345e-04	5.9595e-05	2.5389e-06	4.5982e-09	6.4554e-12	2.5101e-15	2.5449e-19
690000	3506000	195	28799.2	2.0827e-02	3.082	1.0803e-06	3.6092e-03	1.5471e-02	1.5891e-03	1.5273e-04	4.4714e-06	6.1195e-09	7.4308e-12	2.4587e-15	2.0740e-19
691000	3506000	177	29231.2	4.1965e-02	2.994	1.1104e-06	4.9546e-03	3.2194e-02	4.4261e-03	3.8096e-04	7.6406e-06	8.0070e-09	8.4169e-12	2.3493e-15	1.6184e-19
692000	3506000	157	29690.7	7.8307e-02	2.916	1.1355e-06	6.1834e-03	6.0262e-02	1.0959e-02	8.8819e-04	1.2286e-05	1.0057e-08	9.2095e-12	2.1611e-15	1.1979e-19
693000	3506000	167	30176.4	1.3215e-01	2.852	1.1838e-06	7.4868e-03	9.9537e-02	2.3228e-02	1.8830e-03	1.8140e-05	1.1900e-08	9.5923e-12	1.8942e-15	8.3560e-20
694000	3506000	161	30686.9	2.1052e-01	2.784	1.2178e-06	8.2210e-03	1.5238e-01	4.6071e-02	3.8147e-03	2.5801e-05	1.3889e-08	9.8915e-12	1.6371e-15	5.6641e-20
695000	3506000	160	31221.2	3.1333e-01	2.714	1.2553e-06	8.4260e-03	2.1408e-01	8.3513e-02	7.2659e-03	3.4894e-05	1.5816e-08	1.0005e-11	1.3865e-15	3.7248e-20
696000	3506000	174	31777.9	4.3729e-01	2.643	1.3104e-06	8.2938e-03	2.7764e-01	1.3836e-01	1.2953e-02	4.4704e-05	1.7505e-08	9.8888e-12	1.1484e-15	2.3806e-20
697000	3506000	270	32356.0	5.5557e-01	2.587	1.5478e-06	8.7608e-03	3.2936e-01	1.9700e-01	2.0396e-02	5.0622e-05	1.7709e-08	9.0667e-12	8.9175e-16	1.4314e-20
698000	3506000	214	32954.3	7.4218e-01	2.490	1.4536e-06	7.0413e-03	3.8544e-01	3.1426e-01	3.5368e-02	6.6035e-05	2.0516e-08	9.3088e-12	7.5923e-16	9.2549e-21
699000	3506000	250	33571.7	9.1069e-01	2.413	1.5853e-06	5.7618e-03	4.1822e-01	4.3271e-01	5.3915e-02	7.5954e-05	2.1539e-08	8.7927e-12	6.0222e-16	5.6223e-21
700000	3506000	480	34207.2	9.8817e-01	2.379	2.7021e-06	5.0673e-03	4.3127e-01	4.8543e-01	6.6341e-02	6.8755e-05	1.8592e-08	7.0402e-12	4.1568e-16	3.0320e-21
701000	3506000	523	34859.8	1.1687e+00	2.303	3.1342e-06	3.3083e-03	4.4071e-01	6.3120e-01	9.3385e-02	7.6469e-05	1.9155e-08	6.5285e-12	3.2369e-16	1.8066e-21
702000	3506000	478	35528.6	1.4246e+00	2.211	2.8217e-06	2.7025e-03	4.3313e-01	8.5151e-01	1.3712e-01	9.3281e-05	2.1340e-08	6.4551e-12	2.6554e-16	1.1234e-21
703000	3506000	765	36212.6	1.4759e+00	2.199	7.2642e-06	1.0765e-03	4.3590e-01	8.9436e-01	1.4453e-01	7.7975e-05	1.7324e-08	4.8873e-12	1.7411e-16	5.7725e-22
704000	3506000	736	36911.1	1.7590e+00	2.125	6.4444e-06	7.5639e-04	4.1294e-01	1.1502e+00	1.9501e-01	9.2258e-05	1.8768e-08	4.7061e-12	1.3929e-16	3.5047e-22
705000	3506000	830	37623.2	1.9720e+00	2.086	8.4123e-06	3.2786e-04	3.9647e-01	1.3482e+00	2.2696e-01	9.4690e-05	1.8037e-08	4.0926e-12	1.0221e-16	1.9752e-22
706000	3506000	629	38348.1	2.4663e+00	2.002	4.5002e-06	7.1981e-04	3.3565e-01	1.7969e+00	3.3292e-01	1.3221e-04	2.2396e-08	4.4087e-12	8.9600e-17	1.2932e-22
707000	3506000	432	39085.2	3.0081e+00	1.937	2.7082e-06	1.3120e-03	2.7161e-01	2.2705e+00	4.6449e-01	1.7937e-04	2.7192e-08	4.6598e-12	7.7269e-17	8.3456e-23
708000	3506000	361	39833.7	3.4750e+00	1.903	2.3346e-06	1.4190e-03	2.2806e-01	2.6791e+00	5.6624e-01	2.1190e-04	2.9336e-08	4.4526e-12	6.1149e-17	5.0005e-23
709000	3506000	584	40593.1	3.6695e+00	1.916	3.8857e-06	6.6670e-04	2.2346e-01	2.9121e+00	5.3306e-01	1.8795e-04	2.4684e-08	3.4382e-12	4.0354e-17	2.5607e-23
710000	3506000	659	41362.7	4.0273e+00	1.913	4.4849e-06	5.4679e-04	2.0227e-01	3.2718e+00	5.5246e-01	1.9147e-04	2.3362e-08	2.9302e-12	2.8906e-17	1.4049e-23
711000	3506000	408	42142.0	4.7416e+00	1.879	2.6070e-06	1.0733e-03	1.4698e-01	3.8690e+00	7.2426e-01	2.5979e-04	2.8302e-08	3.0798e-12	2.4712e-17	8.9676e-24
712000	3506000	545	42930.4	5.0510e+00	1.890	3.4082e-06	7.0891e-04	1.3629e-01	4.2206e+00	6.9317e-01	2.4710e-04	2.5150e-08	2.4801e-12	1.6823e-17	4.6973e-24
713000	3506000	398	43727.5	5.6432e+00	1.876	2.5461e-06	9.6852e-04	1.0584e-01	4.7293e+00	8.0678e-01	2.9797e-04	2.7478e-08	2.3821e-12	1.3295e-17	2.7969e-24
714000	3506000	676	44532.8	5.7919e+00	1.900	3.8753e-06	4.4647e-04	1.0761e-01	4.9967e+00	6.8688e-01	2.5057e-04	2.1834e-08	1.7370e-12	8.2894e-18	1.3537e-24
715000	3506000	568	45345.8	6.2807e+00	1.892	3.2986e-06	5.7350e-04	8.4190e-02	5.4341e+00	7.6162e-01	2.8753e-04	2.2772e-08	1.5989e-12	6.3015e-18	7.7761e-25
716000	3506000	495	46166.2	6.6682e+00	1.888	2.8964e-06	6.3370e-04	6.8347e-02	5.7851e+00	8.1374e-01	3.1736e-04	2.2943e-08	1.4273e-12	4.6614e-18	4.3580e-25
717000	3506000	513	46993.5	6.9144e+00	1.891	2.8986e-06	5.9209e-04	5.9574e-02	6.0409e+00	8.1302e-01	3.2374e-04	2.1524e-08	1.1964e-12	3.2623e-18	2.3244e-25
718000	3506000	484	47827.4	7.1080e+00	1.890	2.7245e-06	5.7749e-04	5.0886e-02	6.2263e+00	8.2987e-01	3.3949e-04	2.0679e-08	1.0226e-12	2.3195e-18	1.2558e-25
719000	3506000	366	48667.6	7.2342e+00	1.885	2.2921e-06	6.7553e-04	5.0055e-02	6.3028e+00	8.8031e-01	3.7517e-04	2.0830e-08	9.1027e-13	1.7067e-18	6.9869e-26
720000	3506000	322	49513.8	7.2188e+00	1.884	2.1347e-06	6.6082e-04	4.7791e-02	6.2826e+00	8.8727e-01	3.8951e-04	1.9814e-08	7.6993e-13	1.2001e-18	3.7316e-26
721000	3506000	354	50365.5	7.1068e+00	1.886	2.1951e-06	5.9484e-04	4.5849e-02	6.2047e+00	8.5525e-01	3.8140e-04	1.7835e-08	6.1966e-13	8.0703e-19	1.9137e-26
722000	3506000	494	51222.7	6.9336e+00	1.892	2.4456e-06	4.5820e-04	3.3996e-02	6.1166e+00	7.8215e-01	3.4720e-04	1.4980e-08	4.6847e-13	5.1305e-19	9.3239e-27
723000	3506000	275	52084.9	6.6199e+00	1.882	1.9506e-06	5.5852e-04	4.8366e-02	5.7398e+00	8.3080e-01	3.9139e-04	1.5366e-08	4.2249e-13	3.8060e-19	5.2106e-27
724000	3506000	67	52951.9	6.2344e+00	1.879	1.6380e-06	6.2222e-04	8.3051e-02	5.3123e+00	8.3799e-01	4.1630e-04	1.4974e-08	3.6430e-13	2.7147e-19	2.8123e-27
725000	3506000	30	53823.6	5.8339e+00	1.878	1.6095e-06	6.0471e-04	8.7539e-02	4.9482e+00	7.9710e-01	4.0505e-04	1.3378e-08	2.9024e-13	1.8028e-19	1.4217e-27
726000	3506000	62	54699.7	5.4159e+00	1.878	1.6198e-06	5.5303e-04	9.0553e-02	4.5742e+00	7.5019e-01	3.8663e-04	1.1704e-08	2.2656e-13	1.1738e-19	7.0488e-28
727000	3506000	229	55579.9	5.0071e+00	1.875	1.7741e-06	4.4650e-04	5.5633e-02	4.2665e+00	6.8420e-01	3.4904e-04	9.6715e-09	1.6765e-13	7.2729e-20	3.3357e-28
728000	3506000	424	56464.2	4.6798e+00	1.880	1.9488e-06	3.4757e-04	4.6111e-02	4.0266e+00	6.0640e-01	3.0126e-04	7.6490e-09	1.1915e-13	4.3430e-20	1.5256e-28
729000	3506000	233	57352.2	4.1152e+00	1.871	1.7263e-06	3.9510e-04	6.0384e-02	3.4620e+00	5.9214e-01	3.1100e-04	7.2256e-09	9.9478e-14	2.9962e-20	7.9573e-29
730000	3506000	96	58243.9	3.6573e+00	1.876	1.5831e-06	4.2487e-04	1.0158e-01	2.9984e+00	5.5653e-01	3.0378e-04	6.4740e-09	7.9156e-14	1.9792e-20	3.9889e-29
731000	3506000	116	59139.0	3.2560e+00	1.876	1.5798e-06	3.9514e-04	1.0455e-01	2.6431e+00	5.0769e-01	2.7982e-04	5.4549e-09	5.9442e-14	1.2387e-20	1.8998e-29
732000	3506000	8	60037.5	2.8670e+00	1.879	1.5293e-06	4.2254e-04	1.1640e-01	2.2874e+00	4.6252e-01	2.6099e-04	4.6682e-09	4.5304e-14	7.8596e-21	9.1698e-30
733000	3506000	97	60939.1	2.5190e+00	1.880	1.5306e-06	3.6413e-04	1.1514e-01	1.9864e+00	4.1684e-01	2.3582e-04	3.8470e-09	3.3249e-14	4.8050e-21	4.2640e-30
734000	3506000	0	61843.7	2.1980e+00	1.887	1.4989e-06	3.8862e-04	1.2508e-01	1.6983e+00	3.7398e-01	2.1560e-04	3.2242e-09	2.4821e-14	2.9869e-21	2.0166e-30
735000	3506000	0	62751.3	1.9109e+00	1.894	1.4837e-06	3.7216e-04	1.2928e-01	1.4480e+00	3.3309e-01	1.9376e-04	2.6474e-09	1.8145e-14	1.8182e-21	9.3363e-31
736000	3506000	0	63661.6	1.6549e+00	1.903	1.4677e-06	3.5703e-04	1.3327e-01	1.2263e+00	2.9481e-01	1.7287e-04	2.1571e-09	1.3161e-14	1.0979e-21	4.2872e-31
737000	3506000	0	64574.5	1.4287e+00	1.915	1.4510e-06	3.4314e-04	1.3700e-01	1.0319e+00	2.5929e-01	1.5312e-04	1.7441e-09	9.4706e-15	6.5763e-22	1.9526e-31
738000	3506000	0	65490.0	1.2305e+00	1.930	1.4336e-06	3.3038e-04	1.4044e-01	8.6296e-01	2.2661e-01	1.3465e-04	1.3994e-09	6.7614e-15	3.9075e-22	8.8204e-32
739000	3506000	0	66408.0	1.0582e+00	1.950	1.4156e-06	3.1866e-04	1.4354e-01	7.1738e-01	1.9680e-01	1.1755e-04	1.1143e-09	4.7892e-15	2.3031e-22	3.9519e-32
740000	3506000	0	67328.2	9.0944e-01	1.975	1.3969e-06	3.0791e-04	1.4627e-01	5.9292e-01	1.6984e-01	1.0189e-04	8.8043e-10	3.3656e-15	1.3465e-22	1.7561e-32
674000	3505000	354	27450.6	2.8952e-05	3.998	4.8714e-07	2.7918e-05	5.4655e-07	6.5503e-21	7.1866e-16	4.1611e-15	4.2755e-16	5.6669e-18	1.5783e-20	9.4807e-24
675000	3505000	383	27324.1	3.4492e-05	3.995	5.2703e-07	3.3249e-05	7.1630e-07	1.5947e-19	5.8039e-15	2.4597e-14	2.0142e-15	2.3063e-17	5.7222e-20	3.1373e-23
676000	3505000	381	27233.8	4.4929e-05	3.989	5.7402e-07	4.3278e-05	1.0772e-06	4.3678e-18	4.5051e-14	1.3913e-13	8.9108e-15	8.7366e-17	1.9149e-19	9.5061e-23
677000	3505000	375	27180.1	5.8807e-05	3.983	6.2313e-07	5.6552e-05	1.6321e-06	1.1686e-16	3.2268e-13	7.2679e-13	3.5920e-14	3.0066e-16	5.8029e-19	2.5996e-22
678000	3505000	360	27163.0	8.0909e-05	3.977	6.7122e-07	7.7711e-05	2.5276e-06	3.0877e-15	2.1507e-12	3.5294e-12	1.3277e-13	9.4524e-16	1.6001e-18	6.4394e-22
679000	3505000	300	27182.8	1.4662e-04	3.949	6.9532e-07	1.3772e-04	8.2039e-06	1.0380e-13	1.4112e-11	1.6729e-11	4.7008e-13	2.8162e-15	4.1344e-18	1.4784e-21
680000	3505000	324	27239.3	1.6540e-04	3.962	7.5785e-07	1.5754e-04	7.1054e-06	1.5024e-12	7.5274e-11	6.5138e-11	1.3729e-12	7.0289e-15	9.0765e-18	2.9161e-21
681000	3505000	319	27332.3	2.1275e-04	3.952	8.0694e-07	2.0093e-04	1.1009e-05	2.2828e-11	3.8747e-10	2.4219e-10	3.7771e-12	1.6413e-14	1.8494e-17	5.2919e-21
682000	3505000	284	27461.4	2.9149e-04	3.920	8.3480e-07	2.6655e-04	2.4100e-05	3.5367e-10	1.9353e-09	8.6190e-10	9.8290e-12	3.6011e-14	3.5106e-17	8.8620e-21
683000	3505000	264	27626.1	4.1028e-04	3.914	8.7093e-07	3.7332e-04	3.6076e-05	4.0264e-09	8.7991e-09	2.7691e-09	2.3021e-11	7.1288e-14	6.0134e-17	1.3359e-20
684000	3505000	262	27825.8	5.2267e-04	3.900	9.1886e-07	4.6881e-04	5.2862e-05	3.3736e-08	3.6254e-08	7.9970e-09	4.8435e-11	1.2723e-13	9.2934e-17	1.8124e-20
685000	3505000	284	28059.7	5.9026e-04	3.868	9.9115e-07	5.1082e-04	7.8083e-05	2.1023e-07	1.3454e-07	2.0650e-08	9.1285e-11	2.0449e-13	1.2951e-16	2.2114e-20
686000	3505000	281	28327.1	8.3424e-04	3.810	1.0420e-06	6.7634e-04	1.5504e-04	1.2799e-06	4.8431e-07	5.0892e-08	1.6378e-10	3.1182e-13	1.6986e-16	2.5090e-20
687000	3505000	241	28626.8	1.4557e-03	3.672	1.0467e-06	9.8734e-04	4.5778e-04	7.7341e-06	1.7176e-06	1.2158e-07	2.8466e-10	4.5858e-13	2.1265e-16	2.6765e-20
688000	3505000	222	28958.1	2.6413e-03	3.483	1.0712e-06	1.3202e-03	1.2783e-03	3.5971e-05	5.5107e-06	2.6216e-07	4.5088e-10	6.1915e-13	2.4448e-16	2.6038e-20
689000	3505000	194	29319.7	5.5992e-03	3.324	1.0847e-06	1.9960e-03	3.4374e-03	1.4746e-04	1.6681e-05	5.3073e-07	6.7685e-10	7.9468e-13	2.6584e-16	2.3642e-20
690000	3505000	162	29710.6	1.1833e-02	3.191	1.1068e-06	2.8738e-03	8.3880e-03	5.2172e-04	4.7084e-05	1.0004e-06	9.5957e-10	9.6882e-13	2.7364e-16	2.0057e-20
691000	3505000	169	30129.6	2.2961e-02	3.095	1.1544e-06	3.8942e-03	1.7476e-02	1.4688e-03	1.1853e-04	1.6958e-06	1.2505e-09	1.0990e-12	2.6263e-16	1.5714e-20
692000	3505000	174	30575.6	4.2750e-02	3.019	1.2012e-06	5.0959e-03	3.3635e-02	3.7350e-03	2.8037e-04	2.7088e-06	1.5689e-09	1.2077e-12	2.4334e-16	1.1707e-20
693000	3505000	175	31047.4	7.5113e-02	2.952	1.2452e-06	6.2907e-03	5.9542e-02	8.6496e-03	6.2505e-04	4.1015e-06	1.9114e-09	1.2965e-12	2.1955e-16	8.3715e-21
694000	3505000	161	31543.8	1.2493e-01	2.885	1.2720e-06	7.0565e-03	9.7832e-02	1.8699e-02	1.3322e-03	5.9914e-06	2.3016e-09	1.3802e-12	1.9568e-16	5.8309e-21
695000	3505000	186	32063.8	1.8974e-01	2.831	1.3433e-06	8.1276e-03	1.4403e-01	3.4994e-02	2.5806e-03	8.0397e-06	2.6251e-09	1.4060e-12	1.6752e-16	3.8792e-21
696000	3505000	205	32606.2	2.7378e-01	2.773	1.4162e-06	9.0405e-03	1.9842e-01	6.1539e-02	4.7690e-03	1.0431e-05	2.9644e-09	1.4214e-12	1.4210e-16	2.5375e-21
697000	3505000	397	33169.8	3.3061e-01	2.752	2.1142e-06	1.0897e-02	2.3381e-01	7.8951e-02	6.9351e-03	1.0470e-05	2.7386e-09	1.2161e-12	1.0484e-16	1.4689e-21
698000	3505000	331	33753.7	4.6299e-01	2.659	1.8886e-06	8.8800e-03	3.0032e-01	1.4098e-01	1.2801e-02	1.4294e-05	3.3223e-09	1.3038e-12	9.2953e-17	9.8642e-22
699000	3505000	377	34356.7	5.7837e-01	2.591	2.1528e-06	7.6520e-03	3.4638e-01	2.0431e-01	2.0012e-02	1.6560e-05	3.5405e-09	1.2538e-12	7.5244e-17	6.1249e-22
700000	3505000	538	34978.0	6.5646e-01	2.547	3.4157e-06	6.3561e-03	3.7309e-01	2.5038e-01	2.6611e-02	1.6323e-05	3.3175e-09	1.0820e-12	5.5611e-17	3.5178e-22
701000	3505000	416	35616.5	8.6591e-01	2.433	2.4987e-06	4.7087e-03	4.1139e-01	4.0419e-01	4.5599e-02	2.2831e-05	4.1620e-09	1.1887e-12	5.0097e-17	2.3802e-22
702000	3505000	513	36271.3	9.9061e-01	2.373	3.3218e-06	3.2354e-03	4.2315e-01	5.0416e-01	6.0031e-02	2.4038e-05	4.1282e-09	1.0723e-12	3.8288e-17	1.4016e-22
703000	3505000	696	36941.6	1.0770e+00	2.336	6.1620e-06	1.9347e-03	4.2834e-01	5.7695e-01	6.9784e-02	2.2735e-05	3.7458e-09	8.9674e-13	2.7440e-17	7.8083e-23
704000	3505000	596	37626.5	1.3406e+00	2.239	4.3970e-06	1.5222e-03	4.2168e-01	8.1352e-01	1.0385e-01	3.0046e-05	4.4745e-09	9.4173e-13	2.3717e-17	5.0841e-23
705000	3505000	680	38325.3	1.5151e+00	2.192	5.7393e-06	1.0414e-03	4.1257e-01	9.7747e-01	1.2397e-01	3.1721e-05	4.4320e-09	8.4465e-13	1.7957e-17	2.9579e-23
706000	3505000	673	39037.2	1.7738e+00	2.133	5.5295e-06	8.6669e-04	3.9104e-01	1.2253e+00	1.5655e-01	3.7000e-05	4.7605e-09	8.0950e-13	1.4347e-17	1.7982e-23
707000	3505000	447	39761.5	2.2390e+00	2.047	2.9751e-06	1.5404e-03	3.3696e-01	1.6650e+00	2.3536e-01	5.4249e-05	6.1880e-09	9.0963e-13	1.3076e-17	1.2208e-23
708000	3505000	597	40497.5	2.4318e+00	2.035	4.3753e-06	7.7612e-04	3.2485e-01	1.8654e+00	2.4066e-01	5.2393e-05	5.6551e-09	7.5903e-13	9.2797e-18	6.6969e-24
709000	3505000	230	41244.7	3.1169e+00	1.959	1.9408e-06	1.6591e-03	2.5036e-01	2.4823e+00	3.8244e-01	8.5699e-05	8.0765e-09	9.2252e-13	9.0199e-18	4.7956e-24
710000	3505000	457	42002.4	3.2862e+00	1.968	3.0765e-06	1.2454e-03	2.4320e-01	2.6895e+00	3.5216e-01	7.6216e-05	6.8447e-09	7.1972e-13	6.0301e-18	2.4931e-24
711000	3505000	209	42770.0	3.9350e+00	1.929	1.9090e-06	1.4787e-03	1.9153e-01	3.2665e+00	4.7544e-01	1.0675e-04	8.5651e-09	7.8103e-13	5.3194e-18	1.6411e-24
712000	3505000	372	43547.1	4.1977e+00	1.936	2.5690e-06	1.2135e-03	1.7978e-01	3.5666e+00	4.5002e-01	1.0065e-04	7.6005e-09	6.3159e-13	3.6541e-18	8.7076e-25
713000	3505000	267	44333.1	4.7328e+00	1.922	2.1238e-06	1.2501e-03	1.5102e-01	4.0598e+00	5.2057e-01	1.2044e-04	8.2867e-09	6.0819e-13	2.9070e-18	5.2353e-25
714000	3505000	372	45127.5	5.0492e+00	1.927	2.5615e-06	1.0659e-03	1.3689e-01	4.4061e+00	5.0499e-01	1.1845e-04	7.6024e-09	5.0454e-13	2.0347e-18	2.8154e-25
715000	3505000	327	45930.0	5.4995e+00	1.923	2.3556e-06	1.0579e-03	1.1751e-01	4.8354e+00	5.4535e-01	1.3218e-04	7.7797e-09	4.5908e-13	1.5388e-18	1.6168e-25
716000	3505000	509	46740.2	5.7044e+00	1.933	3.1623e-06	7.2960e-04	1.0921e-01	5.1002e+00	4.9408e-01	1.2066e-04	6.6629e-09	3.5795e-13	1.0186e-18	8.2627e-26
717000	3505000	263	47557.5	6.2475e+00	1.918	2.1141e-06	9.5980e-04	9.2899e-02	5.5496e+00	6.0394e-01	1.5628e-04	7.7625e-09	3.6340e-13	8.4406e-19	5.1265e-26
718000	3505000	295	48381.7	6.4849e+00	1.920	2.2062e-06	8.8434e-04	8.1552e-02	5.7993e+00	6.0298e-01	1.5981e-04	7.3275e-09	3.0732e-13	5.9737e-19	2.7701e-26
719000	3505000	145	49212.4	6.7455e+00	1.916	1.8222e-06	9.0723e-04	8.7191e-02	5.9989e+00	6.5836e-01	1.8324e-04	7.6690e-09	2.8408e-13	4.5611e-19	1.5984e-26
720000	3505000	169	50049.4	6.8333e+00	1.916	1.8627e-06	8.3563e-04	7.9283e-02	6.0995e+00	6.5349e-01	1.8628e-04	7.1844e-09	2.3810e-13	3.1955e-19	8.5420e-27
721000	3505000	318	50892.2	6.8157e+00	1.921	2.2147e-06	7.0546e-04	6.5599e-02	6.1436e+00	6.0561e-01	1.7318e-04	6.1927e-09	1.8527e-13	2.0961e-19	4.3023e-27
722000	3505000	244	51740.6	6.7717e+00	1.918	2.0022e-06	6.9232e-04	6.7008e-02	6.0798e+00	6.2404e-01	1.8511e-04	6.0614e-09	1.6099e-13	1.5118e-19	2.3539e-27
723000	3505000	212	52594.3	6.6260e+00	1.916	1.9126e-06	6.6354e-04	6.4562e-02	5.9368e+00	6.2374e-01	1.9056e-04	5.7280e-09	1.3552e-13	1.0594e-19	1.2544e-27
724000	3505000	208	53453.1	6.4074e+00	1.915	1.8862e-06	6.2349e-04	6.3896e-02	5.7314e+00	6.1129e-01	1.9130e-04	5.2837e-09	1.1154e-13	7.2727e-20	6.5569e-28
725000	3505000	21	54316.7	6.1153e+00	1.916	1.6633e-06	6.7647e-04	1.0158e-01	5.3961e+00	6.1672e-01	2.0257e-04	5.1377e-09	9.6235e-14	5.2032e-20	3.5569e-28
726000	3505000	29	55185.0	5.7819e+00	1.916	1.6619e-06	6.3407e-04	1.0470e-01	5.0830e+00	5.9345e-01	1.9899e-04	4.6364e-09	7.7532e-14	3.4979e-20	1.8215e-28
727000	3505000	64	56057.6	5.4173e+00	1.916	1.6745e-06	5.8133e-04	1.0830e-01	4.7417e+00	5.6647e-01	1.9314e-04	4.1303e-09	6.1668e-14	2.3219e-20	9.2117e-29
728000	3505000	335	56934.4	5.0990e+00	1.914	1.9858e-06	4.3999e-04	6.5368e-02	4.5303e+00	5.0277e-01	1.6673e-04	3.2786e-09	4.4149e-14	1.4013e-20	4.2681e-29
729000	3505000	351	57815.3	4.7032e+00	1.914	1.9558e-06	4.0948e-04	6.7973e-02	4.1594e+00	4.7526e-01	1.5990e-04	2.8824e-09	3.4628e-14	9.1665e-21	2.1262e-29
730000	3505000	347	58699.9	4.2888e+00	1.912	1.9006e-06	3.8805e-04	7.0845e-02	3.7678e+00	4.4969e-01	1.5401e-04	2.5430e-09	2.7219e-14	6.0019e-21	1.0591e-29
731000	3505000	197	59588.2	3.7944e+00	1.905	1.7107e-06	4.1434e-04	7.8694e-02	3.2762e+00	4.3898e-01	1.5772e-04	2.3841e-09	2.2595e-14	4.1243e-21	5.5096e-30
732000	3505000	136	60480.0	3.4171e+00	1.915	1.6425e-06	4.1599e-04	1.2224e-01	2.8826e+00	4.1164e-01	1.5181e-04	2.1038e-09	1.7745e-14	2.6948e-21	2.7364e-30
733000	3505000	29	61375.1	3.0319e+00	1.918	1.5778e-06	4.4042e-04	1.3393e-01	2.5151e+00	3.8228e-01	1.4502e-04	1.8450e-09	1.3856e-14	1.7514e-21	1.3523e-30
734000	3505000	0	62273.4	2.6835e+00	1.921	1.5526e-06	4.3318e-04	1.3800e-01	2.1946e+00	3.5031e-01	1.3513e-04	1.5752e-09	1.0543e-14	1.1103e-21	6.5234e-31
735000	3505000	0	63174.7	2.3655e+00	1.926	1.5369e-06	4.1493e-04	1.4256e-01	1.9037e+00	3.1874e-01	1.2453e-04	1.3286e-09	7.9233e-15	6.9519e-22	3.1080e-31
736000	3505000	0	64079.0	2.0756e+00	1.932	1.5204e-06	3.9812e-04	1.4694e-01	1.6400e+00	2.8820e-01	1.1393e-04	1.1120e-09	5.9078e-15	4.3180e-22	1.4687e-31
737000	3505000	0	64986.1	1.8140e+00	1.941	1.5031e-06	3.8266e-04	1.5107e-01	1.4035e+00	2.5894e-01	1.0349e-04	9.2356e-10	4.3703e-15	2.6604e-22	6.8834e-32
738000	3505000	0	65895.9	1.5801e+00	1.952	1.4851e-06	3.6844e-04	1.5489e-01	1.1936e+00	2.3120e-01	9.3323e-05	7.6119e-10	3.2075e-15	1.6260e-22	3.1998e-32
739000	3505000	0	66808.3	1.3729e+00	1.966	1.4665e-06	3.5535e-04	1.5836e-01	1.0090e+00	2.0513e-01	8.3548e-05	6.2257e-10	2.3356e-15	9.8578e-23	1.4753e-32
740000	3505000	0	67723.1	1.1907e+00	1.984	1.4472e-06	3.4333e-04	1.6144e-01	8.4796e-01	1.8086e-01	7.4258e-05	5.0529e-10	1.6872e-15	5.9284e-23	6.7465e-33
674000	3504000	338	28440.5	3.3006e-05	3.995	5.1362e-07	3.1812e-05	6.8099e-07	1.5783e-21	1.5577e-16	6.5216e-16	5.1479e-17	5.6626e-19	1.3575e-21	7.2341e-25
675000	3504000	384	28318.4	3.5997e-05	3.993	5.5589e-07	3.4631e-05	8.0955e-07	3.2556e-20	1.2201e-15	3.7964e-15	2.3742e-16	2.2661e-18	4.8605e-21	2.3722e-24
676000	3504000	360	28231.3	5.0269e-05	3.985	6.0431e-07	4.8321e-05	1.3431e-06	9.2871e-19	9.8920e-15	2.2555e-14	1.0864e-15	8.8288e-18	1.6640e-20	7.3197e-24
677000	3504000	361	28179.5	6.4643e-05	3.980	6.5466e-07	6.2028e-05	1.9595e-06	2.1811e-17	7.0402e-14	1.1834e-13	4.3604e-15	3.0293e-17	5.0348e-20	2.0006e-23
678000	3504000	364	28163.0	8.2248e-05	3.974	7.0865e-07	7.8717e-05	2.8223e-06	4.7322e-16	4.6000e-13	5.6944e-13	1.5866e-14	9.4075e-17	1.3760e-19	4.9256e-23
679000	3504000	351	28182.1	1.1437e-04	3.969	7.5830e-07	1.0930e-04	4.3120e-06	1.0577e-14	2.8469e-12	2.5803e-12	5.3601e-14	2.6979e-16	3.4518e-19	1.1061e-22
680000	3504000	318	28236.6	1.7600e-04	3.954	7.9287e-07	1.6625e-04	8.9558e-06	2.4174e-13	1.6797e-11	1.1054e-11	1.6897e-13	7.1784e-16	7.9814e-19	2.2731e-22
681000	3504000	298	28326.3	2.3810e-04	3.925	8.3140e-07	2.1859e-04	1.8682e-05	4.1975e-12	8.9810e-11	4.2678e-11	4.7749e-13	1.7156e-15	1.6583e-18	4.1917e-22
