s	phi-1.0	phi-1.1	phi-1.2	phi-1.3	phi-1.4	phi-1.5	phi-1.6	phi-1.7	phi-1.8	phi-1.9
87	72954.9030	54696.8727	40439.1206	29478.8981	21184.9832	15006.7660	10476.6076	7207.0731	4884.6053	3261.0497
88	70338.4886	52667.3771	38886.7653	28308.1744	20314.5918	14368.9342	10015.9683	6879.2730	4654.7908	3102.3446
89	67815.9078	50713.1849	37394.0010	27183.9448	19479.9606	13758.2123	9575.5825	6566.3823	4435.7888	2951.3632
90	65383.7955	48831.5017	35958.5401	26104.3628	18679.6206	13173.4478	9154.5598	6267.7228	4227.0905	2807.7296
91	63038.9071	47019.6374	34578.1830	25067.6552	17912.1628	12613.5375	8752.0487	5982.6472	4028.2112	2671.0861
92	60778.1145	45275.0011	33250.8142	24072.1195	17176.2362	12077.4250	8367.2354	5710.5378	3838.6889	2541.0927
93	58598.4017	43595.0987	31974.3998	23116.1203	16470.5453	11564.0989	7999.3417	5450.8048	3658.0835	2417.4257
94	56496.8609	41977.5280	30746.9837	22198.0877	15793.8480	11072.5907	7647.6237	5202.8853	3485.9752	2299.7771
95	54470.6887	40419.9763	29566.6849	21316.5138	15144.9530	10601.9730	7311.3702	4966.2418	3321.9645	2187.8541
96	52517.1819	38920.2167	28431.6949	20469.9507	14522.7181	10151.3580	6989.9011	4740.3617	3165.6702	2081.3781
97	50633.7347	37476.1047	27340.2742	19657.0080	13926.0478	9719.8954	6682.5666	4524.7553	3016.7294	1980.0839
98	48817.8343	36085.5757	26290.7504	18876.3504	13353.8919	9306.7712	6388.7450	4318.9554	2874.7961	1883.7194
99	47067.0584	34746.6415	25281.5152	18126.6958	12805.2433	8911.2061	6107.8423	4122.5159	2739.5406	1792.0447
100	45379.0714	33457.3877	24311.0219	17406.8130	12279.1360	8532.4536	5839.2905	3935.0110	2610.6487	1704.8315
101	43751.6214	32215.9708	23377.7834	16715.5196	11774.6440	8169.7992	5582.5464	3756.0345	2487.8209	1621.8626
102	42182.5374	31020.6160	22480.3696	16051.6802	11290.8792	7822.5587	5337.0909	3585.1983	2370.7721	1542.9316
103	40669.7261	29869.6142	21617.4052	15414.2044	10826.9900	7490.0769	5102.4278	3422.1324	2259.2302	1467.8420
104	39211.1695	28761.3196	20787.5679	14802.0454	10382.1599	7171.7266	4878.0823	3266.4831	2152.9363	1396.4067
105	37804.9217	27694.1476	19989.5859	14214.1976	9955.6057	6866.9071	4663.6010	3117.9133	2051.6434	1328.4479
106	36449.1068	26666.5724	19222.2364	13649.6955	9546.5767	6575.0434	4458.5501	2976.1009	1955.1161	1263.7965
107	35141.9162	25677.1248	18484.3435	13107.6121	9154.3527	6295.5847	4262.5149	2840.7386	1863.1304	1202.2915
108	33881.6059	24724.3901	17774.7764	12587.0570	8778.2433	6028.0038	4075.0991	2711.5330	1775.4724	1143.7797
109	32666.4946	23807.0060	17092.4478	12087.1751	8417.5866	5771.7959	3895.9236	2588.2040	1691.9387	1088.1155
110	31494.9615	22923.6609	16436.3121	11607.1456	8071.7475	5526.4776	3724.6262	2470.4845	1612.3351	1035.1603
111	30365.4435	22073.0919	15805.3637	11146.1799	7740.1173	5291.5861	3560.8605	2358.1191	1536.4768	984.7823
112	29276.4340	21254.0827	15198.6359	10703.5210	7422.1123	5066.6781	3404.2953	2250.8645	1464.1875	936.8560
113	28226.4801	20465.4624	14615.1988	10278.4418	7117.1726	4851.3293	3254.6139	2148.4882	1395.2993	891.2622
114	27214.1812	19706.1033	14054.1584	9870.2442	6824.7614	4645.1336	3111.5139	2050.7683	1329.6522	847.8872
115	26238.1868	18974.9199	13514.6549	9478.2578	6544.3640	4447.7017	2974.7057	1957.4930	1267.0938	806.6232
116	25297.1950	18270.8665	12995.8616	9101.8386	6275.4868	4258.6613	2843.9127	1868.4601	1207.4786	767.3674
117	24389.9503	17592.9367	12496.9834	8740.3686	6017.6566	4077.6557	2718.8705	1783.4767	1150.6682	730.0220
118	23515.2426	16940.1610	12017.2559	8393.2540	5770.4193	3904.3433	2599.3262	1702.3587	1096.5308	694.4941
119	22671.9049	16311.6062	11555.9439	8059.9247	5533.3399	3738.3972	2485.0381	1624.9301	1044.9404	660.6953
120	21858.8122	15706.3736	11112.3405	7739.8332	5306.0010	3579.5044	2375.7750	1551.0232	995.7772	628.5413
121	21074.8798	15123.5978	10685.7660	7432.4538	5088.0023	3427.3649	2271.3161	1480.4779	948.9272	597.9521
122	20319.0619	14562.4455	10275.5665	7137.2816	4878.9602	3281.6918	2171.4500	1413.1411	904.2813	568.8517
123	19590.3503	14022.1145	9881.1136	6853.8319	4678.5067	3142.2102	2075.9749	1348.8671	861.7360	541.1674
124	18887.7728	13501.8321	9501.8027	6581.6391	4486.2888	3008.6571	1984.6977	1287.5164	821.1924	514.8305
125	18210.3921	13000.8545	9137.0526	6320.2562	4301.9683	2880.7803	1897.4337	1228.9562	782.5564	489.7753
126	17557.3046	12518.4654	8786.3043	6069.2538	4125.2206	2758.3386	1814.0067	1173.0594	745.7381	465.9395
127	16927.6391	12053.9750	8449.0204	5828.2197	3955.7347	2641.1011	1734.2478	1119.7050	710.6520	443.2637
128	16320.5556	11606.7193	8124.6839	5596.7581	3793.2121	2528.8466	1657.9957	1068.7773	677.2168	421.6914
129	15735.2442	11176.0588	7812.7979	5374.4886	3637.3669	2421.3631	1585.0964	1020.1660	645.3546	401.1690
130	15170.9241	10761.3776	7512.8844	5161.0464	3487.9246	2318.4481	1515.4023	973.7657	614.9914	381.6454
131	14626.8424	10362.0830	7224.4838	4956.0809	3344.6221	2219.9072	1448.7725	929.4758	586.0569	363.0719
132	14102.2734	9977.6040	6947.1542	4759.2553	3207.2073	2125.5546	1385.0723	887.2004	558.4836	345.4023
133	13596.5173	9607.3908	6680.4706	4570.2464	3075.4383	2035.2123	1324.1730	846.8477	532.2077	328.5926
134	13108.8993	9250.9142	6424.0242	4388.7438	2949.0829	1948.7098	1265.9512	808.3305	507.1680	312.6011
135	12638.7689	8907.6644	6177.4222	4214.4495	2827.9190	1865.8839	1210.2894	771.5651	483.3064	297.3877
136	12185.4991	8577.1507	5940.2867	4047.0770	2711.7331	1786.5783	1157.0750	736.4719	460.5674	282.9148
137	11748.4851	8258.9005	5712.2541	3886.3516	2600.3207	1710.6435	1106.2003	702.9749	438.8983	269.1462
138	11327.1439	7952.4588	5492.9752	3732.0092	2493.4858	1637.9361	1057.5624	671.0014	418.2487	256.0477
139	10920.9134	7657.3875	5282.1138	3583.7963	2391.0401	1568.3190	1011.0632	640.4822	398.5706	243.5867
140	10529.2518	7373.2646	5079.3468	3441.4696	2292.8035	1501.6608	966.6084	611.3510	379.8184	231.7321
141	10151.6365	7099.6839	4884.3636	3304.7952	2198.6030	1437.8358	924.1082	583.5449	361.9484	220.4544
142	9787.5638	6836.2543	4696.8653	3173.5487	2108.2727	1376.7236	883.4766	557.0034	344.9192	209.7256
143	9436.5480	6582.5991	4516.5645	3047.5145	2021.6537	1318.2088	844.6316	531.6692	328.6912	199.5189
144	9098.1209	6338.3556	4343.1851	2926.4857	1938.5935	1262.1810	807.4945	507.4872	313.2267	189.8089
145	8771.8309	6103.1746	4176.4612	2810.2633	1858.9458	1208.5346	771.9903	484.4051	298.4897	180.5715
146	8457.2428	5876.7199	4016.1374	2698.6567	1782.5704	1157.1683	738.0472	462.3729	284.4462	171.7837
147	8153.9369	5658.6676	3861.9681	2591.4823	1709.3330	1107.9853	705.5964	441.3427	271.0633	163.4235
148	7861.5086	5448.7060	3713.7169	2488.5643	1639.1045	1060.8927	674.5725	421.2691	258.3101	155.4702
149	7579.5678	5246.5350	3571.1568	2389.7336	1571.7614	1015.8016	644.9127	402.1085	246.1570	147.9039
150	7307.7384	5051.8654	3434.0691	2294.8278	1507.1851	972.6270	616.5569	383.8193	234.5756	140.7059
151	7045.6577	4864.4188	3302.2439	2203.6911	1445.2620	931.2875	589.4479	366.3620	223.5391	133.8582
152	6792.9761	4683.9274	3175.4791	2116.1738	1385.8830	891.7051	563.5308	349.6987	213.0219	127.3437
153	6549.3565	4510.1330	3053.5806	2032.1322	1328.9435	853.8050	538.7533	333.7933	202.9995	121.1463
154	6314.4740	4342.7872	2936.3613	1951.4282	1274.3435	817.5158	515.0652	318.6114	193.4486	115.2505
155	6088.0152	4181.6506	2823.6419	1873.9292	1221.9867	782.7689	492.4186	304.1199	184.3471	109.6416
156	5869.6780	4026.4929	2715.2494	1799.5081	1171.7810	749.4989	470.7678	290.2876	175.6738	104.3057
157	5659.1711	3877.0922	2611.0179	1728.0425	1123.6380	717.6430	450.0689	277.0844	167.4086	99.2295
158	5456.2137	3733.2350	2510.7875	1659.4151	1077.4730	687.1411	430.2801	264.4818	159.5322	94.4003
159	5260.5351	3594.7155	2414.4048	1593.5131	1033.2047	657.9356	411.3614	252.4523	152.0264	89.8061
160	5071.8741	3461.3357	2321.7219	1530.2284	990.7552	629.9714	393.2745	240.9700	144.8738	85.4355
161	4889.9792	3332.9048	2232.5969	1469.4570	950.0497	603.1957	375.9829	230.0099	138.0576	81.2776
162	4714.6077	3209.2393	2146.8931	1411.0991	911.0166	577.5581	359.4515	219.5484	131.5622	77.3221
163	4545.5256	3090.1624	2064.4794	1355.0587	873.5872	553.0102	343.6470	209.5626	125.3724	73.5591
164	4382.5074	2975.5037	1985.2292	1301.2440	837.6957	529.5057	328.5374	200.0311	119.4737	69.9792
165	4225.3356	2865.0994	1909.0213	1249.5664	803.2787	507.0001	314.0922	190.9330	113.8527	66.5735
166	4073.8005	2758.7915	1835.7388	1199.9412	770.2757	485.4511	300.2820	182.2488	108.4960	63.3336
167	3927.6999	2656.4282	1765.2695	1152.2868	738.6287	464.8180	287.0791	173.9596	103.3914	60.2514
168	3786.8391	2557.8630	1697.5053	1106.5249	708.2819	445.0619	274.4567	166.0473	98.5270	57.3191
169	3651.0299	2462.9550	1632.3423	1062.5804	679.1820	426.1454	262.3893	158.4950	93.8914	54.5296
170	3520.0914	2371.5684	1569.6808	1020.3812	651.2776	408.0330	250.8525	151.2861	89.4739	51.8758
171	3393.8488	2283.5728	1509.4248	979.8578	624.5196	390.6904	239.8229	144.4052	85.2643	49.3512
172	3272.1337	2198.8421	1451.4818	940.9438	598.8611	374.0849	229.2783	137.8372	81.2527	46.9494
173	3154.7837	2117.2554	1395.7631	903.5752	574.2567	358.1852	219.1973	131.5679	77.4299	44.6645
174	3041.6423	2038.6959	1342.1833	867.6906	550.6632	342.9613	209.5595	125.5838	73.7869	42.4908
175	2932.5585	1963.0512	1290.6603	833.2312	528.0390	328.3844	200.3455	119.8719	70.3153	40.4229
176	2827.3868	1890.2134	1241.1151	800.1403	506.3444	314.4271	191.5367	114.4197	67.0071	38.4557
177	2725.9870	1820.0781	1193.4718	768.3635	485.5410	301.0630	183.1151	109.2156	63.8545	36.5842
178	2628.2237	1752.5452	1147.6575	737.8488	465.5924	288.2670	175.0639	104.2481	60.8502	34.8037
179	2533.9665	1687.5180	1103.6018	708.5459	446.4634	276.0148	167.3666	99.5066	57.9873	33.1099
180	2443.0897	1624.9036	1061.2373	680.4067	428.1204	264.2833	160.0077	94.9807	55.2591	31.4986
181	2355.4721	1564.6125	1020.4991	653.3851	410.5309	253.0505	152.9725	90.6607	52.6592	29.9656
182	2270.9968	1506.5585	981.3248	627.4366	393.6641	242.2951	146.2465	86.5371	50.1816	28.5073
183	2189.5510	1450.6585	943.6542	602.5186	377.4903	231.9969	139.8163	82.6012	47.8207	27.1199
184	2111.0261	1396.8327	907.4297	578.5902	361.9810	222.1363	133.6688	78.8442	45.5708	25.8001
185	2035.3175	1345.0040	872.5958	555.6121	347.1089	212.6949	127.7916	75.2581	43.4267	24.5445
186	1962.3240	1295.0984	839.0990	533.5465	332.8478	203.6547	122.1728	71.8352	41.3835	23.3500
187	1891.9483	1247.0446	806.8881	512.3573	319.1727	194.9988	116.8011	68.5679	39.4365	22.2136
188	1824.0965	1200.7737	775.9138	492.0096	306.0594	186.7108	111.6655	65.4492	37.5811	21.1325
189	1758.6781	1156.2197	746.1284	472.4699	293.4848	178.7750	106.7558	62.4724	35.8129	20.1041
190	1695.6058	1113.3188	717.4864	453.7063	281.4269	171.1765	102.0619	59.6309	34.1280	19.1257
191	1634.7955	1072.0098	689.9439	435.6878	269.8644	163.9010	97.5744	56.9187	32.5223	18.1949
192	1576.1661	1032.2335	663.4587	418.3849	258.7769	156.9348	93.2842	54.3299	30.9922	17.3094
193	1519.6394	993.9331	637.9902	401.7692	248.1450	150.2646	89.1827	51.8588	29.5340	16.4670
194	1465.1399	957.0538	613.4994	385.8133	237.9499	143.8779	85.2614	49.5001	28.1445	15.6656
195	1412.5949	921.5428	589.9487	370.4912	228.1737	137.7627	81.5126	47.2487	26.8203	14.9032
196	1361.9344	887.3495	567.3021	355.7775	218.7991	131.9073	77.9287	45.0997	25.5584	14.1779
197	1313.0907	854.4250	545.5248	341.6482	209.8097	126.3009	74.5023	43.0484	24.3560	13.4879
198	1265.9988	822.7220	524.5835	328.0800	201.1896	120.9327	71.2265	41.0904	23.2100	12.8315
199	1220.5957	792.1954	504.4461	315.0506	192.9236	115.7927	68.0948	39.2215	22.1180	12.2070
200	1176.8209	762.8014	485.0817	302.5387	184.9973	110.8712	65.1008	37.4376	21.0774	11.6130
201	1134.6160	734.4981	466.4606	290.5237	177.3966	106.1588	62.2384	35.7348	20.0857	11.0478
202	1093.9248	707.2450	448.5544	278.9858	170.1082	101.6468	59.5019	34.1095	19.1407	10.5101
203	1054.6929	681.0031	431.3355	267.9062	163.1193	97.3265	56.8857	32.5581	18.2402	9.9986
204	1016.8680	655.7349	414.7776	257.2666	156.4175	93.1898	54.3845	31.0772	17.3820	9.5120
205	980.3996	631.4042	398.8554	247.0495	149.9910	89.2290	51.9933	29.6637	16.5642	9.0491
206	945.2391	607.9763	383.5443	237.2382	143.8286	85.4365	49.7073	28.3145	15.7849	8.6087
207	911.3395	585.4177	368.8210	227.8165	137.9194	81.8052	47.5217	27.0267	15.0422	8.1898
208	878.6558	563.6961	354.6629	218.7690	132.2529	78.3282	45.4323	25.7974	14.3345	7.7912
209	847.1441	542.7805	341.0483	210.0809	126.8192	74.9991	43.4347	24.6241	13.6601	7.4120
210	816.7626	522.6410	327.9563	201.7377	121.6088	71.8114	41.5249	23.5041	13.0174	7.0513
211	787.4707	503.2487	315.3669	193.7259	116.6125	68.7592	39.6991	22.4351	12.4049	6.7081
212	759.2293	484.5759	303.2608	186.0323	111.8214	65.8367	37.9536	21.4147	11.8213	6.3817
213	732.0007	466.5960	291.6194	178.6442	107.2272	63.0385	36.2849	20.4407	11.2651	6.0711
214	705.7486	449.2833	280.4248	171.5495	102.8218	60.3591	34.6895	19.5109	10.7351	5.7756
215	680.4380	432.6129	269.6600	164.7366	98.5973	57.7937	33.1642	18.6235	10.2300	5.4946
216	656.0352	416.5610	259.3085	158.1943	94.5464	55.3373	31.7061	17.7765	9.7487	5.2272
217	632.5075	401.1048	249.3543	151.9118	90.6619	52.9853	30.3120	16.9679	9.2901	4.9728
218	609.8236	386.2220	239.7822	145.8788	86.9371	50.7333	28.9792	16.1962	8.8530	4.7308
219	587.9532	371.8915	230.5776	140.0853	83.3652	48.5770	27.7051	15.4595	8.4365	4.5005
220	566.8672	358.0926	221.7263	134.5220	79.9401	46.5123	26.4869	14.7564	8.0395	4.2815
221	546.5374	344.8058	213.2148	129.1796	76.6558	44.5354	25.3223	14.0852	7.6613	4.0731
222	526.9367	332.0120	205.0300	124.0494	73.5064	42.6425	24.2090	13.4446	7.3008	3.8749
223	508.0389	319.6929	197.1594	119.1229	70.4863	40.8301	23.1445	12.8331	6.9573	3.6863
224	489.8189	307.8309	189.5910	114.3920	67.5904	39.0947	22.1269	12.2494	6.6300	3.5069
225	472.2523	296.4090	182.3131	109.8491	64.8134	37.4330	21.1540	11.6923	6.3181	3.3363
226	455.3157	285.4109	175.3145	105.4865	62.1505	35.8420	20.2239	11.1605	6.0208	3.1739
227	438.9865	274.8209	168.5846	101.2972	59.5970	34.3186	19.3347	10.6528	5.7375	3.0194
228	423.2429	264.6238	162.1131	97.2743	57.1485	32.8600	18.4846	10.1683	5.4676	2.8725
229	408.0640	254.8051	155.8900	93.4112	54.8005	31.4633	17.6718	9.7058	5.2104	2.7327
230	393.4294	245.3507	149.9058	89.7014	52.5490	30.1260	16.8948	9.2644	4.9652	2.5997
231	379.3197	236.2471	144.1513	86.1390	50.3900	28.8456	16.1520	8.8430	4.7316	2.4732
232	365.7159	227.4813	138.6177	82.7181	48.3197	27.6196	15.4418	8.4408	4.5090	2.3528
233	352.6001	219.0408	133.2965	79.4331	46.3345	26.4457	14.7629	8.0569	4.2968	2.2383
234	339.9547	210.9134	128.1796	76.2785	44.4308	25.3216	14.1138	7.6904	4.0947	2.1294
