s	phi2.0	phi1.9	phi1.8	phi1.7	phi1.6	phi1.5	phi1.4	phi1.3	phi1.2	phi1.1
55	997449.8087	1145481.8582	1300438.5992	1459315.2563	1618511.6512	1773928.7482	1921111.1173	2055431.3139	2172307.9169	2267444.9072
56	992221.1747	1139047.4802	1292611.0916	1449903.0427	1607326.0136	1760792.3552	1905867.7910	2037956.6333	2152520.1044	2245315.2977
57	987019.9492	1132649.2453	1284830.6987	1440551.5355	1596217.6806	1747753.2406	1890745.4149	2020630.5175	2132912.5414	2223401.6667
58	981845.9885	1126286.9504	1277097.1371	1431260.3432	1585186.1180	1734810.6840	1875743.0294	2003451.7032	2113483.5860	2201701.9065
59	976699.1497	1119960.3937	1269410.1247	1422029.0767	1574230.7953	1721963.9702	1860859.6825	1986418.9382	2094231.6113	2180213.9297
60	971579.2906	1113669.3743	1261769.3815	1412857.3495	1563351.1855	1709212.3897	1846094.4296	1969530.9809	2075155.0052	2158935.6694
61	966486.2699	1107413.6928	1254174.6289	1403744.7777	1552546.7654	1696555.2378	1831446.3337	1952786.6001	2056252.1701	2137865.0788
62	961419.9468	1101193.1505	1246625.5901	1394690.9796	1541817.0153	1683991.8154	1816914.4651	1936184.5751	2037521.5232	2117000.1311
63	956380.1814	1095007.5502	1239121.9899	1385695.5762	1531161.4192	1671521.4283	1802497.9017	1919723.6958	2018961.4960	2096338.8192
64	951366.8344	1088856.6955	1231663.5549	1376758.1909	1520579.4647	1659143.3875	1788195.7286	1903402.7620	2000570.5344	2075879.1558
65	946379.7674	1082740.3912	1224250.0131	1367878.4495	1510070.6426	1646857.0093	1774007.0380	1887220.5841	1982347.0982	2055619.1729
66	941418.8426	1076658.4434	1216881.0944	1359055.9801	1499634.4478	1634661.6149	1759930.9296	1871175.9824	1964289.6614	2035556.9215
67	936483.9230	1070610.6589	1209556.5302	1350290.4135	1489270.3781	1622556.5305	1745966.5101	1855267.7872	1946396.7120	2015690.4719
68	931574.8723	1064596.8459	1202276.0535	1341581.3825	1478977.9352	1610541.0872	1732112.8933	1839494.8389	1928666.7517	1996017.9132
69	926691.5548	1058616.8136	1195039.3989	1332928.5226	1468756.6240	1598614.6214	1718369.1999	1823855.9876	1911098.2956	1976537.3530
70	921833.8357	1052670.3722	1187846.3026	1324331.4714	1458605.9530	1586776.4741	1704734.5577	1808350.0933	1893689.8727	1957246.9174
71	917001.5807	1046757.3331	1180696.5026	1315789.8690	1448525.4339	1575025.9913	1691208.1016	1792976.0256	1876440.0253	1938144.7509
72	912194.6565	1040877.5085	1173589.7381	1307303.3578	1438514.5819	1563362.5238	1677788.9730	1777732.6638	1859347.3087	1919229.0161
73	907412.9301	1035030.7120	1166525.7501	1298871.5824	1428572.9155	1551785.4272	1664476.3204	1762618.8966	1842410.2917	1900497.8934
74	902656.2696	1029216.7580	1159504.2812	1290494.1899	1418699.9566	1540294.0620	1651269.2989	1747633.6223	1825627.5561	1881949.5811
75	897924.5435	1023435.4620	1152525.0754	1282170.8294	1408895.2304	1528887.7933	1638167.0704	1732775.7484	1808997.6964	1863582.2949
76	893217.6211	1017686.6406	1145587.8784	1273901.1525	1399158.2653	1517565.9908	1625168.8033	1718044.1918	1792519.3201	1845394.2682
77	888535.3724	1011970.1114	1138692.4372	1265684.8129	1389488.5930	1506328.0292	1612273.6729	1703437.8787	1776191.0473	1827383.7514
78	883877.6681	1006285.6929	1131838.5006	1257521.4666	1379885.7484	1495173.2876	1599480.8606	1688955.7442	1760011.5107	1809549.0121
79	879244.3794	1000633.2049	1125025.8187	1249410.7718	1370349.2696	1484101.1496	1586789.5547	1674596.7326	1743979.3554	1791888.3346
80	874635.3785	995012.4679	1118254.1433	1241352.3890	1360878.6981	1473111.0037	1574198.9498	1660359.7972	1728093.2389	1774400.0203
81	870050.5380	989423.3035	1111523.2274	1233345.9807	1351473.5783	1462202.2425	1561708.2468	1646243.9000	1712351.8309	1757082.3869
82	865489.7312	983865.5346	1104832.8258	1225391.2116	1342133.4579	1451374.2635	1549316.6530	1632248.0122	1696753.8134	1739933.7687
83	860952.8321	978338.9846	1098182.6945	1217487.7489	1332857.8877	1440626.4685	1537023.3821	1618371.1132	1681297.8800	1722952.5160
84	856439.7155	972843.4782	1091572.5913	1209635.2614	1323646.4215	1429958.2636	1524827.6539	1604612.1917	1665982.7366	1706136.9954
85	851950.2567	967378.8411	1085002.2751	1201833.4205	1314498.6163	1419369.0594	1512728.6944	1590970.2445	1650807.1006	1689485.5895
86	847484.3316	961944.8999	1078471.5065	1194081.8995	1305414.0322	1408858.2710	1500725.7358	1577444.2772	1635769.7014	1672996.6965
87	843041.8169	956541.4820	1071980.0474	1186380.3739	1296392.2323	1398425.3177	1488818.0163	1564033.3038	1620869.2796	1656668.7303
88	838622.5899	951168.4162	1065527.6613	1178728.5211	1287432.7826	1388069.6230	1477004.7804	1550736.3465	1606104.5875	1640500.1205
89	834226.5285	945825.5318	1059114.1129	1171126.0209	1278535.2522	1377790.6149	1465285.2782	1537552.4361	1591474.3888	1624489.3115
90	829853.5112	940512.6594	1052739.1685	1163572.5548	1269699.2133	1367587.7255	1453658.7660	1524480.6115	1576977.4583	1608634.7635
91	825503.4174	935229.6303	1046402.5957	1156067.8067	1260924.2407	1357460.3910	1442124.5061	1511519.9198	1562612.5821	1592934.9513
92	821176.1267	929976.2769	1040104.1635	1148611.4624	1252209.9126	1347408.0520	1430681.7663	1498669.4161	1548378.5572	1577388.3648
93	816871.5196	924752.4326	1033843.6425	1141203.2095	1243555.8097	1337430.1532	1419329.8206	1485928.1636	1534274.1918	1561993.5084
94	812589.4774	919557.9316	1027620.8043	1133842.7380	1234961.5159	1327526.1432	1408067.9485	1473295.2336	1520298.3047	1546748.9014
95	808329.8816	914392.6090	1021435.4221	1126529.7397	1226426.6178	1317695.4749	1396895.4353	1460769.7051	1506449.7257	1531653.0774
96	804092.6146	909256.3010	1015287.2706	1119263.9084	1217950.7050	1307937.6053	1385811.5719	1448350.6650	1492727.2950	1516704.5843
97	799877.5594	904148.8445	1009176.1256	1112044.9398	1209533.3697	1298251.9951	1374815.6551	1436037.2080	1479129.8636	1501901.9842
98	795684.5995	899070.0775	1003101.7644	1104872.5317	1201174.2071	1288638.1093	1363906.9869	1423828.4364	1465656.2928	1487243.8532
99	791513.6191	894019.8389	997063.9655	1097746.3839	1192872.8153	1279095.4168	1353084.8751	1411723.4602	1452305.4544	1472728.7813
100	787364.5030	888997.9684	991062.5089	1090666.1979	1184628.7949	1269623.3904	1342348.6328	1399721.3970	1439076.2304	1458355.3724
101	783237.1366	884004.3066	985097.1759	1083631.6774	1176441.7495	1260221.5067	1331697.5787	1387821.3719	1425967.5129	1444122.2438
102	779131.4059	879038.6951	979167.7490	1076642.5277	1168311.2853	1250889.2464	1321131.0370	1376022.5174	1412978.2043	1430028.0264
103	775047.1973	874100.9764	973274.0120	1069698.4562	1160237.0112	1241626.0938	1310648.3369	1364323.9733	1400107.2169	1416071.3645
104	770984.3983	869190.9937	967415.7503	1062799.1722	1152218.5389	1232431.5372	1300248.8133	1352724.8868	1387353.4729	1402250.9157
105	766942.8964	864308.5913	961592.7501	1055944.3869	1144255.4828	1223305.0687	1289931.8062	1341224.4124	1374715.9042	1388565.3504
106	762922.5801	859453.6142	955804.7994	1049133.8132	1136347.4600	1214246.1839	1279696.6609	1329821.7117	1362193.4527	1375013.3523
107	758923.3383	854625.9084	950051.6870	1042367.1660	1128494.0899	1205254.3825	1269542.7277	1318515.9534	1349785.0696	1361593.6178
108	754945.0605	849825.3206	944333.2034	1035644.1619	1120694.9950	1196329.1677	1259469.3623	1307306.3134	1337489.7161	1348304.8561
109	750987.6369	845051.6987	938649.1401	1028964.5195	1112949.8002	1187470.0463	1249475.9255	1296191.9745	1325306.3623	1335145.7888
110	747050.9581	840304.8910	932999.2899	1022327.9591	1105258.1329	1178676.5291	1239561.7830	1285172.1265	1313233.9882	1322115.1503
111	743134.9153	835584.7471	927383.4469	1015734.2029	1097619.6232	1169948.1300	1229726.3057	1274245.9661	1301271.5828	1309211.6870
112	739239.4005	830891.1170	921801.4063	1009182.9747	1090033.9037	1161284.3669	1219968.8694	1263412.6966	1289418.1443	1296434.1579
113	735364.3060	826223.8518	916252.9648	1002674.0003	1082500.6096	1152684.7612	1210288.8548	1252671.5286	1277672.6803	1283781.3337
114	731509.5247	821582.8036	910737.9200	996207.0071	1075019.3786	1144148.8378	1200685.6476	1242021.6788	1266034.2071	1271251.9975
115	727674.9502	816967.8250	905256.0711	989781.7243	1067589.8509	1135676.1251	1191158.6384	1231462.3709	1254501.7501	1258844.9439
116	723860.4766	812378.7695	899807.2180	983397.8830	1060211.6691	1127266.1549	1181707.2227	1220992.8352	1243074.3437	1246558.9797
117	720065.9984	807815.4916	894391.1624	977055.2159	1052884.4784	1118918.4627	1172330.8005	1210612.3084	1231751.0308	1234392.9229
118	716291.4109	803277.8464	889007.7066	970753.4574	1045607.9263	1110632.5873	1163028.7768	1200320.0339	1220530.8634	1222345.6033
119	712536.6097	798765.6900	883656.6546	964492.3436	1038381.6630	1102408.0709	1153800.5614	1190115.2613	1209412.9018	1210415.8621
120	708801.4913	794278.8792	878337.8113	958271.6124	1031205.3409	1094244.4591	1144645.5686	1179997.2468	1198396.2151	1198602.5517
121	705085.9524	789817.2716	873050.9827	952091.0033	1024078.6148	1086141.3010	1135563.2173	1169965.2526	1187479.8807	1186904.5359
122	701389.8903	785380.7257	867795.9763	945950.2576	1017001.1419	1078098.1488	1126552.9312	1160018.5476	1176662.9845	1175320.6893
123	697713.2030	780969.1006	862572.6004	939849.1182	1009972.5819	1070114.5582	1117614.1385	1150156.4065	1165944.6207	1163849.8977
124	694055.7889	776582.2565	857380.6647	933787.3296	1002992.5967	1062190.0881	1108746.2719	1140378.1106	1155323.8917	1152491.0578
125	690417.5469	772220.0540	852219.9799	927764.6379	996060.8507	1054324.3007	1099948.7687	1130682.9468	1144799.9082	1141243.0768
126	686798.3767	767882.3548	847090.3580	921780.7911	989177.0104	1046516.7614	1091221.0704	1121070.2085	1134371.7890	1130104.8729
127	683198.1781	763569.0213	841991.6119	915835.5386	982340.7448	1038767.0390	1082562.6234	1111539.1950	1124038.6607	1119075.3747
128	679616.8518	759279.9165	836923.5558	909928.6315	975551.7250	1031074.7053	1073972.8779	1102089.2113	1113799.6582	1108153.5212
129	676054.2988	755014.9044	831886.0050	904059.8224	968809.6246	1023439.3352	1065451.2891	1092719.5687	1103653.9239	1097338.2618
130	672510.4207	750773.8496	826878.7758	898228.8657	962114.1192	1015860.5070	1056997.3159	1083429.5840	1093600.6083	1086628.5563
131	668985.1196	746556.6176	821901.6859	892435.5171	955464.8870	1008337.8019	1048610.4221	1074218.5801	1083638.8696	1076023.3744
132	665478.2982	742363.0746	816954.5536	886679.5342	948861.6080	1000870.8044	1040290.0752	1065085.8855	1073767.8736	1065521.6960
133	661989.8595	738193.0874	812037.1988	880960.6759	942303.9647	993459.1018	1032035.7472	1056030.8344	1063986.7937	1055122.5110
134	658519.7072	734046.5239	807149.4422	875278.7028	935791.6417	986102.2849	1023846.9144	1047052.7667	1054294.8107	1044824.8190
135	655067.7455	729923.2523	802291.1057	869633.3770	929324.3257	978799.9470	1015723.0571	1038151.0279	1044691.1132	1034627.6296
136	651633.8790	725823.1418	797462.0120	864024.4621	922901.7058	971551.6848	1007663.6596	1029324.9692	1035174.8970	1024529.9618
137	648218.0128	721746.0625	792661.9854	858451.7233	916523.4731	964357.0978	999668.2105	1020573.9470	1025745.3651	1014530.8443
138	644820.0526	717691.8848	787890.8507	852914.9272	910189.3207	957215.7885	991736.2025	1011897.3235	1016401.7279	1004629.3153
139	641439.9045	713660.4802	783148.4340	847413.8421	903898.9440	950127.3625	983867.1321	1003294.4661	1007143.2030	994824.4224
140	638077.4751	709651.7207	778434.5626	841948.2375	897652.0405	943091.4281	976060.5000	994764.7477	997969.0152	985115.2224
141	634732.6716	705665.4791	773749.0646	836517.8848	891448.3098	936107.5965	968315.8106	986307.5465	988878.3961	975500.7814
142	631405.4016	701701.6289	769091.7692	831122.5564	885287.4535	929175.4820	960632.5726	977922.2460	979870.5845	965980.1746
143	628095.5731	697760.0444	764462.5067	825762.0265	879169.1752	922294.7015	953010.2983	969608.2349	970944.8262	956552.4862
144	624803.0948	693840.6005	759861.1083	820436.0707	873093.1808	915464.8750	945448.5041	961364.9070	962100.3737	947216.8093
145	621527.8756	689943.1729	755287.4063	815144.4660	867059.1779	908685.6251	937946.7099	953191.6616	953336.4864	937972.2459
146	618269.8251	686067.6378	750741.2340	809886.9908	861066.8765	901956.5773	930504.4398	945087.9027	944652.4303	928817.9068
147	615028.8534	682213.8722	746222.4257	804663.4249	855115.9881	895277.3597	923121.2215	937053.0396	936047.4784	919752.9115
148	611804.8708	678381.7540	741730.8167	799473.5497	849206.2268	888647.6035	915796.5863	929086.4866	927520.9100	910776.3878
149	608597.7884	674571.1614	737266.2433	794317.1480	843337.3082	882066.9423	908530.0694	921187.6629	919072.0111	901887.4725
150	605407.5174	670781.9737	732828.5427	789194.0036	837508.9501	875535.0125	901321.2098	913355.9928	910700.0743	893085.3104
151	602233.9699	667014.0705	728417.5532	784103.9023	831720.8721	869051.4534	894169.5499	905590.9052	902404.3984	884369.0548
152	599077.0582	663267.3322	724033.1140	779046.6309	825972.7960	862615.9066	887074.6358	897891.8341	894184.2888	875737.8674
153	595936.6949	659541.6401	719675.0654	774021.9775	820264.4451	856228.0167	880036.0173	890258.2183	886039.0572	867190.9180
154	592812.7935	655836.8759	715343.2483	769029.7319	814595.5450	849887.4308	873053.2478	882689.5013	877968.0215	858727.3842
155	589705.2676	652152.9220	711037.5051	764069.6850	808965.8230	843593.7985	866125.8840	875185.1313	869970.5058	850346.4522
156	586614.0313	648489.6615	706757.6787	759141.6292	803375.0085	837346.7722	859253.4863	867744.5613	862045.8405	842047.3156
157	583538.9993	644846.9782	702503.6131	754245.3581	797822.8324	831146.0067	852435.6187	860367.2489	854193.3618	833829.1762
158	580480.0866	641224.7566	698275.1532	749380.6667	792309.0277	824991.1594	845671.8483	853052.6562	846412.4124	825691.2435
159	577437.2087	637622.8816	694072.1450	744547.3513	786833.3293	818881.8903	838961.7461	845800.2501	838702.3405	817632.7346
160	574410.2816	634041.2390	689894.4353	739745.2095	781395.4738	812817.8619	832304.8861	838609.5018	831062.5006	809652.8745
161	571399.2217	630479.7151	685741.8717	734974.0404	775995.1996	806798.7392	825700.8459	831479.8872	823492.2529	801750.8956
162	568403.9457	626938.1969	681614.3030	730233.6441	770632.2471	800824.1896	819149.2064	824410.8865	815990.9635	793926.0376
163	565424.3710	623416.5721	677511.5786	725523.8222	765306.3583	794893.8831	812649.5518	817401.9844	808558.0043	786177.5480
164	562460.4153	619914.7289	673433.5490	720844.3774	760017.2771	789007.4920	806201.4696	810452.6700	801192.7527	778504.6815
165	559511.9966	616432.5561	669380.0657	716195.1138	754764.7491	783164.6911	799804.5507	803562.4366	793894.5921	770906.6999
166	556579.0335	612969.9434	665350.9807	711575.8368	749548.5216	777365.1577	793458.3889	796730.7819	786662.9114	763382.8725
167	553661.4450	609526.7808	661346.1474	706986.3530	744368.3438	771608.5712	787162.5817	789957.2080	779497.1049	755932.4754
168	550759.1505	606102.9590	657365.4197	702426.4702	739223.9665	765894.6138	780916.7295	783241.2211	772396.5725	748554.7920
169	547872.0698	602698.3695	653408.6524	697895.9975	734115.1423	760222.9696	774720.4359	776582.3315	765360.7198	741249.1128
170	545000.1233	599312.9042	649475.7015	693394.7451	729041.6256	754593.3255	768573.3076	769980.0539	758388.9575	734014.7348
171	542143.2315	595946.4556	645566.4235	688922.5248	724003.1723	749005.3702	762474.9546	763433.9070	751480.7018	726850.9623
172	539301.3155	592598.9170	641680.6760	684479.1491	718999.5400	743458.7952	756424.9898	756943.4135	744635.3742	719757.1062
173	536474.2968	589270.1821	637818.3172	680064.4320	714030.4881	737953.2940	750423.0293	750508.1002	737852.4016	712732.4840
174	533662.0974	585960.1453	633979.2065	675678.1888	709095.7777	732488.5624	744468.6922	744127.4982	731131.2158	705776.4201
175	530864.6395	582668.7016	630163.2039	671320.2357	704195.1714	727064.2986	738561.6007	737801.1421	724471.2542	698888.2454
176	528081.8459	579395.7465	626370.1704	666990.3903	699328.4335	721680.2028	732701.3798	731528.5709	717871.9589	692067.2974
177	525313.6398	576141.1762	622599.9675	662688.4713	694495.3299	716335.9776	726887.6576	725309.3273	711332.7774	685312.9198
178	522559.9445	572904.8874	618852.4580	658414.2986	689695.6283	711031.3277	721120.0652	719142.9579	704853.1620	678624.4630
179	519820.6842	569686.7774	615127.5053	654167.6932	684929.0976	705765.9601	715398.2366	713029.0132	698432.5703	672001.2836
180	517095.7830	566486.7441	611424.9735	649948.4774	680195.5088	700539.5840	709721.8087	706967.0474	692070.4645	665442.7445
181	514385.1658	563304.6860	607744.7278	645756.4744	675494.6341	695351.9104	704090.4212	700956.6188	685766.3119	658948.2149
182	511688.7577	560140.5021	604086.6339	641591.5088	670826.2474	690202.6529	698503.7167	694997.2890	679519.5846	652517.0700
183	509006.4841	556994.0920	600450.5585	637453.4062	666190.1243	685091.5269	692961.3407	689088.6238	673329.7594	646148.6912
184	506338.2710	553865.3558	596836.3692	633341.9933	661586.0417	680018.2502	687462.9415	683230.1923	667196.3181	639842.4660
185	503684.0447	550754.1943	593243.9341	629257.0979	657013.7782	674982.5423	682008.1701	677421.5674	661118.7471	633597.7877
186	501043.7319	547660.5087	589673.1224	625198.5491	652473.1139	669984.1252	676596.6803	671662.3259	655096.5374	627414.0557
187	498417.2596	544584.2010	586123.8038	621166.1769	647963.8305	665022.7225	671228.1288	665952.0477	649129.1847	621290.6752
188	495804.5552	541525.1734	582595.8491	617159.8125	643485.7110	660098.0604	665902.1748	660290.3166	643216.1893	615227.0570
189	493205.5467	538483.3289	579089.1296	613179.2881	639038.5400	655209.8666	660618.4803	654676.7200	637357.0562	609222.6181
190	490620.1621	535458.5710	575603.5174	609224.4371	634622.1038	650357.8711	655376.7100	649110.8485	631551.2945	603276.7807
191	488048.3302	532450.8038	572138.8856	605295.0938	630236.1898	645541.8059	650176.5313	643592.2965	625798.4183	597388.9730
192	485489.9798	529459.9317	568695.1079	601391.0939	625880.5871	640761.4048	645017.6142	638120.6615	620097.9457	591558.6286
193	482945.0403	526485.8598	565272.0587	597512.2737	621555.0863	636016.4039	639899.6312	632695.5449	614449.3993	585785.1867
194	480413.4413	523528.4939	561869.6133	593658.4710	617259.4794	631306.5409	634822.2576	627316.5509	608852.3063	580068.0919
195	477895.1130	520587.7400	558487.6476	589829.5243	612993.5596	626631.5556	629785.1711	621983.2877	603306.1978	574406.7943
196	475389.9858	517663.5049	555126.0385	586025.2733	608757.1219	621991.1898	624788.0520	616695.3663	597810.6095	568800.7493
197	472897.9905	514755.6957	551784.6633	582245.5588	604549.9624	617385.1870	619830.5834	611452.4012	592365.0812	563249.4178
198	470419.0582	511864.2202	548463.4002	578490.2225	600371.8789	612813.2929	614912.4504	606254.0104	586969.1569	557752.2656
199	467953.1205	508988.9866	545162.1283	574759.1072	596222.6704	608275.2548	610033.3411	601099.8147	581622.3846	552308.7640
200	465500.1092	506129.9038	541880.7272	571052.0566	592102.1374	603770.8221	605192.9457	595989.4385	576324.3168	546918.3895
201	463059.9567	503286.8809	538619.0772	567368.9156	588010.0816	599299.7458	600390.9572	590922.5093	571074.5097	541580.6235
202	460632.5954	500459.8278	535377.0595	563709.5298	583946.3063	594861.7790	595627.0707	585898.6576	565872.5237	536294.9525
203	458217.9583	497648.6548	532154.5559	560073.7462	579910.6160	590456.6764	590900.9839	580917.5173	560717.9232	531060.8681
204	455815.9788	494853.2726	528951.4491	556461.4125	575902.8166	586084.1947	586212.3969	575978.7251	555610.2766	525877.8669
