#z	s	x	dir	northing	easting	Ta	P	atm_dens	col_dens	n	Q	Cp	Rg	V	Ue	M	theta	U	R	Tm	Time
4449.4779	72720.00	71492.22	106.18	-20657.46	68298.88	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2257.49
4449.4779	72730.00	71502.22	106.18	-20660.25	68308.48	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2257.80
4449.4779	72740.00	71512.22	106.18	-20663.03	68318.09	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2258.10
4449.4779	72750.00	71522.22	106.18	-20665.82	68327.69	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2258.41
4449.4779	72760.00	71532.22	106.18	-20668.61	68337.29	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2258.71
4449.4779	72770.00	71542.22	106.18	-20671.40	68346.90	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2259.02
4449.4779	72780.00	71552.22	106.18	-20674.18	68356.50	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2259.32
4449.4779	72790.00	71562.22	106.18	-20676.97	68366.10	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2259.63
4449.4779	72800.00	71572.22	106.18	-20679.76	68375.71	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2259.93
4449.4779	72810.00	71582.22	106.18	-20682.55	68385.31	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2260.24
4449.4779	72820.00	71592.22	106.18	-20685.33	68394.92	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2260.54
4449.4779	72830.00	71602.22	106.18	-20688.12	68404.52	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2260.85
4449.4779	72840.00	71612.22	106.18	-20690.91	68414.12	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2261.15
4449.4779	72850.00	71622.22	106.18	-20693.69	68423.73	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2261.46
4449.4779	72860.00	71632.22	106.18	-20696.48	68433.33	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2261.76
4449.4779	72870.00	71642.22	106.18	-20699.27	68442.93	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2262.07
4449.4779	72880.00	71652.22	106.18	-20702.06	68452.54	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2262.37
4449.4779	72890.00	71662.22	106.18	-20704.84	68462.14	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2262.68
4449.4779	72900.00	71672.22	106.18	-20707.63	68471.75	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2262.98
4449.4779	72910.00	71682.22	106.18	-20710.42	68481.35	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2263.29
4449.4779	72920.00	71692.22	106.18	-20713.21	68490.95	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2263.59
4449.4779	72930.00	71702.22	106.18	-20715.99	68500.56	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2263.90
4449.4779	72940.00	71712.22	106.18	-20718.78	68510.16	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2264.20
4449.4779	72950.00	71722.22	106.18	-20721.57	68519.76	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2264.51
4449.4779	72960.00	71732.22	106.18	-20724.35	68529.37	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2264.81
4449.4779	72970.00	71742.22	106.18	-20727.14	68538.97	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2265.12
4449.4779	72980.00	71752.22	106.18	-20729.93	68548.58	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2265.42
4449.4779	72990.00	71762.22	106.18	-20732.72	68558.18	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2265.72
4449.4779	73000.00	71772.22	106.18	-20735.50	68567.78	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2266.03
4449.4779	73010.00	71782.22	106.18	-20738.29	68577.39	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2266.33
4449.4779	73020.00	71792.22	106.18	-20741.08	68586.99	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2266.64
4449.4779	73030.00	71802.22	106.18	-20743.87	68596.59	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2266.94
4449.4779	73040.00	71812.22	106.18	-20746.65	68606.20	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2267.25
4449.4779	73050.00	71822.22	106.18	-20749.44	68615.80	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2267.55
4449.4779	73060.00	71832.22	106.18	-20752.23	68625.40	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2267.86
4449.4779	73070.00	71842.22	106.18	-20755.01	68635.01	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2268.16
4449.4779	73080.00	71852.22	106.18	-20757.80	68644.61	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2268.47
4449.4779	73090.00	71862.22	106.18	-20760.59	68654.22	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2268.77
4449.4779	73100.00	71872.22	106.18	-20763.38	68663.82	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2269.08
4449.4779	73110.00	71882.22	106.18	-20766.16	68673.42	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2269.38
4449.4779	73120.00	71892.22	106.18	-20768.95	68683.03	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2269.69
4449.4779	73130.00	71902.22	106.18	-20771.74	68692.63	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2269.99
4449.4779	73140.00	71912.22	106.18	-20774.53	68702.23	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2270.30
4449.4779	73150.00	71922.22	106.18	-20777.31	68711.84	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2270.60
4449.4779	73160.00	71932.22	106.18	-20780.10	68721.44	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2270.91
4449.4779	73170.00	71942.22	106.18	-20782.89	68731.05	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2271.21
4449.4779	73180.00	71952.22	106.18	-20785.67	68740.65	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2271.52
4449.4779	73190.00	71962.22	106.18	-20788.46	68750.25	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2271.82
4449.4779	73200.00	71972.22	106.18	-20791.25	68759.86	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2272.13
4449.4779	73210.00	71982.22	106.18	-20794.04	68769.46	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2272.43
4449.4779	73220.00	71992.22	106.18	-20796.82	68779.06	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2272.74
4449.4779	73230.00	72002.22	106.18	-20799.61	68788.67	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2273.04
4449.4779	73240.00	72012.22	106.18	-20802.40	68798.27	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2273.35
4449.4779	73250.00	72022.22	106.18	-20805.19	68807.88	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2273.65
4449.4779	73260.00	72032.22	106.18	-20807.97	68817.48	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2273.96
4449.4779	73270.00	72042.22	106.18	-20810.76	68827.08	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2274.26
4449.4779	73280.00	72052.22	106.18	-20813.55	68836.69	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2274.57
4449.4779	73290.00	72062.22	106.18	-20816.33	68846.29	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2274.87
4449.4779	73300.00	72072.22	106.18	-20819.12	68855.89	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2275.18
4449.4779	73310.00	72082.22	106.18	-20821.91	68865.50	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2275.48
4449.4779	73320.00	72092.22	106.18	-20824.70	68875.10	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2275.79
4449.4779	73330.00	72102.22	106.18	-20827.48	68884.70	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2276.09
4449.4779	73340.00	72112.22	106.18	-20830.27	68894.31	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2276.40
4449.4779	73350.00	72122.22	106.18	-20833.06	68903.91	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2276.70
4449.4779	73360.00	72132.22	106.18	-20835.85	68913.52	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2277.01
4449.4779	73370.00	72142.22	106.18	-20838.63	68923.12	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2277.31
4449.4779	73380.00	72152.22	106.18	-20841.42	68932.72	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2277.62
4449.4779	73390.00	72162.22	106.18	-20844.21	68942.33	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2277.92
4449.4779	73400.00	72172.22	106.18	-20846.99	68951.93	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2278.22
4449.4779	73410.00	72182.22	106.18	-20849.78	68961.53	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2278.53
4449.4779	73420.00	72192.22	106.18	-20852.57	68971.14	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2278.83
4449.4779	73430.00	72202.22	106.18	-20855.36	68980.74	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2279.14
4449.4779	73440.00	72212.22	106.18	-20858.14	68990.35	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2279.44
4449.4779	73450.00	72222.22	106.18	-20860.93	68999.95	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2279.75
4449.4779	73460.00	72232.22	106.18	-20863.72	69009.55	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2280.05
4449.4779	73470.00	72242.22	106.18	-20866.51	69019.16	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2280.36
4449.4779	73480.00	72252.22	106.18	-20869.29	69028.76	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2280.66
4449.4779	73490.00	72262.22	106.18	-20872.08	69038.36	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2280.97
4449.4779	73500.00	72272.22	106.18	-20874.87	69047.97	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2281.27
4449.4779	73510.00	72282.22	106.18	-20877.65	69057.57	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2281.58
4449.4779	73520.00	72292.22	106.18	-20880.44	69067.18	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2281.88
4449.4779	73530.00	72302.22	106.18	-20883.23	69076.78	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2282.19
4449.4779	73540.00	72312.22	106.18	-20886.02	69086.38	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2282.49
4449.4779	73550.00	72322.22	106.18	-20888.80	69095.99	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2282.80
4449.4779	73560.00	72332.22	106.18	-20891.59	69105.59	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2283.10
4449.4779	73570.00	72342.22	106.18	-20894.38	69115.19	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2283.41
4449.4779	73580.00	72352.22	106.18	-20897.17	69124.80	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2283.71
4449.4779	73590.00	72362.22	106.18	-20899.95	69134.40	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2284.02
4449.4779	73600.00	72372.22	106.18	-20902.74	69144.00	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2284.32
4449.4779	73610.00	72382.22	106.18	-20905.53	69153.61	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2284.63
4449.4779	73620.00	72392.22	106.18	-20908.31	69163.21	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2284.93
4449.4779	73630.00	72402.22	106.18	-20911.10	69172.82	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2285.24
4449.4779	73640.00	72412.22	106.18	-20913.89	69182.42	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2285.54
4449.4779	73650.00	72422.22	106.18	-20916.68	69192.02	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2285.85
4449.4779	73660.00	72432.22	106.18	-20919.46	69201.63	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2286.15
4449.4779	73670.00	72442.22	106.18	-20922.25	69211.23	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2286.46
4449.4779	73680.00	72452.22	106.18	-20925.04	69220.83	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2286.76
4449.4779	73690.00	72462.22	106.18	-20927.83	69230.44	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2287.07
4449.4779	73700.00	72472.22	106.18	-20930.61	69240.04	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2287.37
4449.4779	73710.00	72482.22	106.18	-20933.40	69249.65	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2287.68
4449.4779	73720.00	72492.22	106.18	-20936.19	69259.25	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2287.98
4449.4779	73730.00	72502.22	106.18	-20938.97	69268.85	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2288.29
4449.4779	73740.00	72512.22	106.18	-20941.76	69278.46	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2288.59
4449.4779	73750.00	72522.22	106.18	-20944.55	69288.06	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2288.90
4449.4779	73760.00	72532.22	106.18	-20947.34	69297.66	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2289.20
4449.4779	73770.00	72542.22	106.18	-20950.12	69307.27	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2289.51
4449.4779	73780.00	72552.22	106.18	-20952.91	69316.87	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2289.81
4449.4779	73790.00	72562.22	106.18	-20955.70	69326.48	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2290.12
4449.4779	73800.00	72572.22	106.18	-20958.49	69336.08	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2290.42
4449.4779	73810.00	72582.22	106.18	-20961.27	69345.68	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2290.72
4449.4779	73820.00	72592.22	106.18	-20964.06	69355.29	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2291.03
4449.4779	73830.00	72602.22	106.18	-20966.85	69364.89	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2291.33
4449.4779	73840.00	72612.22	106.18	-20969.63	69374.49	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2291.64
4449.4779	73850.00	72622.22	106.18	-20972.42	69384.10	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2291.94
4449.4779	73860.00	72632.22	106.18	-20975.21	69393.70	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2292.25
4449.4779	73870.00	72642.22	106.18	-20978.00	69403.30	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2292.55
4449.4779	73880.00	72652.22	106.18	-20980.78	69412.91	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2292.86
4449.4779	73890.00	72662.22	106.18	-20983.57	69422.51	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2293.16
4449.4779	73900.00	72672.22	106.18	-20986.36	69432.12	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2293.47
4449.4779	73910.00	72682.22	106.18	-20989.15	69441.72	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2293.77
4449.4779	73920.00	72692.22	106.18	-20991.93	69451.32	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2294.08
4449.4779	73930.00	72702.22	106.18	-20994.72	69460.93	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2294.38
4449.4779	73940.00	72712.22	106.18	-20997.51	69470.53	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2294.69
4449.4779	73950.00	72722.22	106.18	-21000.29	69480.13	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2294.99
4449.4779	73960.00	72732.22	106.18	-21003.08	69489.74	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2295.30
4449.4779	73970.00	72742.22	106.18	-21005.87	69499.34	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2295.60
4449.4779	73980.00	72752.22	106.18	-21008.66	69508.95	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2295.91
4449.4779	73990.00	72762.22	106.18	-21011.44	69518.55	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2296.21
4449.4779	74000.00	72772.22	106.18	-21014.23	69528.15	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2296.52
4449.4779	74010.00	72782.22	106.18	-21017.02	69537.76	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	2296.82
