i	x	y	z	R
4100	37835.9332	-11816.2300	4449.4779	2997.8611
4101	37845.5369	-11819.0173	4449.4779	2997.8611
4102	37855.1406	-11821.8045	4449.4779	2997.8611
4103	37864.7443	-11824.5918	4449.4779	2997.8611
4104	37874.3480	-11827.3791	4449.4779	2997.8611
4105	37883.9517	-11830.1664	4449.4779	2997.8611
4106	37893.5554	-11832.9536	4449.4779	2997.8611
4107	37903.1591	-11835.7409	4449.4779	2997.8611
4108	37912.7628	-11838.5282	4449.4779	2997.8611
4109	37922.3665	-11841.3155	4449.4779	2997.8611
4110	37931.9702	-11844.1027	4449.4779	2997.8611
4111	37941.5739	-11846.8900	4449.4779	2997.8611
4112	37951.1776	-11849.6773	4449.4779	2997.8611
4113	37960.7813	-11852.4645	4449.4779	2997.8611
4114	37970.3850	-11855.2518	4449.4779	2997.8611
4115	37979.9887	-11858.0391	4449.4779	2997.8611
4116	37989.5924	-11860.8264	4449.4779	2997.8611
4117	37999.1961	-11863.6136	4449.4779	2997.8611
4118	38008.7998	-11866.4009	4449.4779	2997.8611
4119	38018.4035	-11869.1882	4449.4779	2997.8611
4120	38028.0072	-11871.9755	4449.4779	2997.8611
4121	38037.6109	-11874.7627	4449.4779	2997.8611
4122	38047.2146	-11877.5500	4449.4779	2997.8611
4123	38056.8183	-11880.3373	4449.4779	2997.8611
4124	38066.4220	-11883.1245	4449.4779	2997.8611
4125	38076.0257	-11885.9118	4449.4779	2997.8611
4126	38085.6294	-11888.6991	4449.4779	2997.8611
4127	38095.2331	-11891.4864	4449.4779	2997.8611
4128	38104.8368	-11894.2736	4449.4779	2997.8611
4129	38114.4406	-11897.0609	4449.4779	2997.8611
4130	38124.0443	-11899.8482	4449.4779	2997.8611
4131	38133.6480	-11902.6355	4449.4779	2997.8611
4132	38143.2517	-11905.4227	4449.4779	2997.8611
4133	38152.8554	-11908.2100	4449.4779	2997.8611
4134	38162.4591	-11910.9973	4449.4779	2997.8611
4135	38172.0628	-11913.7845	4449.4779	2997.8611
4136	38181.6665	-11916.5718	4449.4779	2997.8611
4137	38191.2702	-11919.3591	4449.4779	2997.8611
4138	38200.8739	-11922.1464	4449.4779	2997.8611
4139	38210.4776	-11924.9336	4449.4779	2997.8611
4140	38220.0813	-11927.7209	4449.4779	2997.8611
4141	38229.6850	-11930.5082	4449.4779	2997.8611
4142	38239.2887	-11933.2955	4449.4779	2997.8611
4143	38248.8924	-11936.0827	4449.4779	2997.8611
4144	38258.4961	-11938.8700	4449.4779	2997.8611
4145	38268.0998	-11941.6573	4449.4779	2997.8611
4146	38277.7035	-11944.4446	4449.4779	2997.8611
4147	38287.3072	-11947.2318	4449.4779	2997.8611
4148	38296.9109	-11950.0191	4449.4779	2997.8611
4149	38306.5146	-11952.8064	4449.4779	2997.8611
4150	38316.1183	-11955.5936	4449.4779	2997.8611
4151	38325.7220	-11958.3809	4449.4779	2997.8611
4152	38335.3257	-11961.1682	4449.4779	2997.8611
4153	38344.9294	-11963.9555	4449.4779	2997.8611
4154	38354.5331	-11966.7427	4449.4779	2997.8611
4155	38364.1368	-11969.5300	4449.4779	2997.8611
4156	38373.7405	-11972.3173	4449.4779	2997.8611
4157	38383.3442	-11975.1046	4449.4779	2997.8611
4158	38392.9479	-11977.8918	4449.4779	2997.8611
4159	38402.5516	-11980.6791	4449.4779	2997.8611
4160	38412.1553	-11983.4664	4449.4779	2997.8611
4161	38421.7590	-11986.2536	4449.4779	2997.8611
4162	38431.3627	-11989.0409	4449.4779	2997.8611
4163	38440.9665	-11991.8282	4449.4779	2997.8611
4164	38450.5702	-11994.6155	4449.4779	2997.8611
4165	38460.1739	-11997.4027	4449.4779	2997.8611
4166	38469.7776	-12000.1900	4449.4779	2997.8611
4167	38479.3813	-12002.9773	4449.4779	2997.8611
4168	38488.9850	-12005.7646	4449.4779	2997.8611
4169	38498.5887	-12008.5518	4449.4779	2997.8611
4170	38508.1924	-12011.3391	4449.4779	2997.8611
4171	38517.7961	-12014.1264	4449.4779	2997.8611
4172	38527.3998	-12016.9136	4449.4779	2997.8611
4173	38537.0035	-12019.7009	4449.4779	2997.8611
4174	38546.6072	-12022.4882	4449.4779	2997.8611
4175	38556.2109	-12025.2755	4449.4779	2997.8611
4176	38565.8146	-12028.0627	4449.4779	2997.8611
4177	38575.4183	-12030.8500	4449.4779	2997.8611
4178	38585.0220	-12033.6373	4449.4779	2997.8611
4179	38594.6257	-12036.4246	4449.4779	2997.8611
4180	38604.2294	-12039.2118	4449.4779	2997.8611
4181	38613.8331	-12041.9991	4449.4779	2997.8611
4182	38623.4368	-12044.7864	4449.4779	2997.8611
4183	38633.0405	-12047.5737	4449.4779	2997.8611
4184	38642.6442	-12050.3609	4449.4779	2997.8611
4185	38652.2479	-12053.1482	4449.4779	2997.8611
4186	38661.8516	-12055.9355	4449.4779	2997.8611
4187	38671.4553	-12058.7227	4449.4779	2997.8611
4188	38681.0590	-12061.5100	4449.4779	2997.8611
4189	38690.6627	-12064.2973	4449.4779	2997.8611
4190	38700.2664	-12067.0846	4449.4779	2997.8611
4191	38709.8701	-12069.8718	4449.4779	2997.8611
4192	38719.4738	-12072.6591	4449.4779	2997.8611
4193	38729.0775	-12075.4464	4449.4779	2997.8611
4194	38738.6812	-12078.2337	4449.4779	2997.8611
4195	38748.2849	-12081.0209	4449.4779	2997.8611
4196	38757.8886	-12083.8082	4449.4779	2997.8611
4197	38767.4924	-12086.5955	4449.4779	2997.8611
4198	38777.0961	-12089.3827	4449.4779	2997.8611
4199	38786.6998	-12092.1700	4449.4779	2997.8611
4200	38796.3035	-12094.9573	4449.4779	2997.8611
4201	38805.9072	-12097.7446	4449.4779	2997.8611
4202	38815.5109	-12100.5318	4449.4779	2997.8611
4203	38825.1146	-12103.3191	4449.4779	2997.8611
4204	38834.7183	-12106.1064	4449.4779	2997.8611
4205	38844.3220	-12108.8937	4449.4779	2997.8611
4206	38853.9257	-12111.6809	4449.4779	2997.8611
4207	38863.5294	-12114.4682	4449.4779	2997.8611
4208	38873.1331	-12117.2555	4449.4779	2997.8611
4209	38882.7368	-12120.0427	4449.4779	2997.8611
4210	38892.3405	-12122.8300	4449.4779	2997.8611
4211	38901.9442	-12125.6173	4449.4779	2997.8611
4212	38911.5479	-12128.4046	4449.4779	2997.8611
4213	38921.1516	-12131.1918	4449.4779	2997.8611
4214	38930.7553	-12133.9791	4449.4779	2997.8611
4215	38940.3590	-12136.7664	4449.4779	2997.8611
4216	38949.9627	-12139.5537	4449.4779	2997.8611
4217	38959.5664	-12142.3409	4449.4779	2997.8611
4218	38969.1701	-12145.1282	4449.4779	2997.8611
4219	38978.7738	-12147.9155	4449.4779	2997.8611
4220	38988.3775	-12150.7028	4449.4779	2997.8611
4221	38997.9812	-12153.4900	4449.4779	2997.8611
4222	39007.5849	-12156.2773	4449.4779	2997.8611
4223	39017.1886	-12159.0646	4449.4779	2997.8611
4224	39026.7923	-12161.8518	4449.4779	2997.8611
4225	39036.3960	-12164.6391	4449.4779	2997.8611
4226	39045.9997	-12167.4264	4449.4779	2997.8611
4227	39055.6034	-12170.2137	4449.4779	2997.8611
4228	39065.2071	-12173.0009	4449.4779	2997.8611
4229	39074.8108	-12175.7882	4449.4779	2997.8611
4230	39084.4145	-12178.5755	4449.4779	2997.8611
4231	39094.0182	-12181.3628	4449.4779	2997.8611
4232	39103.6220	-12184.1500	4449.4779	2997.8611
4233	39113.2257	-12186.9373	4449.4779	2997.8611
4234	39122.8294	-12189.7246	4449.4779	2997.8611
4235	39132.4331	-12192.5118	4449.4779	2997.8611
4236	39142.0368	-12195.2991	4449.4779	2997.8611
4237	39151.6405	-12198.0864	4449.4779	2997.8611
4238	39161.2442	-12200.8737	4449.4779	2997.8611
4239	39170.8479	-12203.6609	4449.4779	2997.8611
4240	39180.4516	-12206.4482	4449.4779	2997.8611
4241	39190.0553	-12209.2355	4449.4779	2997.8611
4242	39199.6590	-12212.0228	4449.4779	2997.8611
4243	39209.2627	-12214.8100	4449.4779	2997.8611
4244	39218.8664	-12217.5973	4449.4779	2997.8611
4245	39228.4701	-12220.3846	4449.4779	2997.8611
4246	39238.0738	-12223.1718	4449.4779	2997.8611
4247	39247.6775	-12225.9591	4449.4779	2997.8611
4248	39257.2812	-12228.7464	4449.4779	2997.8611
4249	39266.8849	-12231.5337	4449.4779	2997.8611
4250	39276.4886	-12234.3209	4449.4779	2997.8611
4251	39286.0923	-12237.1082	4449.4779	2997.8611
4252	39295.6960	-12239.8955	4449.4779	2997.8611
4253	39305.2997	-12242.6828	4449.4779	2997.8611
4254	39314.9034	-12245.4700	4449.4779	2997.8611
4255	39324.5071	-12248.2573	4449.4779	2997.8611
4256	39334.1108	-12251.0446	4449.4779	2997.8611
4257	39343.7145	-12253.8318	4449.4779	2997.8611
4258	39353.3182	-12256.6191	4449.4779	2997.8611
4259	39362.9219	-12259.4064	4449.4779	2997.8611
4260	39372.5256	-12262.1937	4449.4779	2997.8611
4261	39382.1293	-12264.9809	4449.4779	2997.8611
4262	39391.7330	-12267.7682	4449.4779	2997.8611
4263	39401.3367	-12270.5555	4449.4779	2997.8611
4264	39410.9404	-12273.3428	4449.4779	2997.8611
4265	39420.5441	-12276.1300	4449.4779	2997.8611
4266	39430.1479	-12278.9173	4449.4779	2997.8611
4267	39439.7516	-12281.7046	4449.4779	2997.8611
4268	39449.3553	-12284.4919	4449.4779	2997.8611
4269	39458.9590	-12287.2791	4449.4779	2997.8611
4270	39468.5627	-12290.0664	4449.4779	2997.8611
4271	39478.1664	-12292.8537	4449.4779	2997.8611
4272	39487.7701	-12295.6409	4449.4779	2997.8611
4273	39497.3738	-12298.4282	4449.4779	2997.8611
4274	39506.9775	-12301.2155	4449.4779	2997.8611
4275	39516.5812	-12304.0028	4449.4779	2997.8611
4276	39526.1849	-12306.7900	4449.4779	2997.8611
4277	39535.7886	-12309.5773	4449.4779	2997.8611
4278	39545.3923	-12312.3646	4449.4779	2997.8611
4279	39554.9960	-12315.1519	4449.4779	2997.8611
4280	39564.5997	-12317.9391	4449.4779	2997.8611
4281	39574.2034	-12320.7264	4449.4779	2997.8611
4282	39583.8071	-12323.5137	4449.4779	2997.8611
4283	39593.4108	-12326.3009	4449.4779	2997.8611
4284	39603.0145	-12329.0882	4449.4779	2997.8611
4285	39612.6182	-12331.8755	4449.4779	2997.8611
4286	39622.2219	-12334.6628	4449.4779	2997.8611
4287	39631.8256	-12337.4500	4449.4779	2997.8611
4288	39641.4293	-12340.2373	4449.4779	2997.8611
4289	39651.0330	-12343.0246	4449.4779	2997.8611
4290	39660.6367	-12345.8119	4449.4779	2997.8611
4291	39670.2404	-12348.5991	4449.4779	2997.8611
4292	39679.8441	-12351.3864	4449.4779	2997.8611
4293	39689.4478	-12354.1737	4449.4779	2997.8611
4294	39699.0515	-12356.9609	4449.4779	2997.8611
4295	39708.6552	-12359.7482	4449.4779	2997.8611
4296	39718.2589	-12362.5355	4449.4779	2997.8611
4297	39727.8626	-12365.3228	4449.4779	2997.8611
4298	39737.4663	-12368.1100	4449.4779	2997.8611
4299	39747.0700	-12370.8973	4449.4779	2997.8611
4300	39756.6737	-12373.6846	4449.4779	2997.8611
4301	39766.2775	-12376.4719	4449.4779	2997.8611
4302	39775.8812	-12379.2591	4449.4779	2997.8611
4303	39785.4849	-12382.0464	4449.4779	2997.8611
4304	39795.0886	-12384.8337	4449.4779	2997.8611
4305	39804.6923	-12387.6210	4449.4779	2997.8611
4306	39814.2960	-12390.4082	4449.4779	2997.8611
4307	39823.8997	-12393.1955	4449.4779	2997.8611
4308	39833.5034	-12395.9828	4449.4779	2997.8611
4309	39843.1071	-12398.7700	4449.4779	2997.8611
4310	39852.7108	-12401.5573	4449.4779	2997.8611
4311	39862.3145	-12404.3446	4449.4779	2997.8611
4312	39871.9182	-12407.1319	4449.4779	2997.8611
4313	39881.5219	-12409.9191	4449.4779	2997.8611
4314	39891.1256	-12412.7064	4449.4779	2997.8611
4315	39900.7293	-12415.4937	4449.4779	2997.8611
4316	39910.3330	-12418.2810	4449.4779	2997.8611
4317	39919.9367	-12421.0682	4449.4779	2997.8611
4318	39929.5404	-12423.8555	4449.4779	2997.8611
4319	39939.1441	-12426.6428	4449.4779	2997.8611
4320	39948.7478	-12429.4300	4449.4779	2997.8611
4321	39958.3515	-12432.2173	4449.4779	2997.8611
4322	39967.9552	-12435.0046	4449.4779	2997.8611
4323	39977.5589	-12437.7919	4449.4779	2997.8611
4324	39987.1626	-12440.5791	4449.4779	2997.8611
4325	39996.7663	-12443.3664	4449.4779	2997.8611
4326	40006.3700	-12446.1537	4449.4779	2997.8611
4327	40015.9737	-12448.9410	4449.4779	2997.8611
4328	40025.5774	-12451.7282	4449.4779	2997.8611
4329	40035.1811	-12454.5155	4449.4779	2997.8611
4330	40044.7848	-12457.3028	4449.4779	2997.8611
4331	40054.3885	-12460.0900	4449.4779	2997.8611
4332	40063.9922	-12462.8773	4449.4779	2997.8611
4333	40073.5959	-12465.6646	4449.4779	2997.8611
4334	40083.1996	-12468.4519	4449.4779	2997.8611
4335	40092.8034	-12471.2391	4449.4779	2997.8611
4336	40102.4071	-12474.0264	4449.4779	2997.8611
4337	40112.0108	-12476.8137	4449.4779	2997.8611
4338	40121.6145	-12479.6010	4449.4779	2997.8611
4339	40131.2182	-12482.3882	4449.4779	2997.8611
4340	40140.8219	-12485.1755	4449.4779	2997.8611
4341	40150.4256	-12487.9628	4449.4779	2997.8611
4342	40160.0293	-12490.7500	4449.4779	2997.8611
4343	40169.6330	-12493.5373	4449.4779	2997.8611
4344	40179.2367	-12496.3246	4449.4779	2997.8611
4345	40188.8404	-12499.1119	4449.4779	2997.8611
4346	40198.4441	-12501.8991	4449.4779	2997.8611
4347	40208.0478	-12504.6864	4449.4779	2997.8611
4348	40217.6515	-12507.4737	4449.4779	2997.8611
4349	40227.2552	-12510.2610	4449.4779	2997.8611
4350	40236.8589	-12513.0482	4449.4779	2997.8611
4351	40246.4626	-12515.8355	4449.4779	2997.8611
4352	40256.0663	-12518.6228	4449.4779	2997.8611
4353	40265.6700	-12521.4101	4449.4779	2997.8611
4354	40275.2737	-12524.1973	4449.4779	2997.8611
4355	40284.8774	-12526.9846	4449.4779	2997.8611
4356	40294.4811	-12529.7719	4449.4779	2997.8611
4357	40304.0848	-12532.5591	4449.4779	2997.8611
4358	40313.6885	-12535.3464	4449.4779	2997.8611
4359	40323.2922	-12538.1337	4449.4779	2997.8611
4360	40332.8959	-12540.9210	4449.4779	2997.8611
4361	40342.4996	-12543.7082	4449.4779	2997.8611
4362	40352.1033	-12546.4955	4449.4779	2997.8611
4363	40361.7070	-12549.2828	4449.4779	2997.8611
4364	40371.3107	-12552.0701	4449.4779	2997.8611
4365	40380.9144	-12554.8573	4449.4779	2997.8611
4366	40390.5181	-12557.6446	4449.4779	2997.8611
4367	40400.1218	-12560.4319	4449.4779	2997.8611
4368	40409.7255	-12563.2191	4449.4779	2997.8611
4369	40419.3293	-12566.0064	4449.4779	2997.8611
4370	40428.9330	-12568.7937	4449.4779	2997.8611
4371	40438.5367	-12571.5810	4449.4779	2997.8611
4372	40448.1404	-12574.3682	4449.4779	2997.8611
4373	40457.7441	-12577.1555	4449.4779	2997.8611
4374	40467.3478	-12579.9428	4449.4779	2997.8611
4375	40476.9515	-12582.7301	4449.4779	2997.8611
4376	40486.5552	-12585.5173	4449.4779	2997.8611
4377	40496.1589	-12588.3046	4449.4779	2997.8611
4378	40505.7626	-12591.0919	4449.4779	2997.8611
4379	40515.3663	-12593.8791	4449.4779	2997.8611
4380	40524.9700	-12596.6664	4449.4779	2997.8611
4381	40534.5737	-12599.4537	4449.4779	2997.8611
4382	40544.1774	-12602.2410	4449.4779	2997.8611
4383	40553.7811	-12605.0282	4449.4779	2997.8611
4384	40563.3848	-12607.8155	4449.4779	2997.8611
4385	40572.9885	-12610.6028	4449.4779	2997.8611
4386	40582.5922	-12613.3901	4449.4779	2997.8611
4387	40592.1959	-12616.1773	4449.4779	2997.8611
4388	40601.7996	-12618.9646	4449.4779	2997.8611
4389	40611.4033	-12621.7519	4449.4779	2997.8611
4390	40621.0070	-12624.5392	4449.4779	2997.8611
4391	40630.6107	-12627.3264	4449.4779	2997.8611
4392	40640.2144	-12630.1137	4449.4779	2997.8611
4393	40649.8181	-12632.9010	4449.4779	2997.8611
4394	40659.4218	-12635.6882	4449.4779	2997.8611
4395	40669.0255	-12638.4755	4449.4779	2997.8611
4396	40678.6292	-12641.2628	4449.4779	2997.8611
4397	40688.2329	-12644.0501	4449.4779	2997.8611
4398	40697.8366	-12646.8373	4449.4779	2997.8611
4399	40707.4403	-12649.6246	4449.4779	2997.8611
4400	40717.0440	-12652.4119	4449.4779	2997.8611
4401	40726.6477	-12655.1992	4449.4779	2997.8611
4402	40736.2514	-12657.9864	4449.4779	2997.8611
4403	40745.8551	-12660.7737	4449.4779	2997.8611
4404	40755.4589	-12663.5610	4449.4779	2997.8611
4405	40765.0626	-12666.3482	4449.4779	2997.8611
4406	40774.6663	-12669.1355	4449.4779	2997.8611
4407	40784.2700	-12671.9228	4449.4779	2997.8611
4408	40793.8737	-12674.7101	4449.4779	2997.8611
4409	40803.4774	-12677.4973	4449.4779	2997.8611
4410	40813.0811	-12680.2846	4449.4779	2997.8611
4411	40822.6848	-12683.0719	4449.4779	2997.8611
4412	40832.2885	-12685.8592	4449.4779	2997.8611
4413	40841.8922	-12688.6464	4449.4779	2997.8611
4414	40851.4959	-12691.4337	4449.4779	2997.8611
4415	40861.0996	-12694.2210	4449.4779	2997.8611
4416	40870.7033	-12697.0082	4449.4779	2997.8611
4417	40880.3070	-12699.7955	4449.4779	2997.8611
4418	40889.9107	-12702.5828	4449.4779	2997.8611
4419	40899.5144	-12705.3701	4449.4779	2997.8611
4420	40909.1181	-12708.1573	4449.4779	2997.8611
4421	40918.7218	-12710.9446	4449.4779	2997.8611
4422	40928.3255	-12713.7319	4449.4779	2997.8611
4423	40937.9292	-12716.5192	4449.4779	2997.8611
4424	40947.5329	-12719.3064	4449.4779	2997.8611
4425	40957.1366	-12722.0937	4449.4779	2997.8611
4426	40966.7403	-12724.8810	4449.4779	2997.8611
4427	40976.3440	-12727.6682	4449.4779	2997.8611
4428	40985.9477	-12730.4555	4449.4779	2997.8611
4429	40995.5514	-12733.2428	4449.4779	2997.8611
4430	41005.1551	-12736.0301	4449.4779	2997.8611
4431	41014.7588	-12738.8173	4449.4779	2997.8611
4432	41024.3625	-12741.6046	4449.4779	2997.8611
4433	41033.9662	-12744.3919	4449.4779	2997.8611
4434	41043.5699	-12747.1792	4449.4779	2997.8611
4435	41053.1736	-12749.9664	4449.4779	2997.8611
4436	41062.7773	-12752.7537	4449.4779	2997.8611
4437	41072.3810	-12755.5410	4449.4779	2997.8611
4438	41081.9848	-12758.3283	4449.4779	2997.8611
4439	41091.5885	-12761.1155	4449.4779	2997.8611
4440	41101.1922	-12763.9028	4449.4779	2997.8611
4441	41110.7959	-12766.6901	4449.4779	2997.8611
4442	41120.3996	-12769.4773	4449.4779	2997.8611
4443	41130.0033	-12772.2646	4449.4779	2997.8611
4444	41139.6070	-12775.0519	4449.4779	2997.8611
4445	41149.2107	-12777.8392	4449.4779	2997.8611
4446	41158.8144	-12780.6264	4449.4779	2997.8611
4447	41168.4181	-12783.4137	4449.4779	2997.8611
4448	41178.0218	-12786.2010	4449.4779	2997.8611
4449	41187.6255	-12788.9883	4449.4779	2997.8611
4450	41197.2292	-12791.7755	4449.4779	2997.8611
4451	41206.8329	-12794.5628	4449.4779	2997.8611
4452	41216.4366	-12797.3501	4449.4779	2997.8611
4453	41226.0403	-12800.1373	4449.4779	2997.8611
4454	41235.6440	-12802.9246	4449.4779	2997.8611
4455	41245.2477	-12805.7119	4449.4779	2997.8611
4456	41254.8514	-12808.4992	4449.4779	2997.8611
4457	41264.4551	-12811.2864	4449.4779	2997.8611
4458	41274.0588	-12814.0737	4449.4779	2997.8611
4459	41283.6625	-12816.8610	4449.4779	2997.8611
4460	41293.2662	-12819.6483	4449.4779	2997.8611
4461	41302.8699	-12822.4355	4449.4779	2997.8611
4462	41312.4736	-12825.2228	4449.4779	2997.8611
4463	41322.0773	-12828.0101	4449.4779	2997.8611
4464	41331.6810	-12830.7973	4449.4779	2997.8611
4465	41341.2847	-12833.5846	4449.4779	2997.8611
4466	41350.8884	-12836.3719	4449.4779	2997.8611
4467	41360.4921	-12839.1592	4449.4779	2997.8611
4468	41370.0958	-12841.9464	4449.4779	2997.8611
4469	41379.6995	-12844.7337	4449.4779	2997.8611
4470	41389.3032	-12847.5210	4449.4779	2997.8611
4471	41398.9069	-12850.3083	4449.4779	2997.8611
4472	41408.5106	-12853.0955	4449.4779	2997.8611
4473	41418.1144	-12855.8828	4449.4779	2997.8611
4474	41427.7181	-12858.6701	4449.4779	2997.8611
4475	41437.3218	-12861.4574	4449.4779	2997.8611
4476	41446.9255	-12864.2446	4449.4779	2997.8611
4477	41456.5292	-12867.0319	4449.4779	2997.8611
4478	41466.1329	-12869.8192	4449.4779	2997.8611
4479	41475.7366	-12872.6064	4449.4779	2997.8611
4480	41485.3403	-12875.3937	4449.4779	2997.8611
4481	41494.9440	-12878.1810	4449.4779	2997.8611
4482	41504.5477	-12880.9683	4449.4779	2997.8611
4483	41514.1514	-12883.7555	4449.4779	2997.8611
4484	41523.7551	-12886.5428	4449.4779	2997.8611
4485	41533.3588	-12889.3301	4449.4779	2997.8611
4486	41542.9625	-12892.1174	4449.4779	2997.8611
4487	41552.5662	-12894.9046	4449.4779	2997.8611
4488	41562.1699	-12897.6919	4449.4779	2997.8611
4489	41571.7736	-12900.4792	4449.4779	2997.8611
4490	41581.3773	-12903.2664	4449.4779	2997.8611
4491	41590.9810	-12906.0537	4449.4779	2997.8611
4492	41600.5847	-12908.8410	4449.4779	2997.8611
4493	41610.1884	-12911.6283	4449.4779	2997.8611
4494	41619.7921	-12914.4155	4449.4779	2997.8611
4495	41629.3958	-12917.2028	4449.4779	2997.8611
4496	41638.9995	-12919.9901	4449.4779	2997.8611
4497	41648.6032	-12922.7774	4449.4779	2997.8611
4498	41658.2069	-12925.5646	4449.4779	2997.8611
4499	41667.8106	-12928.3519	4449.4779	2997.8611
4500	41677.4143	-12931.1392	4449.4779	2997.8611
4501	41687.0180	-12933.9264	4449.4779	2997.8611
4502	41696.6217	-12936.7137	4449.4779	2997.8611
4503	41706.2254	-12939.5010	4449.4779	2997.8611
4504	41715.8291	-12942.2883	4449.4779	2997.8611
4505	41725.4328	-12945.0755	4449.4779	2997.8611
4506	41735.0365	-12947.8628	4449.4779	2997.8611
4507	41744.6403	-12950.6501	4449.4779	2997.8611
4508	41754.2440	-12953.4374	4449.4779	2997.8611
4509	41763.8477	-12956.2246	4449.4779	2997.8611
4510	41773.4514	-12959.0119	4449.4779	2997.8611
4511	41783.0551	-12961.7992	4449.4779	2997.8611
4512	41792.6588	-12964.5864	4449.4779	2997.8611
4513	41802.2625	-12967.3737	4449.4779	2997.8611
4514	41811.8662	-12970.1610	4449.4779	2997.8611
4515	41821.4699	-12972.9483	4449.4779	2997.8611
4516	41831.0736	-12975.7355	4449.4779	2997.8611
4517	41840.6773	-12978.5228	4449.4779	2997.8611
4518	41850.2810	-12981.3101	4449.4779	2997.8611
4519	41859.8847	-12984.0974	4449.4779	2997.8611
4520	41869.4884	-12986.8846	4449.4779	2997.8611
4521	41879.0921	-12989.6719	4449.4779	2997.8611
4522	41888.6958	-12992.4592	4449.4779	2997.8611
4523	41898.2995	-12995.2465	4449.4779	2997.8611
4524	41907.9032	-12998.0337	4449.4779	2997.8611
4525	41917.5069	-13000.8210	4449.4779	2997.8611
4526	41927.1106	-13003.6083	4449.4779	2997.8611
4527	41936.7143	-13006.3955	4449.4779	2997.8611
4528	41946.3180	-13009.1828	4449.4779	2997.8611
4529	41955.9217	-13011.9701	4449.4779	2997.8611
4530	41965.5254	-13014.7574	4449.4779	2997.8611
4531	41975.1291	-13017.5446	4449.4779	2997.8611
4532	41984.7328	-13020.3319	4449.4779	2997.8611
4533	41994.3365	-13023.1192	4449.4779	2997.8611
4534	42003.9402	-13025.9065	4449.4779	2997.8611
4535	42013.5439	-13028.6937	4449.4779	2997.8611
4536	42023.1476	-13031.4810	4449.4779	2997.8611
4537	42032.7513	-13034.2683	4449.4779	2997.8611
4538	42042.3550	-13037.0555	4449.4779	2997.8611
4539	42051.9587	-13039.8428	4449.4779	2997.8611
4540	42061.5624	-13042.6301	4449.4779	2997.8611
4541	42071.1662	-13045.4174	4449.4779	2997.8611
4542	42080.7699	-13048.2046	4449.4779	2997.8611
4543	42090.3736	-13050.9919	4449.4779	2997.8611
4544	42099.9773	-13053.7792	4449.4779	2997.8611
4545	42109.5810	-13056.5665	4449.4779	2997.8611
4546	42119.1847	-13059.3537	4449.4779	2997.8611
4547	42128.7884	-13062.1410	4449.4779	2997.8611
4548	42138.3921	-13064.9283	4449.4779	2997.8611
4549	42147.9958	-13067.7155	4449.4779	2997.8611
4550	42157.5995	-13070.5028	4449.4779	2997.8611
4551	42167.2032	-13073.2901	4449.4779	2997.8611
4552	42176.8069	-13076.0774	4449.4779	2997.8611
4553	42186.4106	-13078.8646	4449.4779	2997.8611
4554	42196.0143	-13081.6519	4449.4779	2997.8611
4555	42205.6180	-13084.4392	4449.4779	2997.8611
4556	42215.2217	-13087.2265	4449.4779	2997.8611
4557	42224.8254	-13090.0137	4449.4779	2997.8611
4558	42234.4291	-13092.8010	4449.4779	2997.8611
4559	42244.0328	-13095.5883	4449.4779	2997.8611
4560	42253.6365	-13098.3756	4449.4779	2997.8611
4561	42263.2402	-13101.1628	4449.4779	2997.8611
4562	42272.8439	-13103.9501	4449.4779	2997.8611
4563	42282.4476	-13106.7374	4449.4779	2997.8611
4564	42292.0513	-13109.5246	4449.4779	2997.8611
4565	42301.6550	-13112.3119	4449.4779	2997.8611
4566	42311.2587	-13115.0992	4449.4779	2997.8611
4567	42320.8624	-13117.8865	4449.4779	2997.8611
4568	42330.4661	-13120.6737	4449.4779	2997.8611
4569	42340.0698	-13123.4610	4449.4779	2997.8611
4570	42349.6735	-13126.2483	4449.4779	2997.8611
4571	42359.2772	-13129.0356	4449.4779	2997.8611
4572	42368.8809	-13131.8228	4449.4779	2997.8611
4573	42378.4846	-13134.6101	4449.4779	2997.8611
4574	42388.0883	-13137.3974	4449.4779	2997.8611
4575	42397.6920	-13140.1846	4449.4779	2997.8611
4576	42407.2958	-13142.9719	4449.4779	2997.8611
4577	42416.8995	-13145.7592	4449.4779	2997.8611
4578	42426.5032	-13148.5465	4449.4779	2997.8611
4579	42436.1069	-13151.3337	4449.4779	2997.8611
4580	42445.7106	-13154.1210	4449.4779	2997.8611
4581	42455.3143	-13156.9083	4449.4779	2997.8611
4582	42464.9180	-13159.6956	4449.4779	2997.8611
4583	42474.5217	-13162.4828	4449.4779	2997.8611
4584	42484.1254	-13165.2701	4449.4779	2997.8611
4585	42493.7291	-13168.0574	4449.4779	2997.8611
4586	42503.3328	-13170.8446	4449.4779	2997.8611
4587	42512.9365	-13173.6319	4449.4779	2997.8611
4588	42522.5402	-13176.4192	4449.4779	2997.8611
4589	42532.1439	-13179.2065	4449.4779	2997.8611
4590	42541.7476	-13181.9937	4449.4779	2997.8611
4591	42551.3513	-13184.7810	4449.4779	2997.8611
4592	42560.9550	-13187.5683	4449.4779	2997.8611
4593	42570.5587	-13190.3556	4449.4779	2997.8611
4594	42580.1624	-13193.1428	4449.4779	2997.8611
4595	42589.7661	-13195.9301	4449.4779	2997.8611
4596	42599.3698	-13198.7174	4449.4779	2997.8611
4597	42608.9735	-13201.5046	4449.4779	2997.8611
4598	42618.5772	-13204.2919	4449.4779	2997.8611
