i	x	y	z	R
7620	71640.9674	-21627.4308	4449.4779	2997.8611
7621	71650.5711	-21630.2180	4449.4779	2997.8611
7622	71660.1748	-21633.0053	4449.4779	2997.8611
7623	71669.7785	-21635.7926	4449.4779	2997.8611
7624	71679.3822	-21638.5799	4449.4779	2997.8611
7625	71688.9859	-21641.3671	4449.4779	2997.8611
7626	71698.5896	-21644.1544	4449.4779	2997.8611
7627	71708.1933	-21646.9417	4449.4779	2997.8611
7628	71717.7970	-21649.7289	4449.4779	2997.8611
7629	71727.4007	-21652.5162	4449.4779	2997.8611
7630	71737.0044	-21655.3035	4449.4779	2997.8611
7631	71746.6081	-21658.0908	4449.4779	2997.8611
7632	71756.2118	-21660.8780	4449.4779	2997.8611
7633	71765.8155	-21663.6653	4449.4779	2997.8611
7634	71775.4192	-21666.4526	4449.4779	2997.8611
7635	71785.0229	-21669.2399	4449.4779	2997.8611
7636	71794.6266	-21672.0271	4449.4779	2997.8611
7637	71804.2304	-21674.8144	4449.4779	2997.8611
7638	71813.8341	-21677.6017	4449.4779	2997.8611
7639	71823.4378	-21680.3889	4449.4779	2997.8611
7640	71833.0415	-21683.1762	4449.4779	2997.8611
7641	71842.6452	-21685.9635	4449.4779	2997.8611
7642	71852.2489	-21688.7508	4449.4779	2997.8611
7643	71861.8526	-21691.5380	4449.4779	2997.8611
7644	71871.4563	-21694.3253	4449.4779	2997.8611
7645	71881.0600	-21697.1126	4449.4779	2997.8611
7646	71890.6637	-21699.8999	4449.4779	2997.8611
7647	71900.2674	-21702.6871	4449.4779	2997.8611
7648	71909.8711	-21705.4744	4449.4779	2997.8611
7649	71919.4748	-21708.2617	4449.4779	2997.8611
7650	71929.0785	-21711.0489	4449.4779	2997.8611
7651	71938.6822	-21713.8362	4449.4779	2997.8611
7652	71948.2859	-21716.6235	4449.4779	2997.8611
7653	71957.8896	-21719.4108	4449.4779	2997.8611
7654	71967.4933	-21722.1980	4449.4779	2997.8611
7655	71977.0970	-21724.9853	4449.4779	2997.8611
7656	71986.7007	-21727.7726	4449.4779	2997.8611
7657	71996.3044	-21730.5599	4449.4779	2997.8611
7658	72005.9081	-21733.3471	4449.4779	2997.8611
7659	72015.5118	-21736.1344	4449.4779	2997.8611
7660	72025.1155	-21738.9217	4449.4779	2997.8611
7661	72034.7192	-21741.7089	4449.4779	2997.8611
7662	72044.3229	-21744.4962	4449.4779	2997.8611
7663	72053.9266	-21747.2835	4449.4779	2997.8611
7664	72063.5303	-21750.0708	4449.4779	2997.8611
7665	72073.1340	-21752.8580	4449.4779	2997.8611
7666	72082.7377	-21755.6453	4449.4779	2997.8611
7667	72092.3414	-21758.4326	4449.4779	2997.8611
7668	72101.9451	-21761.2199	4449.4779	2997.8611
7669	72111.5488	-21764.0071	4449.4779	2997.8611
7670	72121.1525	-21766.7944	4449.4779	2997.8611
7671	72130.7563	-21769.5817	4449.4779	2997.8611
7672	72140.3600	-21772.3690	4449.4779	2997.8611
7673	72149.9637	-21775.1562	4449.4779	2997.8611
7674	72159.5674	-21777.9435	4449.4779	2997.8611
7675	72169.1711	-21780.7308	4449.4779	2997.8611
7676	72178.7748	-21783.5180	4449.4779	2997.8611
7677	72188.3785	-21786.3053	4449.4779	2997.8611
7678	72197.9822	-21789.0926	4449.4779	2997.8611
7679	72207.5859	-21791.8799	4449.4779	2997.8611
7680	72217.1896	-21794.6671	4449.4779	2997.8611
7681	72226.7933	-21797.4544	4449.4779	2997.8611
7682	72236.3970	-21800.2417	4449.4779	2997.8611
7683	72246.0007	-21803.0290	4449.4779	2997.8611
7684	72255.6044	-21805.8162	4449.4779	2997.8611
7685	72265.2081	-21808.6035	4449.4779	2997.8611
7686	72274.8118	-21811.3908	4449.4779	2997.8611
7687	72284.4155	-21814.1780	4449.4779	2997.8611
7688	72294.0192	-21816.9653	4449.4779	2997.8611
7689	72303.6229	-21819.7526	4449.4779	2997.8611
7690	72313.2266	-21822.5399	4449.4779	2997.8611
7691	72322.8303	-21825.3271	4449.4779	2997.8611
7692	72332.4340	-21828.1144	4449.4779	2997.8611
7693	72342.0377	-21830.9017	4449.4779	2997.8611
7694	72351.6414	-21833.6890	4449.4779	2997.8611
7695	72361.2451	-21836.4762	4449.4779	2997.8611
7696	72370.8488	-21839.2635	4449.4779	2997.8611
7697	72380.4525	-21842.0508	4449.4779	2997.8611
7698	72390.0562	-21844.8380	4449.4779	2997.8611
7699	72399.6599	-21847.6253	4449.4779	2997.8611
7700	72409.2636	-21850.4126	4449.4779	2997.8611
7701	72418.8673	-21853.1999	4449.4779	2997.8611
7702	72428.4710	-21855.9871	4449.4779	2997.8611
7703	72438.0747	-21858.7744	4449.4779	2997.8611
7704	72447.6784	-21861.5617	4449.4779	2997.8611
7705	72457.2822	-21864.3490	4449.4779	2997.8611
7706	72466.8859	-21867.1362	4449.4779	2997.8611
7707	72476.4896	-21869.9235	4449.4779	2997.8611
7708	72486.0933	-21872.7108	4449.4779	2997.8611
7709	72495.6970	-21875.4981	4449.4779	2997.8611
7710	72505.3007	-21878.2853	4449.4779	2997.8611
7711	72514.9044	-21881.0726	4449.4779	2997.8611
7712	72524.5081	-21883.8599	4449.4779	2997.8611
7713	72534.1118	-21886.6471	4449.4779	2997.8611
7714	72543.7155	-21889.4344	4449.4779	2997.8611
7715	72553.3192	-21892.2217	4449.4779	2997.8611
7716	72562.9229	-21895.0090	4449.4779	2997.8611
7717	72572.5266	-21897.7962	4449.4779	2997.8611
7718	72582.1303	-21900.5835	4449.4779	2997.8611
7719	72591.7340	-21903.3708	4449.4779	2997.8611
7720	72601.3377	-21906.1581	4449.4779	2997.8611
7721	72610.9414	-21908.9453	4449.4779	2997.8611
7722	72620.5451	-21911.7326	4449.4779	2997.8611
7723	72630.1488	-21914.5199	4449.4779	2997.8611
7724	72639.7525	-21917.3071	4449.4779	2997.8611
7725	72649.3562	-21920.0944	4449.4779	2997.8611
7726	72658.9599	-21922.8817	4449.4779	2997.8611
7727	72668.5636	-21925.6690	4449.4779	2997.8611
7728	72678.1673	-21928.4562	4449.4779	2997.8611
7729	72687.7710	-21931.2435	4449.4779	2997.8611
7730	72697.3747	-21934.0308	4449.4779	2997.8611
7731	72706.9784	-21936.8181	4449.4779	2997.8611
7732	72716.5821	-21939.6053	4449.4779	2997.8611
7733	72726.1858	-21942.3926	4449.4779	2997.8611
7734	72735.7895	-21945.1799	4449.4779	2997.8611
7735	72745.3932	-21947.9671	4449.4779	2997.8611
7736	72754.9969	-21950.7544	4449.4779	2997.8611
7737	72764.6006	-21953.5417	4449.4779	2997.8611
7738	72774.2043	-21956.3290	4449.4779	2997.8611
7739	72783.8080	-21959.1162	4449.4779	2997.8611
7740	72793.4118	-21961.9035	4449.4779	2997.8611
7741	72803.0155	-21964.6908	4449.4779	2997.8611
7742	72812.6192	-21967.4781	4449.4779	2997.8611
7743	72822.2229	-21970.2653	4449.4779	2997.8611
7744	72831.8266	-21973.0526	4449.4779	2997.8611
7745	72841.4303	-21975.8399	4449.4779	2997.8611
7746	72851.0340	-21978.6271	4449.4779	2997.8611
7747	72860.6377	-21981.4144	4449.4779	2997.8611
7748	72870.2414	-21984.2017	4449.4779	2997.8611
7749	72879.8451	-21986.9890	4449.4779	2997.8611
7750	72889.4488	-21989.7762	4449.4779	2997.8611
7751	72899.0525	-21992.5635	4449.4779	2997.8611
7752	72908.6562	-21995.3508	4449.4779	2997.8611
7753	72918.2599	-21998.1381	4449.4779	2997.8611
7754	72927.8636	-22000.9253	4449.4779	2997.8611
7755	72937.4673	-22003.7126	4449.4779	2997.8611
7756	72947.0710	-22006.4999	4449.4779	2997.8611
7757	72956.6747	-22009.2872	4449.4779	2997.8611
7758	72966.2784	-22012.0744	4449.4779	2997.8611
7759	72975.8821	-22014.8617	4449.4779	2997.8611
7760	72985.4858	-22017.6490	4449.4779	2997.8611
7761	72995.0895	-22020.4362	4449.4779	2997.8611
7762	73004.6932	-22023.2235	4449.4779	2997.8611
7763	73014.2969	-22026.0108	4449.4779	2997.8611
7764	73023.9006	-22028.7981	4449.4779	2997.8611
7765	73033.5043	-22031.5853	4449.4779	2997.8611
7766	73043.1080	-22034.3726	4449.4779	2997.8611
7767	73052.7117	-22037.1599	4449.4779	2997.8611
7768	73062.3154	-22039.9472	4449.4779	2997.8611
7769	73071.9191	-22042.7344	4449.4779	2997.8611
7770	73081.5228	-22045.5217	4449.4779	2997.8611
7771	73091.1265	-22048.3090	4449.4779	2997.8611
7772	73100.7302	-22051.0962	4449.4779	2997.8611
7773	73110.3339	-22053.8835	4449.4779	2997.8611
7774	73119.9377	-22056.6708	4449.4779	2997.8611
7775	73129.5414	-22059.4581	4449.4779	2997.8611
7776	73139.1451	-22062.2453	4449.4779	2997.8611
7777	73148.7488	-22065.0326	4449.4779	2997.8611
7778	73158.3525	-22067.8199	4449.4779	2997.8611
7779	73167.9562	-22070.6072	4449.4779	2997.8611
7780	73177.5599	-22073.3944	4449.4779	2997.8611
7781	73187.1636	-22076.1817	4449.4779	2997.8611
7782	73196.7673	-22078.9690	4449.4779	2997.8611
7783	73206.3710	-22081.7562	4449.4779	2997.8611
7784	73215.9747	-22084.5435	4449.4779	2997.8611
7785	73225.5784	-22087.3308	4449.4779	2997.8611
7786	73235.1821	-22090.1181	4449.4779	2997.8611
7787	73244.7858	-22092.9053	4449.4779	2997.8611
7788	73254.3895	-22095.6926	4449.4779	2997.8611
7789	73263.9932	-22098.4799	4449.4779	2997.8611
7790	73273.5969	-22101.2672	4449.4779	2997.8611
7791	73283.2006	-22104.0544	4449.4779	2997.8611
7792	73292.8043	-22106.8417	4449.4779	2997.8611
7793	73302.4080	-22109.6290	4449.4779	2997.8611
7794	73312.0117	-22112.4163	4449.4779	2997.8611
7795	73321.6154	-22115.2035	4449.4779	2997.8611
7796	73331.2191	-22117.9908	4449.4779	2997.8611
7797	73340.8228	-22120.7781	4449.4779	2997.8611
7798	73350.4265	-22123.5653	4449.4779	2997.8611
7799	73360.0302	-22126.3526	4449.4779	2997.8611
7800	73369.6339	-22129.1399	4449.4779	2997.8611
7801	73379.2376	-22131.9272	4449.4779	2997.8611
7802	73388.8413	-22134.7144	4449.4779	2997.8611
7803	73398.4450	-22137.5017	4449.4779	2997.8611
7804	73408.0487	-22140.2890	4449.4779	2997.8611
7805	73417.6524	-22143.0763	4449.4779	2997.8611
7806	73427.2561	-22145.8635	4449.4779	2997.8611
7807	73436.8598	-22148.6508	4449.4779	2997.8611
7808	73446.4635	-22151.4381	4449.4779	2997.8611
7809	73456.0673	-22154.2253	4449.4779	2997.8611
7810	73465.6710	-22157.0126	4449.4779	2997.8611
7811	73475.2747	-22159.7999	4449.4779	2997.8611
7812	73484.8784	-22162.5872	4449.4779	2997.8611
7813	73494.4821	-22165.3744	4449.4779	2997.8611
7814	73504.0858	-22168.1617	4449.4779	2997.8611
7815	73513.6895	-22170.9490	4449.4779	2997.8611
7816	73523.2932	-22173.7363	4449.4779	2997.8611
7817	73532.8969	-22176.5235	4449.4779	2997.8611
7818	73542.5006	-22179.3108	4449.4779	2997.8611
7819	73552.1043	-22182.0981	4449.4779	2997.8611
7820	73561.7080	-22184.8853	4449.4779	2997.8611
7821	73571.3117	-22187.6726	4449.4779	2997.8611
7822	73580.9154	-22190.4599	4449.4779	2997.8611
7823	73590.5191	-22193.2472	4449.4779	2997.8611
7824	73600.1228	-22196.0344	4449.4779	2997.8611
7825	73609.7265	-22198.8217	4449.4779	2997.8611
7826	73619.3302	-22201.6090	4449.4779	2997.8611
7827	73628.9339	-22204.3963	4449.4779	2997.8611
7828	73638.5376	-22207.1835	4449.4779	2997.8611
7829	73648.1413	-22209.9708	4449.4779	2997.8611
7830	73657.7450	-22212.7581	4449.4779	2997.8611
7831	73667.3487	-22215.5454	4449.4779	2997.8611
7832	73676.9524	-22218.3326	4449.4779	2997.8611
7833	73686.5561	-22221.1199	4449.4779	2997.8611
7834	73696.1598	-22223.9072	4449.4779	2997.8611
7835	73705.7635	-22226.6944	4449.4779	2997.8611
7836	73715.3672	-22229.4817	4449.4779	2997.8611
7837	73724.9709	-22232.2690	4449.4779	2997.8611
7838	73734.5746	-22235.0563	4449.4779	2997.8611
7839	73744.1783	-22237.8435	4449.4779	2997.8611
7840	73753.7820	-22240.6308	4449.4779	2997.8611
7841	73763.3857	-22243.4181	4449.4779	2997.8611
7842	73772.9894	-22246.2054	4449.4779	2997.8611
7843	73782.5932	-22248.9926	4449.4779	2997.8611
7844	73792.1969	-22251.7799	4449.4779	2997.8611
7845	73801.8006	-22254.5672	4449.4779	2997.8611
7846	73811.4043	-22257.3544	4449.4779	2997.8611
7847	73821.0080	-22260.1417	4449.4779	2997.8611
7848	73830.6117	-22262.9290	4449.4779	2997.8611
7849	73840.2154	-22265.7163	4449.4779	2997.8611
7850	73849.8191	-22268.5035	4449.4779	2997.8611
7851	73859.4228	-22271.2908	4449.4779	2997.8611
7852	73869.0265	-22274.0781	4449.4779	2997.8611
7853	73878.6302	-22276.8654	4449.4779	2997.8611
7854	73888.2339	-22279.6526	4449.4779	2997.8611
7855	73897.8376	-22282.4399	4449.4779	2997.8611
7856	73907.4413	-22285.2272	4449.4779	2997.8611
7857	73917.0450	-22288.0144	4449.4779	2997.8611
7858	73926.6487	-22290.8017	4449.4779	2997.8611
7859	73936.2524	-22293.5890	4449.4779	2997.8611
7860	73945.8561	-22296.3763	4449.4779	2997.8611
7861	73955.4598	-22299.1635	4449.4779	2997.8611
7862	73965.0635	-22301.9508	4449.4779	2997.8611
7863	73974.6672	-22304.7381	4449.4779	2997.8611
7864	73984.2709	-22307.5254	4449.4779	2997.8611
7865	73993.8746	-22310.3126	4449.4779	2997.8611
7866	74003.4783	-22313.0999	4449.4779	2997.8611
7867	74013.0820	-22315.8872	4449.4779	2997.8611
7868	74022.6857	-22318.6744	4449.4779	2997.8611
7869	74032.2894	-22321.4617	4449.4779	2997.8611
7870	74041.8931	-22324.2490	4449.4779	2997.8611
7871	74051.4968	-22327.0363	4449.4779	2997.8611
7872	74061.1005	-22329.8235	4449.4779	2997.8611
7873	74070.7042	-22332.6108	4449.4779	2997.8611
7874	74080.3079	-22335.3981	4449.4779	2997.8611
7875	74089.9116	-22338.1854	4449.4779	2997.8611
7876	74099.5153	-22340.9726	4449.4779	2997.8611
7877	74109.1191	-22343.7599	4449.4779	2997.8611
7878	74118.7228	-22346.5472	4449.4779	2997.8611
7879	74128.3265	-22349.3345	4449.4779	2997.8611
7880	74137.9302	-22352.1217	4449.4779	2997.8611
7881	74147.5339	-22354.9090	4449.4779	2997.8611
7882	74157.1376	-22357.6963	4449.4779	2997.8611
7883	74166.7413	-22360.4835	4449.4779	2997.8611
7884	74176.3450	-22363.2708	4449.4779	2997.8611
7885	74185.9487	-22366.0581	4449.4779	2997.8611
7886	74195.5524	-22368.8454	4449.4779	2997.8611
7887	74205.1561	-22371.6326	4449.4779	2997.8611
7888	74214.7598	-22374.4199	4449.4779	2997.8611
7889	74224.3635	-22377.2072	4449.4779	2997.8611
7890	74233.9672	-22379.9945	4449.4779	2997.8611
7891	74243.5709	-22382.7817	4449.4779	2997.8611
7892	74253.1746	-22385.5690	4449.4779	2997.8611
7893	74262.7783	-22388.3563	4449.4779	2997.8611
7894	74272.3820	-22391.1435	4449.4779	2997.8611
7895	74281.9857	-22393.9308	4449.4779	2997.8611
7896	74291.5894	-22396.7181	4449.4779	2997.8611
7897	74301.1931	-22399.5054	4449.4779	2997.8611
7898	74310.7968	-22402.2926	4449.4779	2997.8611
7899	74320.4005	-22405.0799	4449.4779	2997.8611
7900	74330.0042	-22407.8672	4449.4779	2997.8611
7901	74339.6079	-22410.6545	4449.4779	2997.8611
7902	74349.2116	-22413.4417	4449.4779	2997.8611
7903	74358.8153	-22416.2290	4449.4779	2997.8611
7904	74368.4190	-22419.0163	4449.4779	2997.8611
7905	74378.0227	-22421.8035	4449.4779	2997.8611
7906	74387.6264	-22424.5908	4449.4779	2997.8611
7907	74397.2301	-22427.3781	4449.4779	2997.8611
7908	74406.8338	-22430.1654	4449.4779	2997.8611
7909	74416.4375	-22432.9526	4449.4779	2997.8611
7910	74426.0412	-22435.7399	4449.4779	2997.8611
7911	74435.6449	-22438.5272	4449.4779	2997.8611
7912	74445.2487	-22441.3145	4449.4779	2997.8611
7913	74454.8524	-22444.1017	4449.4779	2997.8611
7914	74464.4561	-22446.8890	4449.4779	2997.8611
7915	74474.0598	-22449.6763	4449.4779	2997.8611
7916	74483.6635	-22452.4636	4449.4779	2997.8611
7917	74493.2672	-22455.2508	4449.4779	2997.8611
7918	74502.8709	-22458.0381	4449.4779	2997.8611
7919	74512.4746	-22460.8254	4449.4779	2997.8611
7920	74522.0783	-22463.6126	4449.4779	2997.8611
7921	74531.6820	-22466.3999	4449.4779	2997.8611
7922	74541.2857	-22469.1872	4449.4779	2997.8611
7923	74550.8894	-22471.9745	4449.4779	2997.8611
7924	74560.4931	-22474.7617	4449.4779	2997.8611
7925	74570.0968	-22477.5490	4449.4779	2997.8611
7926	74579.7005	-22480.3363	4449.4779	2997.8611
7927	74589.3042	-22483.1236	4449.4779	2997.8611
7928	74598.9079	-22485.9108	4449.4779	2997.8611
7929	74608.5116	-22488.6981	4449.4779	2997.8611
7930	74618.1153	-22491.4854	4449.4779	2997.8611
7931	74627.7190	-22494.2726	4449.4779	2997.8611
7932	74637.3227	-22497.0599	4449.4779	2997.8611
7933	74646.9264	-22499.8472	4449.4779	2997.8611
7934	74656.5301	-22502.6345	4449.4779	2997.8611
7935	74666.1338	-22505.4217	4449.4779	2997.8611
7936	74675.7375	-22508.2090	4449.4779	2997.8611
7937	74685.3412	-22510.9963	4449.4779	2997.8611
7938	74694.9449	-22513.7836	4449.4779	2997.8611
7939	74704.5486	-22516.5708	4449.4779	2997.8611
7940	74714.1523	-22519.3581	4449.4779	2997.8611
7941	74723.7560	-22522.1454	4449.4779	2997.8611
7942	74733.3597	-22524.9326	4449.4779	2997.8611
7943	74742.9634	-22527.7199	4449.4779	2997.8611
7944	74752.5671	-22530.5072	4449.4779	2997.8611
7945	74762.1708	-22533.2945	4449.4779	2997.8611
7946	74771.7746	-22536.0817	4449.4779	2997.8611
7947	74781.3783	-22538.8690	4449.4779	2997.8611
7948	74790.9820	-22541.6563	4449.4779	2997.8611
7949	74800.5857	-22544.4436	4449.4779	2997.8611
7950	74810.1894	-22547.2308	4449.4779	2997.8611
7951	74819.7931	-22550.0181	4449.4779	2997.8611
7952	74829.3968	-22552.8054	4449.4779	2997.8611
7953	74839.0005	-22555.5926	4449.4779	2997.8611
7954	74848.6042	-22558.3799	4449.4779	2997.8611
7955	74858.2079	-22561.1672	4449.4779	2997.8611
7956	74867.8116	-22563.9545	4449.4779	2997.8611
7957	74877.4153	-22566.7417	4449.4779	2997.8611
7958	74887.0190	-22569.5290	4449.4779	2997.8611
7959	74896.6227	-22572.3163	4449.4779	2997.8611
7960	74906.2264	-22575.1036	4449.4779	2997.8611
7961	74915.8301	-22577.8908	4449.4779	2997.8611
7962	74925.4338	-22580.6781	4449.4779	2997.8611
7963	74935.0375	-22583.4654	4449.4779	2997.8611
7964	74944.6412	-22586.2527	4449.4779	2997.8611
7965	74954.2449	-22589.0399	4449.4779	2997.8611
7966	74963.8486	-22591.8272	4449.4779	2997.8611
7967	74973.4523	-22594.6145	4449.4779	2997.8611
7968	74983.0560	-22597.4017	4449.4779	2997.8611
7969	74992.6597	-22600.1890	4449.4779	2997.8611
7970	75002.2634	-22602.9763	4449.4779	2997.8611
7971	75011.8671	-22605.7636	4449.4779	2997.8611
7972	75021.4708	-22608.5508	4449.4779	2997.8611
7973	75031.0745	-22611.3381	4449.4779	2997.8611
7974	75040.6782	-22614.1254	4449.4779	2997.8611
7975	75050.2819	-22616.9127	4449.4779	2997.8611
7976	75059.8856	-22619.6999	4449.4779	2997.8611
7977	75069.4893	-22622.4872	4449.4779	2997.8611
7978	75079.0930	-22625.2745	4449.4779	2997.8611
7979	75088.6967	-22628.0617	4449.4779	2997.8611
7980	75098.3004	-22630.8490	4449.4779	2997.8611
7981	75107.9042	-22633.6363	4449.4779	2997.8611
7982	75117.5079	-22636.4236	4449.4779	2997.8611
7983	75127.1116	-22639.2108	4449.4779	2997.8611
7984	75136.7153	-22641.9981	4449.4779	2997.8611
7985	75146.3190	-22644.7854	4449.4779	2997.8611
7986	75155.9227	-22647.5727	4449.4779	2997.8611
7987	75165.5264	-22650.3599	4449.4779	2997.8611
7988	75175.1301	-22653.1472	4449.4779	2997.8611
7989	75184.7338	-22655.9345	4449.4779	2997.8611
7990	75194.3375	-22658.7217	4449.4779	2997.8611
7991	75203.9412	-22661.5090	4449.4779	2997.8611
7992	75213.5449	-22664.2963	4449.4779	2997.8611
7993	75223.1486	-22667.0836	4449.4779	2997.8611
7994	75232.7523	-22669.8708	4449.4779	2997.8611
7995	75242.3560	-22672.6581	4449.4779	2997.8611
7996	75251.9597	-22675.4454	4449.4779	2997.8611
7997	75261.5634	-22678.2327	4449.4779	2997.8611
7998	75271.1671	-22681.0199	4449.4779	2997.8611
7999	75280.7708	-22683.8072	4449.4779	2997.8611
8000	75290.3745	-22686.5945	4449.4779	2997.8611
8001	75299.9782	-22689.3818	4449.4779	2997.8611
8002	75309.5819	-22692.1690	4449.4779	2997.8611
8003	75319.1856	-22694.9563	4449.4779	2997.8611
8004	75328.7893	-22697.7436	4449.4779	2997.8611
8005	75338.3930	-22700.5308	4449.4779	2997.8611
8006	75347.9967	-22703.3181	4449.4779	2997.8611
8007	75357.6004	-22706.1054	4449.4779	2997.8611
8008	75367.2041	-22708.8927	4449.4779	2997.8611
8009	75376.8078	-22711.6799	4449.4779	2997.8611
8010	75386.4115	-22714.4672	4449.4779	2997.8611
8011	75396.0152	-22717.2545	4449.4779	2997.8611
8012	75405.6189	-22720.0418	4449.4779	2997.8611
8013	75415.2226	-22722.8290	4449.4779	2997.8611
8014	75424.8263	-22725.6163	4449.4779	2997.8611
8015	75434.4301	-22728.4036	4449.4779	2997.8611
8016	75444.0338	-22731.1908	4449.4779	2997.8611
8017	75453.6375	-22733.9781	4449.4779	2997.8611
8018	75463.2412	-22736.7654	4449.4779	2997.8611
8019	75472.8449	-22739.5527	4449.4779	2997.8611
8020	75482.4486	-22742.3399	4449.4779	2997.8611
8021	75492.0523	-22745.1272	4449.4779	2997.8611
8022	75501.6560	-22747.9145	4449.4779	2997.8611
8023	75511.2597	-22750.7018	4449.4779	2997.8611
8024	75520.8634	-22753.4890	4449.4779	2997.8611
8025	75530.4671	-22756.2763	4449.4779	2997.8611
8026	75540.0708	-22759.0636	4449.4779	2997.8611
8027	75549.6745	-22761.8508	4449.4779	2997.8611
8028	75559.2782	-22764.6381	4449.4779	2997.8611
8029	75568.8819	-22767.4254	4449.4779	2997.8611
8030	75578.4856	-22770.2127	4449.4779	2997.8611
8031	75588.0893	-22772.9999	4449.4779	2997.8611
8032	75597.6930	-22775.7872	4449.4779	2997.8611
8033	75607.2967	-22778.5745	4449.4779	2997.8611
8034	75616.9004	-22781.3618	4449.4779	2997.8611
8035	75626.5041	-22784.1490	4449.4779	2997.8611
8036	75636.1078	-22786.9363	4449.4779	2997.8611
8037	75645.7115	-22789.7236	4449.4779	2997.8611
8038	75655.3152	-22792.5108	4449.4779	2997.8611
8039	75664.9189	-22795.2981	4449.4779	2997.8611
8040	75674.5226	-22798.0854	4449.4779	2997.8611
8041	75684.1263	-22800.8727	4449.4779	2997.8611
8042	75693.7300	-22803.6599	4449.4779	2997.8611
8043	75703.3337	-22806.4472	4449.4779	2997.8611
8044	75712.9374	-22809.2345	4449.4779	2997.8611
8045	75722.5411	-22812.0218	4449.4779	2997.8611
8046	75732.1448	-22814.8090	4449.4779	2997.8611
8047	75741.7485	-22817.5963	4449.4779	2997.8611
8048	75751.3522	-22820.3836	4449.4779	2997.8611
8049	75760.9560	-22823.1709	4449.4779	2997.8611
8050	75770.5597	-22825.9581	4449.4779	2997.8611
8051	75780.1634	-22828.7454	4449.4779	2997.8611
8052	75789.7671	-22831.5327	4449.4779	2997.8611
8053	75799.3708	-22834.3199	4449.4779	2997.8611
8054	75808.9745	-22837.1072	4449.4779	2997.8611
8055	75818.5782	-22839.8945	4449.4779	2997.8611
8056	75828.1819	-22842.6818	4449.4779	2997.8611
8057	75837.7856	-22845.4690	4449.4779	2997.8611
8058	75847.3893	-22848.2563	4449.4779	2997.8611
