#z	s	x	dir	northing	easting	Ta	P	atm_dens	col_dens	n	Q	Cp	Rg	V	Ue	M	theta	U	R	Tm	Time
3518.8322	88310.0000	87538.9976	1.1365e+02	-35694.5383	79807.9486	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3331.2364
3518.8322	88320.0000	87548.9976	1.1365e+02	-35698.5494	79817.1089	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3331.6102
3518.8322	88330.0000	87558.9976	1.1365e+02	-35702.5605	79826.2692	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3331.9840
3518.8322	88340.0000	87568.9976	1.1365e+02	-35706.5716	79835.4295	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3332.3577
3518.8322	88350.0000	87578.9976	1.1365e+02	-35710.5827	79844.5898	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3332.7315
3518.8322	88360.0000	87588.9976	1.1365e+02	-35714.5938	79853.7501	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3333.1053
3518.8322	88370.0000	87598.9976	1.1365e+02	-35718.6049	79862.9104	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3333.4791
3518.8322	88380.0000	87608.9976	1.1365e+02	-35722.6160	79872.0707	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3333.8529
3518.8322	88390.0000	87618.9976	1.1365e+02	-35726.6271	79881.2310	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3334.2267
3518.8322	88400.0000	87628.9976	1.1365e+02	-35730.6383	79890.3913	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3334.6004
3518.8322	88410.0000	87638.9976	1.1365e+02	-35734.6494	79899.5515	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3334.9742
3518.8322	88420.0000	87648.9976	1.1365e+02	-35738.6605	79908.7118	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3335.3480
3518.8322	88430.0000	87658.9976	1.1365e+02	-35742.6716	79917.8721	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3335.7218
3518.8322	88440.0000	87668.9976	1.1365e+02	-35746.6827	79927.0324	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3336.0956
3518.8322	88450.0000	87678.9976	1.1365e+02	-35750.6938	79936.1927	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3336.4694
3518.8322	88460.0000	87688.9976	1.1365e+02	-35754.7049	79945.3530	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3336.8432
3518.8322	88470.0000	87698.9976	1.1365e+02	-35758.7160	79954.5133	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3337.2169
3518.8322	88480.0000	87708.9976	1.1365e+02	-35762.7271	79963.6736	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3337.5907
3518.8322	88490.0000	87718.9976	1.1365e+02	-35766.7382	79972.8339	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3337.9645
3518.8322	88500.0000	87728.9976	1.1365e+02	-35770.7494	79981.9942	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3338.3383
3518.8322	88510.0000	87738.9976	1.1365e+02	-35774.7605	79991.1545	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3338.7121
3518.8322	88520.0000	87748.9976	1.1365e+02	-35778.7716	80000.3148	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3339.0859
3518.8322	88530.0000	87758.9976	1.1365e+02	-35782.7827	80009.4751	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3339.4597
3518.8322	88540.0000	87768.9976	1.1365e+02	-35786.7938	80018.6354	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3339.8334
3518.8322	88550.0000	87778.9976	1.1365e+02	-35790.8049	80027.7957	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3340.2072
3518.8322	88560.0000	87788.9976	1.1365e+02	-35794.8160	80036.9560	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3340.5810
3518.8322	88570.0000	87798.9976	1.1365e+02	-35798.8271	80046.1163	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3340.9548
3518.8322	88580.0000	87808.9976	1.1365e+02	-35802.8382	80055.2765	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3341.3286
3518.8322	88590.0000	87818.9976	1.1365e+02	-35806.8494	80064.4368	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3341.7024
3518.8322	88600.0000	87828.9976	1.1365e+02	-35810.8605	80073.5971	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3342.0761
3518.8322	88610.0000	87838.9976	1.1365e+02	-35814.8716	80082.7574	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3342.4499
3518.8322	88620.0000	87848.9976	1.1365e+02	-35818.8827	80091.9177	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3342.8237
3518.8322	88630.0000	87858.9976	1.1365e+02	-35822.8938	80101.0780	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3343.1975
3518.8322	88640.0000	87868.9976	1.1365e+02	-35826.9049	80110.2383	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3343.5713
3518.8322	88650.0000	87878.9976	1.1365e+02	-35830.9160	80119.3986	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3343.9451
3518.8322	88660.0000	87888.9976	1.1365e+02	-35834.9271	80128.5589	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3344.3189
3518.8322	88670.0000	87898.9976	1.1365e+02	-35838.9382	80137.7192	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3344.6926
3518.8322	88680.0000	87908.9976	1.1365e+02	-35842.9494	80146.8795	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3345.0664
3518.8322	88690.0000	87918.9976	1.1365e+02	-35846.9605	80156.0398	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3345.4402
3518.8322	88700.0000	87928.9976	1.1365e+02	-35850.9716	80165.2001	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3345.8140
3518.8322	88710.0000	87938.9976	1.1365e+02	-35854.9827	80174.3604	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3346.1878
3518.8322	88720.0000	87948.9976	1.1365e+02	-35858.9938	80183.5207	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3346.5616
3518.8322	88730.0000	87958.9976	1.1365e+02	-35863.0049	80192.6810	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3346.9354
3518.8322	88740.0000	87968.9976	1.1365e+02	-35867.0160	80201.8413	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3347.3091
3518.8322	88750.0000	87978.9976	1.1365e+02	-35871.0271	80211.0015	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3347.6829
3518.8322	88760.0000	87988.9976	1.1365e+02	-35875.0382	80220.1618	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3348.0567
3518.8322	88770.0000	87998.9976	1.1365e+02	-35879.0494	80229.3221	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3348.4305
3518.8322	88780.0000	88008.9976	1.1365e+02	-35883.0605	80238.4824	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3348.8043
3518.8322	88790.0000	88018.9976	1.1365e+02	-35887.0716	80247.6427	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3349.1781
3518.8322	88800.0000	88028.9976	1.1365e+02	-35891.0827	80256.8030	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3349.5518
3518.8322	88810.0000	88038.9976	1.1365e+02	-35895.0938	80265.9633	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3349.9256
3518.8322	88820.0000	88048.9976	1.1365e+02	-35899.1049	80275.1236	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3350.2994
3518.8322	88830.0000	88058.9976	1.1365e+02	-35903.1160	80284.2839	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3350.6732
3518.8322	88840.0000	88068.9976	1.1365e+02	-35907.1271	80293.4442	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3351.0470
3518.8322	88850.0000	88078.9976	1.1365e+02	-35911.1382	80302.6045	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3351.4208
3518.8322	88860.0000	88088.9976	1.1365e+02	-35915.1493	80311.7648	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3351.7946
3518.8322	88870.0000	88098.9976	1.1365e+02	-35919.1605	80320.9251	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3352.1683
3518.8322	88880.0000	88108.9976	1.1365e+02	-35923.1716	80330.0854	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3352.5421
3518.8322	88890.0000	88118.9976	1.1365e+02	-35927.1827	80339.2457	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3352.9159
3518.8322	88900.0000	88128.9976	1.1365e+02	-35931.1938	80348.4060	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3353.2897
3518.8322	88910.0000	88138.9976	1.1365e+02	-35935.2049	80357.5663	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3353.6635
3518.8322	88920.0000	88148.9976	1.1365e+02	-35939.2160	80366.7265	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3354.0373
3518.8322	88930.0000	88158.9976	1.1365e+02	-35943.2271	80375.8868	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3354.4111
3518.8322	88940.0000	88168.9976	1.1365e+02	-35947.2382	80385.0471	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3354.7848
3518.8322	88950.0000	88178.9976	1.1365e+02	-35951.2493	80394.2074	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3355.1586
3518.8322	88960.0000	88188.9976	1.1365e+02	-35955.2605	80403.3677	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3355.5324
3518.8322	88970.0000	88198.9976	1.1365e+02	-35959.2716	80412.5280	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3355.9062
3518.8322	88980.0000	88208.9976	1.1365e+02	-35963.2827	80421.6883	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3356.2800
3518.8322	88990.0000	88218.9976	1.1365e+02	-35967.2938	80430.8486	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3356.6538
3518.8322	89000.0000	88228.9976	1.1365e+02	-35971.3049	80440.0089	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3357.0275
3518.8322	89010.0000	88238.9976	1.1365e+02	-35975.3160	80449.1692	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3357.4013
3518.8322	89020.0000	88248.9976	1.1365e+02	-35979.3271	80458.3295	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3357.7751
3518.8322	89030.0000	88258.9976	1.1365e+02	-35983.3382	80467.4898	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3358.1489
3518.8322	89040.0000	88268.9976	1.1365e+02	-35987.3493	80476.6501	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3358.5227
3518.8322	89050.0000	88278.9976	1.1365e+02	-35991.3605	80485.8104	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3358.8965
3518.8322	89060.0000	88288.9976	1.1365e+02	-35995.3716	80494.9707	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3359.2703
3518.8322	89070.0000	88298.9976	1.1365e+02	-35999.3827	80504.1310	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3359.6440
3518.8322	89080.0000	88308.9976	1.1365e+02	-36003.3938	80513.2913	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3360.0178
3518.8322	89090.0000	88318.9976	1.1365e+02	-36007.4049	80522.4516	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3360.3916
3518.8322	89100.0000	88328.9976	1.1365e+02	-36011.4160	80531.6118	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3360.7654
3518.8322	89110.0000	88338.9976	1.1365e+02	-36015.4271	80540.7721	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3361.1392
3518.8322	89120.0000	88348.9976	1.1365e+02	-36019.4382	80549.9324	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3361.5130
3518.8322	89130.0000	88358.9976	1.1365e+02	-36023.4493	80559.0927	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3361.8868
3518.8322	89140.0000	88368.9976	1.1365e+02	-36027.4605	80568.2530	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3362.2605
3518.8322	89150.0000	88378.9976	1.1365e+02	-36031.4716	80577.4133	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3362.6343
3518.8322	89160.0000	88388.9976	1.1365e+02	-36035.4827	80586.5736	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3363.0081
3518.8322	89170.0000	88398.9976	1.1365e+02	-36039.4938	80595.7339	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3363.3819
3518.8322	89180.0000	88408.9976	1.1365e+02	-36043.5049	80604.8942	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3363.7557
3518.8322	89190.0000	88418.9976	1.1365e+02	-36047.5160	80614.0545	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3364.1295
3518.8322	89200.0000	88428.9976	1.1365e+02	-36051.5271	80623.2148	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3364.5032
3518.8322	89210.0000	88438.9976	1.1365e+02	-36055.5382	80632.3751	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3364.8770
3518.8322	89220.0000	88448.9976	1.1365e+02	-36059.5493	80641.5354	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3365.2508
3518.8322	89230.0000	88458.9976	1.1365e+02	-36063.5605	80650.6957	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3365.6246
3518.8322	89240.0000	88468.9976	1.1365e+02	-36067.5716	80659.8560	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3365.9984
3518.8322	89250.0000	88478.9976	1.1365e+02	-36071.5827	80669.0163	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3366.3722
3518.8322	89260.0000	88488.9976	1.1365e+02	-36075.5938	80678.1766	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3366.7460
3518.8322	89270.0000	88498.9976	1.1365e+02	-36079.6049	80687.3368	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3367.1197
3518.8322	89280.0000	88508.9976	1.1365e+02	-36083.6160	80696.4971	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3367.4935
3518.8322	89290.0000	88518.9976	1.1365e+02	-36087.6271	80705.6574	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3367.8673
3518.8322	89300.0000	88528.9976	1.1365e+02	-36091.6382	80714.8177	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3368.2411
3518.8322	89310.0000	88538.9976	1.1365e+02	-36095.6493	80723.9780	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3368.6149
3518.8322	89320.0000	88548.9976	1.1365e+02	-36099.6604	80733.1383	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3368.9887
3518.8322	89330.0000	88558.9976	1.1365e+02	-36103.6716	80742.2986	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3369.3625
3518.8322	89340.0000	88568.9976	1.1365e+02	-36107.6827	80751.4589	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3369.7362
3518.8322	89350.0000	88578.9976	1.1365e+02	-36111.6938	80760.6192	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3370.1100
3518.8322	89360.0000	88588.9976	1.1365e+02	-36115.7049	80769.7795	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3370.4838
3518.8322	89370.0000	88598.9976	1.1365e+02	-36119.7160	80778.9398	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3370.8576
3518.8322	89380.0000	88608.9976	1.1365e+02	-36123.7271	80788.1001	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	3371.2314
