i	x_from_vent	y_from_vent	x_coord	y_coord	cloud_sigma2	mass_released
38	4046.0501	-3302.6574	682009.0501	3528860.3426	3693175.4872	8.5229e+04
39	4154.6054	-3354.3459	682117.6054	3528808.6541	3777620.2308	7.5522e+04
40	4262.7250	-3405.3237	682225.7250	3528757.6763	3859094.6918	6.6928e+04
41	4370.1056	-3455.6641	682333.1056	3528707.3359	3937514.2824	5.9319e+04
42	4476.7454	-3505.3809	682439.7454	3528657.6191	4012795.9385	5.2580e+04
43	4582.6423	-3554.4877	682545.6423	3528608.5123	4084863.0550	4.6613e+04
44	4687.7941	-3602.9981	682650.7941	3528560.0019	4153645.1494	4.1327e+04
45	4792.4592	-3650.8662	682755.4592	3528512.1338	4219072.9427	3.6644e+04
46	4896.4568	-3698.1457	682859.4568	3528464.8543	4281090.5167	3.2496e+04
47	4999.6778	-3744.8743	682962.6778	3528418.1257	4339646.0266	2.8820e+04
48	5102.1198	-3791.0646	683065.1198	3528371.9354	4394690.8867	2.5563e+04
49	5203.7799	-3836.7296	683166.7799	3528326.2704	4446181.4942	2.2676e+04
50	5304.6554	-3881.8817	683267.6554	3528281.1183	4494079.0813	2.0117e+04
51	5404.7432	-3926.5334	683367.7432	3528236.4666	4538349.5877	1.7849e+04
52	5504.0401	-3970.6968	683467.0401	3528192.3032	4578963.5488	1.5838e+04
53	5602.5425	-4014.3842	683565.5425	3528148.6158	4615896.0012	1.4055e+04
54	5700.2469	-4057.6073	683663.2469	3528105.3927	4649126.4006	1.2474e+04
55	5793.7695	-4098.8505	683756.7695	3528064.1495	4678355.8445	1.1072e+04
56	5886.0957	-4139.4762	683849.0957	3528023.5238	4703822.4657	9.8282e+03
57	5978.3122	-4179.9890	683941.3122	3527983.0110	4725609.8525	8.7252e+03
58	6070.4091	-4220.3973	684033.4091	3527942.6027	4743714.0546	7.7466e+03
59	6162.3761	-4260.7098	684125.3761	3527902.2902	4758135.3182	6.8784e+03
60	6254.2034	-4300.9349	684217.2034	3527862.0651	4768878.0601	6.1081e+03
61	6345.8812	-4341.0812	684308.8812	3527821.9188	4775950.8483	5.4246e+03
62	6437.4841	-4381.1923	684400.4841	3527781.8077	4775950.8483	4.8179e+03
63	6529.0871	-4421.3034	684492.0871	3527741.6966	4775950.8483	4.2795e+03
64	6620.6900	-4461.4145	684583.6900	3527701.5855	4775950.8483	3.8016e+03
65	6712.2930	-4501.5256	684675.2930	3527661.4744	4775950.8483	3.3773e+03
66	6803.8959	-4541.6368	684766.8959	3527621.3632	4775950.8483	3.0007e+03
67	6895.4988	-4581.7479	684858.4988	3527581.2521	4775950.8483	2.6662e+03
68	6987.1018	-4621.8590	684950.1018	3527541.1410	4775950.8483	2.3693e+03
69	7078.7047	-4661.9701	685041.7047	3527501.0299	4775950.8483	2.1056e+03
70	7170.3077	-4702.0812	685133.3077	3527460.9188	4775950.8483	1.8714e+03
71	7261.9106	-4742.1923	685224.9106	3527420.8077	4775950.8483	1.6633e+03
72	7353.5136	-4782.3034	685316.5136	3527380.6966	4775950.8483	1.4785e+03
73	7445.1165	-4822.4145	685408.1165	3527340.5855	4775950.8483	1.3144e+03
74	7536.7194	-4862.5256	685499.7194	3527300.4744	4775950.8483	1.1686e+03
75	7628.3224	-4902.6367	685591.3224	3527260.3633	4775950.8483	1.0390e+03
76	7719.9253	-4942.7478	685682.9253	3527220.2522	4775950.8483	9.2383e+02
77	7811.5283	-4982.8590	685774.5283	3527180.1410	4775950.8483	8.2151e+02
78	7903.1312	-5022.9701	685866.1312	3527140.0299	4775950.8483	7.3058e+02
79	7994.7341	-5063.0812	685957.7341	3527099.9188	4775950.8483	6.4976e+02
80	8086.3371	-5103.1923	686049.3371	3527059.8077	4775950.8483	5.7792e+02
81	8177.9400	-5143.3034	686140.9400	3527019.6966	4775950.8483	5.1406e+02
82	8269.5430	-5183.4145	686232.5430	3526979.5855	4775950.8483	4.5728e+02
83	8361.1459	-5223.5256	686324.1459	3526939.4744	4775950.8483	4.0681e+02
84	8452.7489	-5263.6367	686415.7489	3526899.3633	4775950.8483	3.6193e+02
85	8544.3518	-5303.7478	686507.3518	3526859.2522	4775950.8483	3.2202e+02
86	8635.9547	-5343.8589	686598.9547	3526819.1411	4775950.8483	2.8654e+02
87	8727.5577	-5383.9700	686690.5577	3526779.0300	4775950.8483	2.5498e+02
88	8819.1606	-5424.0811	686782.1606	3526738.9189	4775950.8483	2.2691e+02
89	8910.7636	-5464.1923	686873.7636	3526698.8077	4775950.8483	2.0194e+02
90	9002.3665	-5504.3034	686965.3665	3526658.6966	4775950.8483	1.7973e+02
91	9093.9694	-5544.4145	687056.9694	3526618.5855	4775950.8483	1.5998e+02
92	9185.5724	-5584.5256	687148.5724	3526578.4744	4775950.8483	1.4240e+02
93	9277.1753	-5624.6367	687240.1753	3526538.3633	4775950.8483	1.2677e+02
94	9368.7783	-5664.7478	687331.7783	3526498.2522	4775950.8483	1.1285e+02
95	9460.3812	-5704.8589	687423.3812	3526458.1411	4775950.8483	1.0047e+02
96	9551.9842	-5744.9700	687514.9842	3526418.0300	4775950.8483	8.9455e+01
97	9643.5871	-5785.0811	687606.5871	3526377.9189	4775950.8483	7.9651e+01
98	9735.1900	-5825.1922	687698.1900	3526337.8078	4775950.8483	7.0925e+01
99	9826.7930	-5865.3033	687789.7930	3526297.6967	4775950.8483	6.3159e+01
100	9918.3959	-5905.4145	687881.3959	3526257.5855	4775950.8483	5.6246e+01
101	10009.9989	-5945.5256	687972.9989	3526217.4744	4775950.8483	5.0093e+01
102	10101.6018	-5985.6367	688064.6018	3526177.3633	4775950.8483	4.4615e+01
103	10193.2048	-6025.7478	688156.2048	3526137.2522	4775950.8483	3.9738e+01
104	10284.8077	-6065.8589	688247.8077	3526097.1411	4775950.8483	3.5397e+01
105	10376.4106	-6105.9700	688339.4106	3526057.0300	4775950.8483	3.1531e+01
106	10468.0136	-6146.0811	688431.0136	3526016.9189	4775950.8483	2.8089e+01
107	10559.6165	-6186.1922	688522.6165	3525976.8078	4775950.8483	2.5024e+01
108	10651.2195	-6226.3033	688614.2195	3525936.6967	4775950.8483	2.2294e+01
109	10742.8224	-6266.4144	688705.8224	3525896.5856	4775950.8483	1.9863e+01
110	10834.4253	-6306.5255	688797.4253	3525856.4745	4775950.8483	1.7699e+01
111	10926.0283	-6346.6366	688889.0283	3525816.3634	4775950.8483	1.5770e+01
112	11017.6312	-6386.7478	688980.6312	3525776.2522	4775950.8483	1.4053e+01
113	11109.2342	-6426.8589	689072.2342	3525736.1411	4775950.8483	1.2523e+01
114	11200.8371	-6466.9700	689163.8371	3525696.0300	4775950.8483	1.1160e+01
115	11292.4401	-6507.0811	689255.4401	3525655.9189	4775950.8483	9.9464e+00
116	11384.0430	-6547.1922	689347.0430	3525615.8078	4775950.8483	8.8648e+00
117	11475.6459	-6587.3033	689438.6459	3525575.6967	4775950.8483	7.9012e+00
118	11567.2489	-6627.4144	689530.2489	3525535.5856	4775950.8483	7.0427e+00
119	11658.8518	-6667.5255	689621.8518	3525495.4745	4775950.8483	6.2777e+00
120	11750.4548	-6707.6366	689713.4548	3525455.3634	4775950.8483	5.5961e+00
121	11842.0577	-6747.7477	689805.0577	3525415.2523	4775950.8483	4.9887e+00
122	11933.6606	-6787.8588	689896.6606	3525375.1412	4775950.8483	4.4474e+00
123	12025.2636	-6827.9699	689988.2636	3525335.0301	4775950.8483	3.9650e+00
124	12116.8665	-6868.0811	690079.8665	3525294.9189	4775950.8483	3.5351e+00
125	12208.4695	-6908.1922	690171.4695	3525254.8078	4775950.8483	3.1519e+00
126	12300.0724	-6948.3033	690263.0724	3525214.6967	4775950.8483	2.8104e+00
127	12391.6754	-6988.4144	690354.6754	3525174.5856	4775950.8483	2.5059e+00
128	12483.2783	-7028.5255	690446.2783	3525134.4745	4775950.8483	2.2346e+00
129	12574.8812	-7068.6366	690537.8812	3525094.3634	4775950.8483	1.9927e+00
130	12666.4842	-7108.7477	690629.4842	3525054.2523	4775950.8483	1.7770e+00
131	12758.0871	-7148.8588	690721.0871	3525014.1412	4775950.8483	1.5848e+00
132	12849.6901	-7188.9699	690812.6901	3524974.0301	4775950.8483	1.4134e+00
133	12941.2930	-7229.0810	690904.2930	3524933.9190	4775950.8483	1.2606e+00
134	13032.8959	-7269.1921	690995.8959	3524893.8079	4775950.8483	1.1243e+00
135	13124.4989	-7309.3033	691087.4989	3524853.6967	4775950.8483	1.0029e+00
136	13216.1018	-7349.4144	691179.1018	3524813.5856	4775950.8483	8.9453e-01
137	13307.7048	-7389.5255	691270.7048	3524773.4745	4775950.8483	7.9793e-01
138	13399.3077	-7429.6366	691362.3077	3524733.3634	4775950.8483	7.1179e-01
139	13490.9107	-7469.7477	691453.9107	3524693.2523	4775950.8483	6.3497e-01
140	13582.5136	-7509.8588	691545.5136	3524653.1412	4775950.8483	5.6646e-01
141	13674.1165	-7549.9699	691637.1165	3524613.0301	4775950.8483	5.0536e-01
142	13765.7195	-7590.0810	691728.7195	3524572.9190	4775950.8483	4.5086e-01
143	13857.3224	-7630.1921	691820.3224	3524532.8079	4775950.8483	4.0226e-01
144	13948.9254	-7670.3032	691911.9254	3524492.6968	4775950.8483	3.5890e-01
145	14040.5283	-7710.4143	692003.5283	3524452.5857	4775950.8483	3.2023e-01
146	14132.1313	-7750.5254	692095.1313	3524412.4746	4775950.8483	2.8574e-01
147	14223.7342	-7790.6366	692186.7342	3524372.3634	4775950.8483	2.5497e-01
148	14315.3371	-7830.7477	692278.3371	3524332.2523	4775950.8483	2.2752e-01
149	14406.9401	-7870.8588	692369.9401	3524292.1412	4775950.8483	2.0303e-01
150	14498.5430	-7910.9699	692461.5430	3524252.0301	4775950.8483	1.8118e-01
151	14590.1460	-7951.0810	692553.1460	3524211.9190	4775950.8483	1.6169e-01
152	14681.7489	-7991.1921	692644.7489	3524171.8079	4775950.8483	1.4430e-01
153	14773.3518	-8031.3032	692736.3518	3524131.6968	4775950.8483	1.2878e-01
154	14864.9548	-8071.4143	692827.9548	3524091.5857	4775950.8483	1.1494e-01
155	14956.5577	-8111.5254	692919.5577	3524051.4746	4775950.8483	1.0259e-01
156	15048.1607	-8151.6365	693011.1607	3524011.3635	4775950.8483	9.1563e-02
157	15139.7636	-8191.7476	693102.7636	3523971.2524	4775950.8483	8.1727e-02
158	15231.3666	-8231.8588	693194.3666	3523931.1412	4775950.8483	7.2949e-02
159	15322.9695	-8271.9699	693285.9695	3523891.0301	4775950.8483	6.5117e-02
160	15414.5724	-8312.0810	693377.5724	3523850.9190	4775950.8483	5.8126e-02
161	15506.1754	-8352.1921	693469.1754	3523810.8079	4775950.8483	5.1888e-02
162	15597.7783	-8392.3032	693560.7783	3523770.6968	4775950.8483	4.6320e-02
163	15689.3813	-8432.4143	693652.3813	3523730.5857	4775950.8483	4.1351e-02
164	15780.9842	-8472.5254	693743.9842	3523690.4746	4775950.8483	3.6916e-02
165	15872.5871	-8512.6365	693835.5871	3523650.3635	4775950.8483	3.2958e-02
166	15964.1901	-8552.7476	693927.1901	3523610.2524	4775950.8483	2.9424e-02
167	16055.7930	-8592.8587	694018.7930	3523570.1413	4775950.8483	2.6271e-02
168	16147.3960	-8632.9698	694110.3960	3523530.0302	4775950.8483	2.3455e-02
169	16238.9989	-8673.0809	694201.9989	3523489.9191	4775950.8483	2.0942e-02
170	16330.6019	-8713.1921	694293.6019	3523449.8079	4775950.8483	1.8699e-02
171	16422.2048	-8753.3032	694385.2048	3523409.6968	4775950.8483	1.6697e-02
172	16513.8077	-8793.4143	694476.8077	3523369.5857	4775950.8483	1.4909e-02
173	16605.4107	-8833.5254	694568.4107	3523329.4746	4775950.8483	1.3313e-02
174	16697.0136	-8873.6365	694660.0136	3523289.3635	4775950.8483	1.1888e-02
175	16788.6166	-8913.7476	694751.6166	3523249.2524	4775950.8483	1.0616e-02
176	16880.2195	-8953.8587	694843.2195	3523209.1413	4775950.8483	9.4800e-03
177	16971.8225	-8993.9698	694934.8225	3523169.0302	4775950.8483	8.4659e-03
178	17063.4254	-9034.0809	695026.4254	3523128.9191	4775950.8483	7.5605e-03
179	17155.0283	-9074.1920	695118.0283	3523088.8080	4775950.8483	6.7521e-03
180	17246.6313	-9114.3031	695209.6313	3523048.6969	4775950.8483	6.0302e-03
181	17338.2342	-9154.4142	695301.2342	3523008.5858	4775950.8483	5.3857e-03
182	17429.8372	-9194.5254	695392.8372	3522968.4746	4775950.8483	4.8101e-03
183	17521.4401	-9234.6365	695484.4401	3522928.3635	4775950.8483	4.2962e-03
184	17613.0430	-9274.7476	695576.0430	3522888.2524	4775950.8483	3.8372e-03
185	17704.6460	-9314.8587	695667.6460	3522848.1413	4775950.8483	3.4274e-03
186	17796.2489	-9354.9698	695759.2489	3522808.0302	4775950.8483	3.0613e-03
187	17887.8519	-9395.0809	695850.8519	3522767.9191	4775950.8483	2.7345e-03
188	17979.4548	-9435.1920	695942.4548	3522727.8080	4775950.8483	2.4426e-03
189	18071.0578	-9475.3031	696034.0578	3522687.6969	4775950.8483	2.1818e-03
190	18162.6607	-9515.4142	696125.6607	3522647.5858	4775950.8483	1.9490e-03
191	18254.2636	-9555.5253	696217.2636	3522607.4747	4775950.8483	1.7410e-03
192	18345.8666	-9595.6364	696308.8666	3522567.3636	4775950.8483	1.5553e-03
193	18437.4695	-9635.7476	696400.4695	3522527.2524	4775950.8483	1.3894e-03
194	18529.0725	-9675.8587	696492.0725	3522487.1413	4775950.8483	1.2412e-03
195	18620.6754	-9715.9698	696583.6754	3522447.0302	4775950.8483	1.1089e-03
196	18712.2783	-9756.0809	696675.2783	3522406.9191	4775950.8483	9.9066e-04
197	18803.8813	-9796.1920	696766.8813	3522366.8080	4775950.8483	8.8506e-04
198	18895.4842	-9836.3031	696858.4842	3522326.6969	4775950.8483	7.9073e-04
199	18987.0872	-9876.4142	696950.0872	3522286.5858	4775950.8483	7.0647e-04
200	19078.6901	-9916.5253	697041.6901	3522246.4747	4775950.8483	6.3120e-04
201	19170.2931	-9956.6364	697133.2931	3522206.3636	4775950.8483	5.6396e-04
202	19261.8960	-9996.7475	697224.8960	3522166.2525	4775950.8483	5.0389e-04
203	19353.4989	-10036.8586	697316.4989	3522126.1414	4775950.8483	4.5022e-04
204	19445.1019	-10076.9697	697408.1019	3522086.0303	4775950.8483	4.0228e-04
205	19536.7048	-10117.0809	697499.7048	3522045.9191	4775950.8483	3.5945e-04
206	19628.3078	-10157.1920	697591.3078	3522005.8080	4775950.8483	3.2119e-04
207	19719.9107	-10197.3031	697682.9107	3521965.6969	4775950.8483	2.8701e-04
208	19811.5137	-10237.4142	697774.5137	3521925.5858	4775950.8483	2.5646e-04
209	19903.1166	-10277.5253	697866.1166	3521885.4747	4775950.8483	2.2917e-04
210	19994.7195	-10317.6364	697957.7195	3521845.3636	4775950.8483	2.0479e-04
211	20086.3225	-10357.7475	698049.3225	3521805.2525	4775950.8483	1.8301e-04
212	20177.9254	-10397.8586	698140.9254	3521765.1414	4775950.8483	1.6354e-04
213	20269.5284	-10437.9697	698232.5284	3521725.0303	4775950.8483	1.4615e-04
214	20361.1313	-10478.0808	698324.1313	3521684.9192	4775950.8483	1.3061e-04
215	20452.7342	-10518.1919	698415.7342	3521644.8081	4775950.8483	1.1673e-04
216	20544.3372	-10558.3030	698507.3372	3521604.6970	4775950.8483	1.0432e-04
217	20635.9401	-10598.4142	698598.9401	3521564.5858	4775950.8483	9.3230e-05
218	20727.5431	-10638.5253	698690.5431	3521524.4747	4775950.8483	8.3322e-05
219	20819.1460	-10678.6364	698782.1460	3521484.3636	4775950.8483	7.4468e-05
220	20910.7490	-10718.7475	698873.7490	3521444.2525	4775950.8483	6.6556e-05
221	21002.3519	-10758.8586	698965.3519	3521404.1414	4775950.8483	5.9486e-05
222	21093.9548	-10798.9697	699056.9548	3521364.0303	4775950.8483	5.3167e-05
223	21185.5578	-10839.0808	699148.5578	3521323.9192	4775950.8483	4.7521e-05
224	21277.1607	-10879.1919	699240.1607	3521283.8081	4775950.8483	4.2474e-05
225	21368.7637	-10919.3030	699331.7637	3521243.6970	4775950.8483	3.7965e-05
226	21460.3666	-10959.4141	699423.3666	3521203.5859	4775950.8483	3.3934e-05
227	21551.9695	-10999.5252	699514.9695	3521163.4748	4775950.8483	3.0332e-05
228	21643.5725	-11039.6364	699606.5725	3521123.3636	4775950.8483	2.7113e-05
229	21735.1754	-11079.7475	699698.1754	3521083.2525	4775950.8483	2.4235e-05
230	21826.7784	-11119.8586	699789.7784	3521043.1414	4775950.8483	2.1664e-05
231	21918.3813	-11159.9697	699881.3813	3521003.0303	4775950.8483	1.9365e-05
232	22009.9843	-11200.0808	699972.9843	3520962.9192	4775950.8483	1.7311e-05
233	22101.5872	-11240.1919	700064.5872	3520922.8081	4775950.8483	1.5474e-05
234	22193.1901	-11280.3030	700156.1901	3520882.6970	4775950.8483	1.3833e-05
235	22284.7931	-11320.4141	700247.7931	3520842.5859	4775950.8483	1.2366e-05
236	22376.3960	-11360.5252	700339.3960	3520802.4748	4775950.8483	1.1055e-05
237	22467.9990	-11400.6363	700430.9990	3520762.3637	4775950.8483	9.8827e-06
238	22559.6019	-11440.7474	700522.6019	3520722.2526	4775950.8483	8.8350e-06
239	22651.2048	-11480.8585	700614.2048	3520682.1415	4775950.8483	7.8984e-06
240	22742.8078	-11520.9697	700705.8078	3520642.0303	4775950.8483	7.0612e-06
241	22834.4107	-11561.0808	700797.4107	3520601.9192	4775950.8483	6.3129e-06
242	22926.0137	-11601.1919	700889.0137	3520561.8081	4775950.8483	5.6439e-06
243	23017.6166	-11641.3030	700980.6166	3520521.6970	4775950.8483	5.0459e-06
244	23109.2196	-11681.4141	701072.2196	3520481.5859	4775950.8483	4.5113e-06
245	23200.8225	-11721.5252	701163.8225	3520441.4748	4775950.8483	4.0334e-06
246	23292.4254	-11761.6363	701255.4254	3520401.3637	4775950.8483	3.6062e-06
247	23384.0284	-11801.7474	701347.0284	3520361.2526	4775950.8483	3.2242e-06
248	23475.6313	-11841.8585	701438.6313	3520321.1415	4775950.8483	2.8828e-06
249	23567.2343	-11881.9696	701530.2343	3520281.0304	4775950.8483	2.5775e-06
250	23658.8372	-11922.0807	701621.8372	3520240.9193	4775950.8483	2.3046e-06
251	23750.4402	-11962.1919	701713.4402	3520200.8081	4775950.8483	2.0606e-06
252	23842.0431	-12002.3030	701805.0431	3520160.6970	4775950.8483	1.8425e-06
253	23933.6460	-12042.4141	701896.6460	3520120.5859	4775950.8483	1.6475e-06
254	24025.2490	-12082.5252	701988.2490	3520080.4748	4775950.8483	1.4731e-06
255	24116.8519	-12122.6363	702079.8519	3520040.3637	4775950.8483	1.3172e-06
256	24208.4549	-12162.7474	702171.4549	3520000.2526	4775950.8483	1.1778e-06
257	24300.0578	-12202.8585	702263.0578	3519960.1415	4775950.8483	1.0532e-06
258	24391.6607	-12242.9696	702354.6607	3519920.0304	4775950.8483	9.4177e-07
259	24483.2637	-12283.0807	702446.2637	3519879.9193	4775950.8483	8.4214e-07
260	24574.8666	-12323.1918	702537.8666	3519839.8082	4775950.8483	7.5306e-07
261	24666.4696	-12363.3029	702629.4696	3519799.6971	4775950.8483	6.7341e-07
262	24758.0725	-12403.4140	702721.0725	3519759.5860	4775950.8483	6.0219e-07
263	24849.6755	-12443.5252	702812.6755	3519719.4748	4775950.8483	5.3851e-07
264	24941.2784	-12483.6363	702904.2784	3519679.3637	4775950.8483	4.8157e-07
265	25032.8813	-12523.7474	702995.8813	3519639.2526	4775950.8483	4.3066e-07
266	25124.4843	-12563.8585	703087.4843	3519599.1415	4775950.8483	3.8513e-07
267	25216.0872	-12603.9696	703179.0872	3519559.0304	4775950.8483	3.4441e-07
268	25307.6902	-12644.0807	703270.6902	3519518.9193	4775950.8483	3.0801e-07
269	25399.2931	-12684.1918	703362.2931	3519478.8082	4775950.8483	2.7546e-07
270	25490.8960	-12724.3029	703453.8960	3519438.6971	4775950.8483	2.4635e-07
271	25582.4990	-12764.4140	703545.4990	3519398.5860	4775950.8483	2.2031e-07
272	25674.1019	-12804.5251	703637.1019	3519358.4749	4775950.8483	1.9703e-07
273	25765.7049	-12844.6362	703728.7049	3519318.3638	4775950.8483	1.7622e-07
274	25857.3078	-12884.7473	703820.3078	3519278.2527	4775950.8483	1.5760e-07
275	25948.9108	-12924.8585	703911.9108	3519238.1415	4775950.8483	1.4095e-07
276	26040.5137	-12964.9696	704003.5137	3519198.0304	4775950.8483	1.2606e-07
277	26132.1166	-13005.0807	704095.1166	3519157.9193	4775950.8483	1.1275e-07
278	26223.7196	-13045.1918	704186.7196	3519117.8082	4775950.8483	1.0084e-07
279	26315.3225	-13085.3029	704278.3225	3519077.6971	4775950.8483	9.0192e-08
280	26406.9255	-13125.4140	704369.9255	3519037.5860	4775950.8483	8.0669e-08
281	26498.5284	-13165.5251	704461.5284	3518997.4749	4775950.8483	7.2151e-08
282	26590.1314	-13205.6362	704553.1314	3518957.3638	4775950.8483	6.4534e-08
283	26681.7343	-13245.7473	704644.7343	3518917.2527	4775950.8483	5.7721e-08
284	26773.3372	-13285.8584	704736.3372	3518877.1416	4775950.8483	5.1628e-08
285	26864.9402	-13325.9695	704827.9402	3518837.0305	4775950.8483	4.6179e-08
286	26956.5431	-13366.0807	704919.5431	3518796.9193	4775950.8483	4.1305e-08
287	27048.1461	-13406.1918	705011.1461	3518756.8082	4775950.8483	3.6946e-08
288	27139.7490	-13446.3029	705102.7490	3518716.6971	4775950.8483	3.3047e-08
289	27231.3519	-13486.4140	705194.3519	3518676.5860	4775950.8483	2.9560e-08
290	27322.9549	-13526.5251	705285.9549	3518636.4749	4775950.8483	2.6441e-08
291	27414.5578	-13566.6362	705377.5578	3518596.3638	4775950.8483	2.3652e-08
292	27506.1608	-13606.7473	705469.1608	3518556.2527	4775950.8483	2.1156e-08
293	27597.7637	-13646.8584	705560.7637	3518516.1416	4775950.8483	1.8925e-08
294	27689.3667	-13686.9695	705652.3667	3518476.0305	4775950.8483	1.6929e-08
295	27780.9696	-13727.0806	705743.9696	3518435.9194	4775950.8483	1.5143e-08
296	27872.5725	-13767.1917	705835.5725	3518395.8083	4775950.8483	1.3546e-08
297	27964.1755	-13807.3028	705927.1755	3518355.6972	4775950.8483	1.2118e-08
298	28055.7784	-13847.4140	706018.7784	3518315.5860	4775950.8483	1.0840e-08
299	28147.3814	-13887.5251	706110.3814	3518275.4749	4775950.8483	9.6968e-09
300	28238.9843	-13927.6362	706201.9843	3518235.3638	4775950.8483	8.6744e-09
301	28330.5872	-13967.7473	706293.5872	3518195.2527	4775950.8483	7.7599e-09
302	28422.1902	-14007.8584	706385.1902	3518155.1416	4775950.8483	6.9419e-09
303	28513.7931	-14047.9695	706476.7931	3518115.0305	4775950.8483	6.2101e-09
304	28605.3961	-14088.0806	706568.3961	3518074.9194	4775950.8483	5.5556e-09
305	28696.9990	-14128.1917	706659.9990	3518034.8083	4775950.8483	4.9700e-09
306	28788.6020	-14168.3028	706751.6020	3517994.6972	4775950.8483	4.4462e-09
307	28880.2049	-14208.4139	706843.2049	3517954.5861	4775950.8483	3.9777e-09
308	28971.8078	-14248.5250	706934.8078	3517914.4750	4775950.8483	3.5585e-09
309	29063.4108	-14288.6362	707026.4108	3517874.3638	4775950.8483	3.1836e-09
310	29155.0137	-14328.7473	707118.0137	3517834.2527	4775950.8483	2.8481e-09
311	29246.6167	-14368.8584	707209.6167	3517794.1416	4775950.8483	2.5481e-09
312	29338.2196	-14408.9695	707301.2196	3517754.0305	4775950.8483	2.2796e-09
313	29429.8226	-14449.0806	707392.8226	3517713.9194	4775950.8483	2.0395e-09
314	29521.4255	-14489.1917	707484.4255	3517673.8083	4775950.8483	1.8247e-09
315	29613.0284	-14529.3028	707576.0284	3517633.6972	4775950.8483	1.6325e-09
316	29704.6314	-14569.4139	707667.6314	3517593.5861	4775950.8483	1.4605e-09
317	29796.2343	-14609.5250	707759.2343	3517553.4750	4775950.8483	1.3067e-09
318	29887.8373	-14649.6361	707850.8373	3517513.3639	4775950.8483	1.1691e-09
319	29979.4402	-14689.7472	707942.4402	3517473.2528	4775950.8483	1.0460e-09
320	30071.0431	-14729.8583	708034.0431	3517433.1417	4775950.8483	9.3587e-10
321	30162.6461	-14769.9695	708125.6461	3517393.0305	4775950.8483	8.3734e-10
322	30254.2490	-14810.0806	708217.2490	3517352.9194	4775950.8483	7.4918e-10
323	30345.8520	-14850.1917	708308.8520	3517312.8083	4775950.8483	6.7031e-10
