calc_step	x	y	z	R	time
8880	80265.9633	-35895.0938	3518.8322	2108.7651	3350.2994
8881	80275.1236	-35899.1049	3518.8322	2108.7651	3350.6732
8882	80284.2839	-35903.1160	3518.8322	2108.7651	3351.0470
8883	80293.4442	-35907.1271	3518.8322	2108.7651	3351.4208
8884	80302.6045	-35911.1382	3518.8322	2108.7651	3351.7946
8885	80311.7648	-35915.1493	3518.8322	2108.7651	3352.1683
8886	80320.9251	-35919.1605	3518.8322	2108.7651	3352.5421
8887	80330.0854	-35923.1716	3518.8322	2108.7651	3352.9159
8888	80339.2457	-35927.1827	3518.8322	2108.7651	3353.2897
8889	80348.4060	-35931.1938	3518.8322	2108.7651	3353.6635
8890	80357.5663	-35935.2049	3518.8322	2108.7651	3354.0373
8891	80366.7265	-35939.2160	3518.8322	2108.7651	3354.4111
8892	80375.8868	-35943.2271	3518.8322	2108.7651	3354.7848
8893	80385.0471	-35947.2382	3518.8322	2108.7651	3355.1586
8894	80394.2074	-35951.2493	3518.8322	2108.7651	3355.5324
8895	80403.3677	-35955.2605	3518.8322	2108.7651	3355.9062
8896	80412.5280	-35959.2716	3518.8322	2108.7651	3356.2800
8897	80421.6883	-35963.2827	3518.8322	2108.7651	3356.6538
8898	80430.8486	-35967.2938	3518.8322	2108.7651	3357.0275
8899	80440.0089	-35971.3049	3518.8322	2108.7651	3357.4013
8900	80449.1692	-35975.3160	3518.8322	2108.7651	3357.7751
8901	80458.3295	-35979.3271	3518.8322	2108.7651	3358.1489
8902	80467.4898	-35983.3382	3518.8322	2108.7651	3358.5227
8903	80476.6501	-35987.3493	3518.8322	2108.7651	3358.8965
8904	80485.8104	-35991.3605	3518.8322	2108.7651	3359.2703
8905	80494.9707	-35995.3716	3518.8322	2108.7651	3359.6440
8906	80504.1310	-35999.3827	3518.8322	2108.7651	3360.0178
8907	80513.2913	-36003.3938	3518.8322	2108.7651	3360.3916
8908	80522.4516	-36007.4049	3518.8322	2108.7651	3360.7654
8909	80531.6118	-36011.4160	3518.8322	2108.7651	3361.1392
8910	80540.7721	-36015.4271	3518.8322	2108.7651	3361.5130
8911	80549.9324	-36019.4382	3518.8322	2108.7651	3361.8868
8912	80559.0927	-36023.4493	3518.8322	2108.7651	3362.2605
8913	80568.2530	-36027.4605	3518.8322	2108.7651	3362.6343
8914	80577.4133	-36031.4716	3518.8322	2108.7651	3363.0081
8915	80586.5736	-36035.4827	3518.8322	2108.7651	3363.3819
8916	80595.7339	-36039.4938	3518.8322	2108.7651	3363.7557
8917	80604.8942	-36043.5049	3518.8322	2108.7651	3364.1295
8918	80614.0545	-36047.5160	3518.8322	2108.7651	3364.5032
8919	80623.2148	-36051.5271	3518.8322	2108.7651	3364.8770
8920	80632.3751	-36055.5382	3518.8322	2108.7651	3365.2508
8921	80641.5354	-36059.5493	3518.8322	2108.7651	3365.6246
8922	80650.6957	-36063.5605	3518.8322	2108.7651	3365.9984
8923	80659.8560	-36067.5716	3518.8322	2108.7651	3366.3722
8924	80669.0163	-36071.5827	3518.8322	2108.7651	3366.7460
8925	80678.1766	-36075.5938	3518.8322	2108.7651	3367.1197
8926	80687.3368	-36079.6049	3518.8322	2108.7651	3367.4935
8927	80696.4971	-36083.6160	3518.8322	2108.7651	3367.8673
8928	80705.6574	-36087.6271	3518.8322	2108.7651	3368.2411
8929	80714.8177	-36091.6382	3518.8322	2108.7651	3368.6149
8930	80723.9780	-36095.6493	3518.8322	2108.7651	3368.9887
8931	80733.1383	-36099.6604	3518.8322	2108.7651	3369.3625
8932	80742.2986	-36103.6716	3518.8322	2108.7651	3369.7362
8933	80751.4589	-36107.6827	3518.8322	2108.7651	3370.1100
8934	80760.6192	-36111.6938	3518.8322	2108.7651	3370.4838
8935	80769.7795	-36115.7049	3518.8322	2108.7651	3370.8576
8936	80778.9398	-36119.7160	3518.8322	2108.7651	3371.2314
8937	80788.1001	-36123.7271	3518.8322	2108.7651	3371.6052
8938	80797.2604	-36127.7382	3518.8322	2108.7651	3371.9789
8939	80806.4207	-36131.7493	3518.8322	2108.7651	3372.3527
8940	80815.5810	-36135.7604	3518.8322	2108.7651	3372.7265
8941	80824.7413	-36139.7716	3518.8322	2108.7651	3373.1003
8942	80833.9016	-36143.7827	3518.8322	2108.7651	3373.4741
8943	80843.0618	-36147.7938	3518.8322	2108.7651	3373.8479
8944	80852.2221	-36151.8049	3518.8322	2108.7651	3374.2217
8945	80861.3824	-36155.8160	3518.8322	2108.7651	3374.5954
8946	80870.5427	-36159.8271	3518.8322	2108.7651	3374.9692
8947	80879.7030	-36163.8382	3518.8322	2108.7651	3375.3430
8948	80888.8633	-36167.8493	3518.8322	2108.7651	3375.7168
8949	80898.0236	-36171.8604	3518.8322	2108.7651	3376.0906
8950	80907.1839	-36175.8716	3518.8322	2108.7651	3376.4644
8951	80916.3442	-36179.8827	3518.8322	2108.7651	3376.8382
8952	80925.5045	-36183.8938	3518.8322	2108.7651	3377.2119
8953	80934.6648	-36187.9049	3518.8322	2108.7651	3377.5857
8954	80943.8251	-36191.9160	3518.8322	2108.7651	3377.9595
8955	80952.9854	-36195.9271	3518.8322	2108.7651	3378.3333
8956	80962.1457	-36199.9382	3518.8322	2108.7651	3378.7071
8957	80971.3060	-36203.9493	3518.8322	2108.7651	3379.0809
8958	80980.4663	-36207.9604	3518.8322	2108.7651	3379.4547
8959	80989.6266	-36211.9716	3518.8322	2108.7651	3379.8284
8960	80998.7868	-36215.9827	3518.8322	2108.7651	3380.2022
8961	81007.9471	-36219.9938	3518.8322	2108.7651	3380.5760
8962	81017.1074	-36224.0049	3518.8322	2108.7651	3380.9498
8963	81026.2677	-36228.0160	3518.8322	2108.7651	3381.3236
8964	81035.4280	-36232.0271	3518.8322	2108.7651	3381.6974
8965	81044.5883	-36236.0382	3518.8322	2108.7651	3382.0711
8966	81053.7486	-36240.0493	3518.8322	2108.7651	3382.4449
8967	81062.9089	-36244.0604	3518.8322	2108.7651	3382.8187
8968	81072.0692	-36248.0716	3518.8322	2108.7651	3383.1925
8969	81081.2295	-36252.0827	3518.8322	2108.7651	3383.5663
8970	81090.3898	-36256.0938	3518.8322	2108.7651	3383.9401
8971	81099.5501	-36260.1049	3518.8322	2108.7651	3384.3139
8972	81108.7104	-36264.1160	3518.8322	2108.7651	3384.6876
8973	81117.8707	-36268.1271	3518.8322	2108.7651	3385.0614
8974	81127.0310	-36272.1382	3518.8322	2108.7651	3385.4352
8975	81136.1913	-36276.1493	3518.8322	2108.7651	3385.8090
8976	81145.3516	-36280.1604	3518.8322	2108.7651	3386.1828
8977	81154.5118	-36284.1715	3518.8322	2108.7651	3386.5566
8978	81163.6721	-36288.1827	3518.8322	2108.7651	3386.9304
8979	81172.8324	-36292.1938	3518.8322	2108.7651	3387.3041
8980	81181.9927	-36296.2049	3518.8322	2108.7651	3387.6779
8981	81191.1530	-36300.2160	3518.8322	2108.7651	3388.0517
8982	81200.3133	-36304.2271	3518.8322	2108.7651	3388.4255
8983	81209.4736	-36308.2382	3518.8322	2108.7651	3388.7993
8984	81218.6339	-36312.2493	3518.8322	2108.7651	3389.1731
8985	81227.7942	-36316.2604	3518.8322	2108.7651	3389.5468
8986	81236.9545	-36320.2715	3518.8322	2108.7651	3389.9206
8987	81246.1148	-36324.2827	3518.8322	2108.7651	3390.2944
8988	81255.2751	-36328.2938	3518.8322	2108.7651	3390.6682
8989	81264.4354	-36332.3049	3518.8322	2108.7651	3391.0420
8990	81273.5957	-36336.3160	3518.8322	2108.7651	3391.4158
8991	81282.7560	-36340.3271	3518.8322	2108.7651	3391.7896
8992	81291.9163	-36344.3382	3518.8322	2108.7651	3392.1633
8993	81301.0766	-36348.3493	3518.8322	2108.7651	3392.5371
8994	81310.2369	-36352.3604	3518.8322	2108.7651	3392.9109
8995	81319.3971	-36356.3715	3518.8322	2108.7651	3393.2847
8996	81328.5574	-36360.3827	3518.8322	2108.7651	3393.6585
8997	81337.7177	-36364.3938	3518.8322	2108.7651	3394.0323
8998	81346.8780	-36368.4049	3518.8322	2108.7651	3394.4061
8999	81356.0383	-36372.4160	3518.8322	2108.7651	3394.7798
9000	81365.1986	-36376.4271	3518.8322	2108.7651	3395.1536
9001	81374.3589	-36380.4382	3518.8322	2108.7651	3395.5274
9002	81383.5192	-36384.4493	3518.8322	2108.7651	3395.9012
9003	81392.6795	-36388.4604	3518.8322	2108.7651	3396.2750
9004	81401.8398	-36392.4715	3518.8322	2108.7651	3396.6488
9005	81411.0001	-36396.4827	3518.8322	2108.7651	3397.0225
9006	81420.1604	-36400.4938	3518.8322	2108.7651	3397.3963
9007	81429.3207	-36404.5049	3518.8322	2108.7651	3397.7701
9008	81438.4810	-36408.5160	3518.8322	2108.7651	3398.1439
9009	81447.6413	-36412.5271	3518.8322	2108.7651	3398.5177
9010	81456.8016	-36416.5382	3518.8322	2108.7651	3398.8915
9011	81465.9619	-36420.5493	3518.8322	2108.7651	3399.2653
9012	81475.1221	-36424.5604	3518.8322	2108.7651	3399.6390
9013	81484.2824	-36428.5715	3518.8322	2108.7651	3400.0128
9014	81493.4427	-36432.5827	3518.8322	2108.7651	3400.3866
9015	81502.6030	-36436.5938	3518.8322	2108.7651	3400.7604
9016	81511.7633	-36440.6049	3518.8322	2108.7651	3401.1342
9017	81520.9236	-36444.6160	3518.8322	2108.7651	3401.5080
9018	81530.0839	-36448.6271	3518.8322	2108.7651	3401.8818
9019	81539.2442	-36452.6382	3518.8322	2108.7651	3402.2555
9020	81548.4045	-36456.6493	3518.8322	2108.7651	3402.6293
9021	81557.5648	-36460.6604	3518.8322	2108.7651	3403.0031
9022	81566.7251	-36464.6715	3518.8322	2108.7651	3403.3769
9023	81575.8854	-36468.6826	3518.8322	2108.7651	3403.7507
9024	81585.0457	-36472.6938	3518.8322	2108.7651	3404.1245
9025	81594.2060	-36476.7049	3518.8322	2108.7651	3404.4982
9026	81603.3663	-36480.7160	3518.8322	2108.7651	3404.8720
9027	81612.5266	-36484.7271	3518.8322	2108.7651	3405.2458
9028	81621.6869	-36488.7382	3518.8322	2108.7651	3405.6196
9029	81630.8471	-36492.7493	3518.8322	2108.7651	3405.9934
9030	81640.0074	-36496.7604	3518.8322	2108.7651	3406.3672
9031	81649.1677	-36500.7715	3518.8322	2108.7651	3406.7410
9032	81658.3280	-36504.7826	3518.8322	2108.7651	3407.1147
9033	81667.4883	-36508.7938	3518.8322	2108.7651	3407.4885
9034	81676.6486	-36512.8049	3518.8322	2108.7651	3407.8623
9035	81685.8089	-36516.8160	3518.8322	2108.7651	3408.2361
9036	81694.9692	-36520.8271	3518.8322	2108.7651	3408.6099
9037	81704.1295	-36524.8382	3518.8322	2108.7651	3408.9837
9038	81713.2898	-36528.8493	3518.8322	2108.7651	3409.3575
9039	81722.4501	-36532.8604	3518.8322	2108.7651	3409.7312
9040	81731.6104	-36536.8715	3518.8322	2108.7651	3410.1050
9041	81740.7707	-36540.8826	3518.8322	2108.7651	3410.4788
9042	81749.9310	-36544.8938	3518.8322	2108.7651	3410.8526
9043	81759.0913	-36548.9049	3518.8322	2108.7651	3411.2264
9044	81768.2516	-36552.9160	3518.8322	2108.7651	3411.6002
9045	81777.4119	-36556.9271	3518.8322	2108.7651	3411.9739
9046	81786.5721	-36560.9382	3518.8322	2108.7651	3412.3477
9047	81795.7324	-36564.9493	3518.8322	2108.7651	3412.7215
9048	81804.8927	-36568.9604	3518.8322	2108.7651	3413.0953
9049	81814.0530	-36572.9715	3518.8322	2108.7651	3413.4691
9050	81823.2133	-36576.9826	3518.8322	2108.7651	3413.8429
9051	81832.3736	-36580.9938	3518.8322	2108.7651	3414.2167
9052	81841.5339	-36585.0049	3518.8322	2108.7651	3414.5904
9053	81850.6942	-36589.0160	3518.8322	2108.7651	3414.9642
9054	81859.8545	-36593.0271	3518.8322	2108.7651	3415.3380
9055	81869.0148	-36597.0382	3518.8322	2108.7651	3415.7118
9056	81878.1751	-36601.0493	3518.8322	2108.7651	3416.0856
9057	81887.3354	-36605.0604	3518.8322	2108.7651	3416.4594
9058	81896.4957	-36609.0715	3518.8322	2108.7651	3416.8332
9059	81905.6560	-36613.0826	3518.8322	2108.7651	3417.2069
9060	81914.8163	-36617.0938	3518.8322	2108.7651	3417.5807
9061	81923.9766	-36621.1049	3518.8322	2108.7651	3417.9545
9062	81933.1369	-36625.1160	3518.8322	2108.7651	3418.3283
9063	81942.2972	-36629.1271	3518.8322	2108.7651	3418.7021
9064	81951.4574	-36633.1382	3518.8322	2108.7651	3419.0759
9065	81960.6177	-36637.1493	3518.8322	2108.7651	3419.4496
9066	81969.7780	-36641.1604	3518.8322	2108.7651	3419.8234
9067	81978.9383	-36645.1715	3518.8322	2108.7651	3420.1972
9068	81988.0986	-36649.1826	3518.8322	2108.7651	3420.5710
9069	81997.2589	-36653.1937	3518.8322	2108.7651	3420.9448
9070	82006.4192	-36657.2049	3518.8322	2108.7651	3421.3186
9071	82015.5795	-36661.2160	3518.8322	2108.7651	3421.6924
9072	82024.7398	-36665.2271	3518.8322	2108.7651	3422.0661
9073	82033.9001	-36669.2382	3518.8322	2108.7651	3422.4399
9074	82043.0604	-36673.2493	3518.8322	2108.7651	3422.8137
9075	82052.2207	-36677.2604	3518.8322	2108.7651	3423.1875
9076	82061.3810	-36681.2715	3518.8322	2108.7651	3423.5613
9077	82070.5413	-36685.2826	3518.8322	2108.7651	3423.9351
9078	82079.7016	-36689.2937	3518.8322	2108.7651	3424.3089
9079	82088.8619	-36693.3049	3518.8322	2108.7651	3424.6826
9080	82098.0222	-36697.3160	3518.8322	2108.7651	3425.0564
9081	82107.1824	-36701.3271	3518.8322	2108.7651	3425.4302
9082	82116.3427	-36705.3382	3518.8322	2108.7651	3425.8040
9083	82125.5030	-36709.3493	3518.8322	2108.7651	3426.1778
9084	82134.6633	-36713.3604	3518.8322	2108.7651	3426.5516
9085	82143.8236	-36717.3715	3518.8322	2108.7651	3426.9254
9086	82152.9839	-36721.3826	3518.8322	2108.7651	3427.2991
9087	82162.1442	-36725.3937	3518.8322	2108.7651	3427.6729
9088	82171.3045	-36729.4049	3518.8322	2108.7651	3428.0467
9089	82180.4648	-36733.4160	3518.8322	2108.7651	3428.4205
9090	82189.6251	-36737.4271	3518.8322	2108.7651	3428.7943
9091	82198.7854	-36741.4382	3518.8322	2108.7651	3429.1681
9092	82207.9457	-36745.4493	3518.8322	2108.7651	3429.5418
9093	82217.1060	-36749.4604	3518.8322	2108.7651	3429.9156
9094	82226.2663	-36753.4715	3518.8322	2108.7651	3430.2894
9095	82235.4266	-36757.4826	3518.8322	2108.7651	3430.6632
9096	82244.5869	-36761.4937	3518.8322	2108.7651	3431.0370
9097	82253.7472	-36765.5049	3518.8322	2108.7651	3431.4108
9098	82262.9074	-36769.5160	3518.8322	2108.7651	3431.7846
9099	82272.0677	-36773.5271	3518.8322	2108.7651	3432.1583
9100	82281.2280	-36777.5382	3518.8322	2108.7651	3432.5321
9101	82290.3883	-36781.5493	3518.8322	2108.7651	3432.9059
9102	82299.5486	-36785.5604	3518.8322	2108.7651	3433.2797
9103	82308.7089	-36789.5715	3518.8322	2108.7651	3433.6535
9104	82317.8692	-36793.5826	3518.8322	2108.7651	3434.0273
9105	82327.0295	-36797.5937	3518.8322	2108.7651	3434.4011
9106	82336.1898	-36801.6049	3518.8322	2108.7651	3434.7748
9107	82345.3501	-36805.6160	3518.8322	2108.7651	3435.1486
9108	82354.5104	-36809.6271	3518.8322	2108.7651	3435.5224
9109	82363.6707	-36813.6382	3518.8322	2108.7651	3435.8962
9110	82372.8310	-36817.6493	3518.8322	2108.7651	3436.2700
9111	82381.9913	-36821.6604	3518.8322	2108.7651	3436.6438
9112	82391.1516	-36825.6715	3518.8322	2108.7651	3437.0175
9113	82400.3119	-36829.6826	3518.8322	2108.7651	3437.3913
9114	82409.4722	-36833.6937	3518.8322	2108.7651	3437.7651
9115	82418.6324	-36837.7048	3518.8322	2108.7651	3438.1389
9116	82427.7927	-36841.7160	3518.8322	2108.7651	3438.5127
9117	82436.9530	-36845.7271	3518.8322	2108.7651	3438.8865
9118	82446.1133	-36849.7382	3518.8322	2108.7651	3439.2603
9119	82455.2736	-36853.7493	3518.8322	2108.7651	3439.6340
9120	82464.4339	-36857.7604	3518.8322	2108.7651	3440.0078
9121	82473.5942	-36861.7715	3518.8322	2108.7651	3440.3816
9122	82482.7545	-36865.7826	3518.8322	2108.7651	3440.7554
9123	82491.9148	-36869.7937	3518.8322	2108.7651	3441.1292
9124	82501.0751	-36873.8048	3518.8322	2108.7651	3441.5030
9125	82510.2354	-36877.8160	3518.8322	2108.7651	3441.8768
9126	82519.3957	-36881.8271	3518.8322	2108.7651	3442.2505
9127	82528.5560	-36885.8382	3518.8322	2108.7651	3442.6243
9128	82537.7163	-36889.8493	3518.8322	2108.7651	3442.9981
9129	82546.8766	-36893.8604	3518.8322	2108.7651	3443.3719
9130	82556.0369	-36897.8715	3518.8322	2108.7651	3443.7457
9131	82565.1972	-36901.8826	3518.8322	2108.7651	3444.1195
9132	82574.3574	-36905.8937	3518.8322	2108.7651	3444.4932
9133	82583.5177	-36909.9048	3518.8322	2108.7651	3444.8670
9134	82592.6780	-36913.9160	3518.8322	2108.7651	3445.2408
9135	82601.8383	-36917.9271	3518.8322	2108.7651	3445.6146
9136	82610.9986	-36921.9382	3518.8322	2108.7651	3445.9884
9137	82620.1589	-36925.9493	3518.8322	2108.7651	3446.3622
9138	82629.3192	-36929.9604	3518.8322	2108.7651	3446.7360
9139	82638.4795	-36933.9715	3518.8322	2108.7651	3447.1097
9140	82647.6398	-36937.9826	3518.8322	2108.7651	3447.4835
9141	82656.8001	-36941.9937	3518.8322	2108.7651	3447.8573
9142	82665.9604	-36946.0048	3518.8322	2108.7651	3448.2311
9143	82675.1207	-36950.0160	3518.8322	2108.7651	3448.6049
9144	82684.2810	-36954.0271	3518.8322	2108.7651	3448.9787
9145	82693.4413	-36958.0382	3518.8322	2108.7651	3449.3525
9146	82702.6016	-36962.0493	3518.8322	2108.7651	3449.7262
9147	82711.7619	-36966.0604	3518.8322	2108.7651	3450.1000
9148	82720.9222	-36970.0715	3518.8322	2108.7651	3450.4738
9149	82730.0825	-36974.0826	3518.8322	2108.7651	3450.8476
9150	82739.2427	-36978.0937	3518.8322	2108.7651	3451.2214
9151	82748.4030	-36982.1048	3518.8322	2108.7651	3451.5952
9152	82757.5633	-36986.1159	3518.8322	2108.7651	3451.9689
9153	82766.7236	-36990.1271	3518.8322	2108.7651	3452.3427
9154	82775.8839	-36994.1382	3518.8322	2108.7651	3452.7165
9155	82785.0442	-36998.1493	3518.8322	2108.7651	3453.0903
9156	82794.2045	-37002.1604	3518.8322	2108.7651	3453.4641
9157	82803.3648	-37006.1715	3518.8322	2108.7651	3453.8379
9158	82812.5251	-37010.1826	3518.8322	2108.7651	3454.2117
9159	82821.6854	-37014.1937	3518.8322	2108.7651	3454.5854
9160	82830.8457	-37018.2048	3518.8322	2108.7651	3454.9592
9161	82840.0060	-37022.2159	3518.8322	2108.7651	3455.3330
9162	82849.1663	-37026.2271	3518.8322	2108.7651	3455.7068
9163	82858.3266	-37030.2382	3518.8322	2108.7651	3456.0806
9164	82867.4869	-37034.2493	3518.8322	2108.7651	3456.4544
9165	82876.6472	-37038.2604	3518.8322	2108.7651	3456.8282
9166	82885.8075	-37042.2715	3518.8322	2108.7651	3457.2019
9167	82894.9677	-37046.2826	3518.8322	2108.7651	3457.5757
9168	82904.1280	-37050.2937	3518.8322	2108.7651	3457.9495
9169	82913.2883	-37054.3048	3518.8322	2108.7651	3458.3233
9170	82922.4486	-37058.3159	3518.8322	2108.7651	3458.6971
9171	82931.6089	-37062.3271	3518.8322	2108.7651	3459.0709
9172	82940.7692	-37066.3382	3518.8322	2108.7651	3459.4446
9173	82949.9295	-37070.3493	3518.8322	2108.7651	3459.8184
9174	82959.0898	-37074.3604	3518.8322	2108.7651	3460.1922
9175	82968.2501	-37078.3715	3518.8322	2108.7651	3460.5660
9176	82977.4104	-37082.3826	3518.8322	2108.7651	3460.9398
9177	82986.5707	-37086.3937	3518.8322	2108.7651	3461.3136
9178	82995.7310	-37090.4048	3518.8322	2108.7651	3461.6874
9179	83004.8913	-37094.4159	3518.8322	2108.7651	3462.0611
9180	83014.0516	-37098.4271	3518.8322	2108.7651	3462.4349
9181	83023.2119	-37102.4382	3518.8322	2108.7651	3462.8087
9182	83032.3722	-37106.4493	3518.8322	2108.7651	3463.1825
9183	83041.5325	-37110.4604	3518.8322	2108.7651	3463.5563
9184	83050.6927	-37114.4715	3518.8322	2108.7651	3463.9301
9185	83059.8530	-37118.4826	3518.8322	2108.7651	3464.3039
9186	83069.0133	-37122.4937	3518.8322	2108.7651	3464.6776
9187	83078.1736	-37126.5048	3518.8322	2108.7651	3465.0514
9188	83087.3339	-37130.5159	3518.8322	2108.7651	3465.4252
9189	83096.4942	-37134.5271	3518.8322	2108.7651	3465.7990
9190	83105.6545	-37138.5382	3518.8322	2108.7651	3466.1728
9191	83114.8148	-37142.5493	3518.8322	2108.7651	3466.5466
9192	83123.9751	-37146.5604	3518.8322	2108.7651	3466.9203
9193	83133.1354	-37150.5715	3518.8322	2108.7651	3467.2941
9194	83142.2957	-37154.5826	3518.8322	2108.7651	3467.6679
9195	83151.4560	-37158.5937	3518.8322	2108.7651	3468.0417
9196	83160.6163	-37162.6048	3518.8322	2108.7651	3468.4155
9197	83169.7766	-37166.6159	3518.8322	2108.7651	3468.7893
9198	83178.9369	-37170.6270	3518.8322	2108.7651	3469.1631
9199	83188.0972	-37174.6382	3518.8322	2108.7651	3469.5368
9200	83197.2575	-37178.6493	3518.8322	2108.7651	3469.9106
9201	83206.4177	-37182.6604	3518.8322	2108.7651	3470.2844
9202	83215.5780	-37186.6715	3518.8322	2108.7651	3470.6582
9203	83224.7383	-37190.6826	3518.8322	2108.7651	3471.0320
9204	83233.8986	-37194.6937	3518.8322	2108.7651	3471.4058
9205	83243.0589	-37198.7048	3518.8322	2108.7651	3471.7796
9206	83252.2192	-37202.7159	3518.8322	2108.7651	3472.1533
9207	83261.3795	-37206.7270	3518.8322	2108.7651	3472.5271
9208	83270.5398	-37210.7382	3518.8322	2108.7651	3472.9009
9209	83279.7001	-37214.7493	3518.8322	2108.7651	3473.2747
9210	83288.8604	-37218.7604	3518.8322	2108.7651	3473.6485
9211	83298.0207	-37222.7715	3518.8322	2108.7651	3474.0223
9212	83307.1810	-37226.7826	3518.8322	2108.7651	3474.3960
9213	83316.3413	-37230.7937	3518.8322	2108.7651	3474.7698
9214	83325.5016	-37234.8048	3518.8322	2108.7651	3475.1436
9215	83334.6619	-37238.8159	3518.8322	2108.7651	3475.5174
9216	83343.8222	-37242.8270	3518.8322	2108.7651	3475.8912
9217	83352.9825	-37246.8382	3518.8322	2108.7651	3476.2650
9218	83362.1427	-37250.8493	3518.8322	2108.7651	3476.6388
9219	83371.3030	-37254.8604	3518.8322	2108.7651	3477.0125
9220	83380.4633	-37258.8715	3518.8322	2108.7651	3477.3863
9221	83389.6236	-37262.8826	3518.8322	2108.7651	3477.7601
9222	83398.7839	-37266.8937	3518.8322	2108.7651	3478.1339
9223	83407.9442	-37270.9048	3518.8322	2108.7651	3478.5077
9224	83417.1045	-37274.9159	3518.8322	2108.7651	3478.8815
9225	83426.2648	-37278.9270	3518.8322	2108.7651	3479.2553
9226	83435.4251	-37282.9382	3518.8322	2108.7651	3479.6290
9227	83444.5854	-37286.9493	3518.8322	2108.7651	3480.0028
9228	83453.7457	-37290.9604	3518.8322	2108.7651	3480.3766
9229	83462.9060	-37294.9715	3518.8322	2108.7651	3480.7504
9230	83472.0663	-37298.9826	3518.8322	2108.7651	3481.1242
9231	83481.2266	-37302.9937	3518.8322	2108.7651	3481.4980
9232	83490.3869	-37307.0048	3518.8322	2108.7651	3481.8718
9233	83499.5472	-37311.0159	3518.8322	2108.7651	3482.2455
9234	83508.7075	-37315.0270	3518.8322	2108.7651	3482.6193
9235	83517.8678	-37319.0382	3518.8322	2108.7651	3482.9931
9236	83527.0280	-37323.0493	3518.8322	2108.7651	3483.3669
9237	83536.1883	-37327.0604	3518.8322	2108.7651	3483.7407
9238	83545.3486	-37331.0715	3518.8322	2108.7651	3484.1145
9239	83554.5089	-37335.0826	3518.8322	2108.7651	3484.4882
9240	83563.6692	-37339.0937	3518.8322	2108.7651	3484.8620
9241	83572.8295	-37343.1048	3518.8322	2108.7651	3485.2358
9242	83581.9898	-37347.1159	3518.8322	2108.7651	3485.6096
9243	83591.1501	-37351.1270	3518.8322	2108.7651	3485.9834
9244	83600.3104	-37355.1381	3518.8322	2108.7651	3486.3572
