calc_step	x	y	z	R	time
5808	52125.5396	-23572.9612	3518.8322	2108.7651	2202.0318
5809	52134.6999	-23576.9723	3518.8322	2108.7651	2202.4056
5810	52143.8601	-23580.9835	3518.8322	2108.7651	2202.7793
5811	52153.0204	-23584.9946	3518.8322	2108.7651	2203.1531
5812	52162.1807	-23589.0057	3518.8322	2108.7651	2203.5269
5813	52171.3410	-23593.0168	3518.8322	2108.7651	2203.9007
5814	52180.5013	-23597.0279	3518.8322	2108.7651	2204.2745
5815	52189.6616	-23601.0390	3518.8322	2108.7651	2204.6483
5816	52198.8219	-23605.0501	3518.8322	2108.7651	2205.0221
5817	52207.9822	-23609.0612	3518.8322	2108.7651	2205.3958
5818	52217.1425	-23613.0723	3518.8322	2108.7651	2205.7696
5819	52226.3028	-23617.0834	3518.8322	2108.7651	2206.1434
5820	52235.4631	-23621.0946	3518.8322	2108.7651	2206.5172
5821	52244.6234	-23625.1057	3518.8322	2108.7651	2206.8910
5822	52253.7837	-23629.1168	3518.8322	2108.7651	2207.2648
5823	52262.9440	-23633.1279	3518.8322	2108.7651	2207.6386
5824	52272.1043	-23637.1390	3518.8322	2108.7651	2208.0123
5825	52281.2646	-23641.1501	3518.8322	2108.7651	2208.3861
5826	52290.4249	-23645.1612	3518.8322	2108.7651	2208.7599
5827	52299.5851	-23649.1723	3518.8322	2108.7651	2209.1337
5828	52308.7454	-23653.1834	3518.8322	2108.7651	2209.5075
5829	52317.9057	-23657.1946	3518.8322	2108.7651	2209.8813
5830	52327.0660	-23661.2057	3518.8322	2108.7651	2210.2550
5831	52336.2263	-23665.2168	3518.8322	2108.7651	2210.6288
5832	52345.3866	-23669.2279	3518.8322	2108.7651	2211.0026
5833	52354.5469	-23673.2390	3518.8322	2108.7651	2211.3764
5834	52363.7072	-23677.2501	3518.8322	2108.7651	2211.7502
5835	52372.8675	-23681.2612	3518.8322	2108.7651	2212.1240
5836	52382.0278	-23685.2723	3518.8322	2108.7651	2212.4978
5837	52391.1881	-23689.2834	3518.8322	2108.7651	2212.8715
5838	52400.3484	-23693.2946	3518.8322	2108.7651	2213.2453
5839	52409.5087	-23697.3057	3518.8322	2108.7651	2213.6191
5840	52418.6690	-23701.3168	3518.8322	2108.7651	2213.9929
5841	52427.8293	-23705.3279	3518.8322	2108.7651	2214.3667
5842	52436.9896	-23709.3390	3518.8322	2108.7651	2214.7405
5843	52446.1499	-23713.3501	3518.8322	2108.7651	2215.1143
5844	52455.3102	-23717.3612	3518.8322	2108.7651	2215.4880
5845	52464.4704	-23721.3723	3518.8322	2108.7651	2215.8618
5846	52473.6307	-23725.3834	3518.8322	2108.7651	2216.2356
5847	52482.7910	-23729.3946	3518.8322	2108.7651	2216.6094
5848	52491.9513	-23733.4057	3518.8322	2108.7651	2216.9832
5849	52501.1116	-23737.4168	3518.8322	2108.7651	2217.3570
5850	52510.2719	-23741.4279	3518.8322	2108.7651	2217.7307
5851	52519.4322	-23745.4390	3518.8322	2108.7651	2218.1045
5852	52528.5925	-23749.4501	3518.8322	2108.7651	2218.4783
5853	52537.7528	-23753.4612	3518.8322	2108.7651	2218.8521
5854	52546.9131	-23757.4723	3518.8322	2108.7651	2219.2259
5855	52556.0734	-23761.4834	3518.8322	2108.7651	2219.5997
5856	52565.2337	-23765.4946	3518.8322	2108.7651	2219.9735
5857	52574.3940	-23769.5057	3518.8322	2108.7651	2220.3472
5858	52583.5543	-23773.5168	3518.8322	2108.7651	2220.7210
5859	52592.7146	-23777.5279	3518.8322	2108.7651	2221.0948
5860	52601.8749	-23781.5390	3518.8322	2108.7651	2221.4686
5861	52611.0352	-23785.5501	3518.8322	2108.7651	2221.8424
5862	52620.1954	-23789.5612	3518.8322	2108.7651	2222.2162
5863	52629.3557	-23793.5723	3518.8322	2108.7651	2222.5900
5864	52638.5160	-23797.5834	3518.8322	2108.7651	2222.9637
5865	52647.6763	-23801.5945	3518.8322	2108.7651	2223.3375
5866	52656.8366	-23805.6057	3518.8322	2108.7651	2223.7113
5867	52665.9969	-23809.6168	3518.8322	2108.7651	2224.0851
5868	52675.1572	-23813.6279	3518.8322	2108.7651	2224.4589
5869	52684.3175	-23817.6390	3518.8322	2108.7651	2224.8327
5870	52693.4778	-23821.6501	3518.8322	2108.7651	2225.2065
5871	52702.6381	-23825.6612	3518.8322	2108.7651	2225.5802
5872	52711.7984	-23829.6723	3518.8322	2108.7651	2225.9540
5873	52720.9587	-23833.6834	3518.8322	2108.7651	2226.3278
5874	52730.1190	-23837.6945	3518.8322	2108.7651	2226.7016
5875	52739.2793	-23841.7057	3518.8322	2108.7651	2227.0754
5876	52748.4396	-23845.7168	3518.8322	2108.7651	2227.4492
5877	52757.5999	-23849.7279	3518.8322	2108.7651	2227.8229
5878	52766.7602	-23853.7390	3518.8322	2108.7651	2228.1967
5879	52775.9204	-23857.7501	3518.8322	2108.7651	2228.5705
5880	52785.0807	-23861.7612	3518.8322	2108.7651	2228.9443
5881	52794.2410	-23865.7723	3518.8322	2108.7651	2229.3181
5882	52803.4013	-23869.7834	3518.8322	2108.7651	2229.6919
5883	52812.5616	-23873.7945	3518.8322	2108.7651	2230.0657
5884	52821.7219	-23877.8057	3518.8322	2108.7651	2230.4394
5885	52830.8822	-23881.8168	3518.8322	2108.7651	2230.8132
5886	52840.0425	-23885.8279	3518.8322	2108.7651	2231.1870
5887	52849.2028	-23889.8390	3518.8322	2108.7651	2231.5608
5888	52858.3631	-23893.8501	3518.8322	2108.7651	2231.9346
5889	52867.5234	-23897.8612	3518.8322	2108.7651	2232.3084
5890	52876.6837	-23901.8723	3518.8322	2108.7651	2232.6822
5891	52885.8440	-23905.8834	3518.8322	2108.7651	2233.0559
5892	52895.0043	-23909.8945	3518.8322	2108.7651	2233.4297
5893	52904.1646	-23913.9057	3518.8322	2108.7651	2233.8035
5894	52913.3249	-23917.9168	3518.8322	2108.7651	2234.1773
5895	52922.4852	-23921.9279	3518.8322	2108.7651	2234.5511
5896	52931.6454	-23925.9390	3518.8322	2108.7651	2234.9249
5897	52940.8057	-23929.9501	3518.8322	2108.7651	2235.2986
5898	52949.9660	-23933.9612	3518.8322	2108.7651	2235.6724
5899	52959.1263	-23937.9723	3518.8322	2108.7651	2236.0462
5900	52968.2866	-23941.9834	3518.8322	2108.7651	2236.4200
5901	52977.4469	-23945.9945	3518.8322	2108.7651	2236.7938
5902	52986.6072	-23950.0057	3518.8322	2108.7651	2237.1676
5903	52995.7675	-23954.0168	3518.8322	2108.7651	2237.5414
5904	53004.9278	-23958.0279	3518.8322	2108.7651	2237.9151
5905	53014.0881	-23962.0390	3518.8322	2108.7651	2238.2889
5906	53023.2484	-23966.0501	3518.8322	2108.7651	2238.6627
5907	53032.4087	-23970.0612	3518.8322	2108.7651	2239.0365
5908	53041.5690	-23974.0723	3518.8322	2108.7651	2239.4103
5909	53050.7293	-23978.0834	3518.8322	2108.7651	2239.7841
5910	53059.8896	-23982.0945	3518.8322	2108.7651	2240.1579
5911	53069.0499	-23986.1056	3518.8322	2108.7651	2240.5316
5912	53078.2102	-23990.1168	3518.8322	2108.7651	2240.9054
5913	53087.3704	-23994.1279	3518.8322	2108.7651	2241.2792
5914	53096.5307	-23998.1390	3518.8322	2108.7651	2241.6530
5915	53105.6910	-24002.1501	3518.8322	2108.7651	2242.0268
5916	53114.8513	-24006.1612	3518.8322	2108.7651	2242.4006
5917	53124.0116	-24010.1723	3518.8322	2108.7651	2242.7743
5918	53133.1719	-24014.1834	3518.8322	2108.7651	2243.1481
5919	53142.3322	-24018.1945	3518.8322	2108.7651	2243.5219
5920	53151.4925	-24022.2056	3518.8322	2108.7651	2243.8957
5921	53160.6528	-24026.2168	3518.8322	2108.7651	2244.2695
5922	53169.8131	-24030.2279	3518.8322	2108.7651	2244.6433
5923	53178.9734	-24034.2390	3518.8322	2108.7651	2245.0171
5924	53188.1337	-24038.2501	3518.8322	2108.7651	2245.3908
5925	53197.2940	-24042.2612	3518.8322	2108.7651	2245.7646
5926	53206.4543	-24046.2723	3518.8322	2108.7651	2246.1384
5927	53215.6146	-24050.2834	3518.8322	2108.7651	2246.5122
5928	53224.7749	-24054.2945	3518.8322	2108.7651	2246.8860
5929	53233.9352	-24058.3056	3518.8322	2108.7651	2247.2598
5930	53243.0955	-24062.3168	3518.8322	2108.7651	2247.6336
5931	53252.2557	-24066.3279	3518.8322	2108.7651	2248.0073
5932	53261.4160	-24070.3390	3518.8322	2108.7651	2248.3811
5933	53270.5763	-24074.3501	3518.8322	2108.7651	2248.7549
5934	53279.7366	-24078.3612	3518.8322	2108.7651	2249.1287
5935	53288.8969	-24082.3723	3518.8322	2108.7651	2249.5025
5936	53298.0572	-24086.3834	3518.8322	2108.7651	2249.8763
5937	53307.2175	-24090.3945	3518.8322	2108.7651	2250.2500
5938	53316.3778	-24094.4056	3518.8322	2108.7651	2250.6238
5939	53325.5381	-24098.4168	3518.8322	2108.7651	2250.9976
5940	53334.6984	-24102.4279	3518.8322	2108.7651	2251.3714
5941	53343.8587	-24106.4390	3518.8322	2108.7651	2251.7452
5942	53353.0190	-24110.4501	3518.8322	2108.7651	2252.1190
5943	53362.1793	-24114.4612	3518.8322	2108.7651	2252.4928
5944	53371.3396	-24118.4723	3518.8322	2108.7651	2252.8665
5945	53380.4999	-24122.4834	3518.8322	2108.7651	2253.2403
5946	53389.6602	-24126.4945	3518.8322	2108.7651	2253.6141
5947	53398.8205	-24130.5056	3518.8322	2108.7651	2253.9879
5948	53407.9807	-24134.5168	3518.8322	2108.7651	2254.3617
5949	53417.1410	-24138.5279	3518.8322	2108.7651	2254.7355
5950	53426.3013	-24142.5390	3518.8322	2108.7651	2255.1093
5951	53435.4616	-24146.5501	3518.8322	2108.7651	2255.4830
5952	53444.6219	-24150.5612	3518.8322	2108.7651	2255.8568
5953	53453.7822	-24154.5723	3518.8322	2108.7651	2256.2306
5954	53462.9425	-24158.5834	3518.8322	2108.7651	2256.6044
5955	53472.1028	-24162.5945	3518.8322	2108.7651	2256.9782
5956	53481.2631	-24166.6056	3518.8322	2108.7651	2257.3520
5957	53490.4234	-24170.6167	3518.8322	2108.7651	2257.7257
5958	53499.5837	-24174.6279	3518.8322	2108.7651	2258.0995
5959	53508.7440	-24178.6390	3518.8322	2108.7651	2258.4733
5960	53517.9043	-24182.6501	3518.8322	2108.7651	2258.8471
5961	53527.0646	-24186.6612	3518.8322	2108.7651	2259.2209
5962	53536.2249	-24190.6723	3518.8322	2108.7651	2259.5947
5963	53545.3852	-24194.6834	3518.8322	2108.7651	2259.9685
5964	53554.5455	-24198.6945	3518.8322	2108.7651	2260.3422
5965	53563.7057	-24202.7056	3518.8322	2108.7651	2260.7160
5966	53572.8660	-24206.7167	3518.8322	2108.7651	2261.0898
5967	53582.0263	-24210.7279	3518.8322	2108.7651	2261.4636
5968	53591.1866	-24214.7390	3518.8322	2108.7651	2261.8374
5969	53600.3469	-24218.7501	3518.8322	2108.7651	2262.2112
5970	53609.5072	-24222.7612	3518.8322	2108.7651	2262.5850
5971	53618.6675	-24226.7723	3518.8322	2108.7651	2262.9587
5972	53627.8278	-24230.7834	3518.8322	2108.7651	2263.3325
5973	53636.9881	-24234.7945	3518.8322	2108.7651	2263.7063
5974	53646.1484	-24238.8056	3518.8322	2108.7651	2264.0801
5975	53655.3087	-24242.8167	3518.8322	2108.7651	2264.4539
5976	53664.4690	-24246.8279	3518.8322	2108.7651	2264.8277
5977	53673.6293	-24250.8390	3518.8322	2108.7651	2265.2014
5978	53682.7896	-24254.8501	3518.8322	2108.7651	2265.5752
5979	53691.9499	-24258.8612	3518.8322	2108.7651	2265.9490
5980	53701.1102	-24262.8723	3518.8322	2108.7651	2266.3228
5981	53710.2705	-24266.8834	3518.8322	2108.7651	2266.6966
5982	53719.4307	-24270.8945	3518.8322	2108.7651	2267.0704
5983	53728.5910	-24274.9056	3518.8322	2108.7651	2267.4442
5984	53737.7513	-24278.9167	3518.8322	2108.7651	2267.8179
5985	53746.9116	-24282.9279	3518.8322	2108.7651	2268.1917
5986	53756.0719	-24286.9390	3518.8322	2108.7651	2268.5655
5987	53765.2322	-24290.9501	3518.8322	2108.7651	2268.9393
5988	53774.3925	-24294.9612	3518.8322	2108.7651	2269.3131
5989	53783.5528	-24298.9723	3518.8322	2108.7651	2269.6869
5990	53792.7131	-24302.9834	3518.8322	2108.7651	2270.0607
5991	53801.8734	-24306.9945	3518.8322	2108.7651	2270.4344
5992	53811.0337	-24311.0056	3518.8322	2108.7651	2270.8082
5993	53820.1940	-24315.0167	3518.8322	2108.7651	2271.1820
5994	53829.3543	-24319.0279	3518.8322	2108.7651	2271.5558
5995	53838.5146	-24323.0390	3518.8322	2108.7651	2271.9296
5996	53847.6749	-24327.0501	3518.8322	2108.7651	2272.3034
5997	53856.8352	-24331.0612	3518.8322	2108.7651	2272.6772
5998	53865.9955	-24335.0723	3518.8322	2108.7651	2273.0509
5999	53875.1557	-24339.0834	3518.8322	2108.7651	2273.4247
6000	53884.3160	-24343.0945	3518.8322	2108.7651	2273.7985
6001	53893.4763	-24347.1056	3518.8322	2108.7651	2274.1723
6002	53902.6366	-24351.1167	3518.8322	2108.7651	2274.5461
6003	53911.7969	-24355.1278	3518.8322	2108.7651	2274.9199
6004	53920.9572	-24359.1390	3518.8322	2108.7651	2275.2936
6005	53930.1175	-24363.1501	3518.8322	2108.7651	2275.6674
6006	53939.2778	-24367.1612	3518.8322	2108.7651	2276.0412
6007	53948.4381	-24371.1723	3518.8322	2108.7651	2276.4150
6008	53957.5984	-24375.1834	3518.8322	2108.7651	2276.7888
6009	53966.7587	-24379.1945	3518.8322	2108.7651	2277.1626
6010	53975.9190	-24383.2056	3518.8322	2108.7651	2277.5364
6011	53985.0793	-24387.2167	3518.8322	2108.7651	2277.9101
6012	53994.2396	-24391.2278	3518.8322	2108.7651	2278.2839
6013	54003.3999	-24395.2390	3518.8322	2108.7651	2278.6577
6014	54012.5602	-24399.2501	3518.8322	2108.7651	2279.0315
6015	54021.7205	-24403.2612	3518.8322	2108.7651	2279.4053
6016	54030.8808	-24407.2723	3518.8322	2108.7651	2279.7791
6017	54040.0410	-24411.2834	3518.8322	2108.7651	2280.1529
6018	54049.2013	-24415.2945	3518.8322	2108.7651	2280.5266
6019	54058.3616	-24419.3056	3518.8322	2108.7651	2280.9004
6020	54067.5219	-24423.3167	3518.8322	2108.7651	2281.2742
6021	54076.6822	-24427.3278	3518.8322	2108.7651	2281.6480
6022	54085.8425	-24431.3390	3518.8322	2108.7651	2282.0218
6023	54095.0028	-24435.3501	3518.8322	2108.7651	2282.3956
6024	54104.1631	-24439.3612	3518.8322	2108.7651	2282.7693
6025	54113.3234	-24443.3723	3518.8322	2108.7651	2283.1431
6026	54122.4837	-24447.3834	3518.8322	2108.7651	2283.5169
6027	54131.6440	-24451.3945	3518.8322	2108.7651	2283.8907
6028	54140.8043	-24455.4056	3518.8322	2108.7651	2284.2645
6029	54149.9646	-24459.4167	3518.8322	2108.7651	2284.6383
6030	54159.1249	-24463.4278	3518.8322	2108.7651	2285.0121
6031	54168.2852	-24467.4390	3518.8322	2108.7651	2285.3858
6032	54177.4455	-24471.4501	3518.8322	2108.7651	2285.7596
6033	54186.6058	-24475.4612	3518.8322	2108.7651	2286.1334
6034	54195.7660	-24479.4723	3518.8322	2108.7651	2286.5072
6035	54204.9263	-24483.4834	3518.8322	2108.7651	2286.8810
6036	54214.0866	-24487.4945	3518.8322	2108.7651	2287.2548
6037	54223.2469	-24491.5056	3518.8322	2108.7651	2287.6286
6038	54232.4072	-24495.5167	3518.8322	2108.7651	2288.0023
6039	54241.5675	-24499.5278	3518.8322	2108.7651	2288.3761
6040	54250.7278	-24503.5390	3518.8322	2108.7651	2288.7499
6041	54259.8881	-24507.5501	3518.8322	2108.7651	2289.1237
6042	54269.0484	-24511.5612	3518.8322	2108.7651	2289.4975
6043	54278.2087	-24515.5723	3518.8322	2108.7651	2289.8713
6044	54287.3690	-24519.5834	3518.8322	2108.7651	2290.2450
6045	54296.5293	-24523.5945	3518.8322	2108.7651	2290.6188
6046	54305.6896	-24527.6056	3518.8322	2108.7651	2290.9926
6047	54314.8499	-24531.6167	3518.8322	2108.7651	2291.3664
6048	54324.0102	-24535.6278	3518.8322	2108.7651	2291.7402
6049	54333.1705	-24539.6389	3518.8322	2108.7651	2292.1140
6050	54342.3308	-24543.6501	3518.8322	2108.7651	2292.4878
6051	54351.4910	-24547.6612	3518.8322	2108.7651	2292.8615
6052	54360.6513	-24551.6723	3518.8322	2108.7651	2293.2353
6053	54369.8116	-24555.6834	3518.8322	2108.7651	2293.6091
6054	54378.9719	-24559.6945	3518.8322	2108.7651	2293.9829
6055	54388.1322	-24563.7056	3518.8322	2108.7651	2294.3567
6056	54397.2925	-24567.7167	3518.8322	2108.7651	2294.7305
6057	54406.4528	-24571.7278	3518.8322	2108.7651	2295.1043
6058	54415.6131	-24575.7389	3518.8322	2108.7651	2295.4780
6059	54424.7734	-24579.7501	3518.8322	2108.7651	2295.8518
6060	54433.9337	-24583.7612	3518.8322	2108.7651	2296.2256
6061	54443.0940	-24587.7723	3518.8322	2108.7651	2296.5994
6062	54452.2543	-24591.7834	3518.8322	2108.7651	2296.9732
6063	54461.4146	-24595.7945	3518.8322	2108.7651	2297.3470
6064	54470.5749	-24599.8056	3518.8322	2108.7651	2297.7207
6065	54479.7352	-24603.8167	3518.8322	2108.7651	2298.0945
6066	54488.8955	-24607.8278	3518.8322	2108.7651	2298.4683
6067	54498.0558	-24611.8389	3518.8322	2108.7651	2298.8421
6068	54507.2160	-24615.8501	3518.8322	2108.7651	2299.2159
6069	54516.3763	-24619.8612	3518.8322	2108.7651	2299.5897
6070	54525.5366	-24623.8723	3518.8322	2108.7651	2299.9635
6071	54534.6969	-24627.8834	3518.8322	2108.7651	2300.3372
6072	54543.8572	-24631.8945	3518.8322	2108.7651	2300.7110
6073	54553.0175	-24635.9056	3518.8322	2108.7651	2301.0848
6074	54562.1778	-24639.9167	3518.8322	2108.7651	2301.4586
6075	54571.3381	-24643.9278	3518.8322	2108.7651	2301.8324
6076	54580.4984	-24647.9389	3518.8322	2108.7651	2302.2062
6077	54589.6587	-24651.9501	3518.8322	2108.7651	2302.5800
6078	54598.8190	-24655.9612	3518.8322	2108.7651	2302.9537
6079	54607.9793	-24659.9723	3518.8322	2108.7651	2303.3275
6080	54617.1396	-24663.9834	3518.8322	2108.7651	2303.7013
6081	54626.2999	-24667.9945	3518.8322	2108.7651	2304.0751
6082	54635.4602	-24672.0056	3518.8322	2108.7651	2304.4489
6083	54644.6205	-24676.0167	3518.8322	2108.7651	2304.8227
6084	54653.7808	-24680.0278	3518.8322	2108.7651	2305.1964
6085	54662.9411	-24684.0389	3518.8322	2108.7651	2305.5702
6086	54672.1013	-24688.0500	3518.8322	2108.7651	2305.9440
6087	54681.2616	-24692.0612	3518.8322	2108.7651	2306.3178
6088	54690.4219	-24696.0723	3518.8322	2108.7651	2306.6916
6089	54699.5822	-24700.0834	3518.8322	2108.7651	2307.0654
6090	54708.7425	-24704.0945	3518.8322	2108.7651	2307.4392
6091	54717.9028	-24708.1056	3518.8322	2108.7651	2307.8129
6092	54727.0631	-24712.1167	3518.8322	2108.7651	2308.1867
6093	54736.2234	-24716.1278	3518.8322	2108.7651	2308.5605
6094	54745.3837	-24720.1389	3518.8322	2108.7651	2308.9343
6095	54754.5440	-24724.1500	3518.8322	2108.7651	2309.3081
6096	54763.7043	-24728.1612	3518.8322	2108.7651	2309.6819
6097	54772.8646	-24732.1723	3518.8322	2108.7651	2310.0557
6098	54782.0249	-24736.1834	3518.8322	2108.7651	2310.4294
6099	54791.1852	-24740.1945	3518.8322	2108.7651	2310.8032
6100	54800.3455	-24744.2056	3518.8322	2108.7651	2311.1770
6101	54809.5058	-24748.2167	3518.8322	2108.7651	2311.5508
6102	54818.6661	-24752.2278	3518.8322	2108.7651	2311.9246
6103	54827.8263	-24756.2389	3518.8322	2108.7651	2312.2984
6104	54836.9866	-24760.2500	3518.8322	2108.7651	2312.6721
6105	54846.1469	-24764.2612	3518.8322	2108.7651	2313.0459
6106	54855.3072	-24768.2723	3518.8322	2108.7651	2313.4197
6107	54864.4675	-24772.2834	3518.8322	2108.7651	2313.7935
6108	54873.6278	-24776.2945	3518.8322	2108.7651	2314.1673
6109	54882.7881	-24780.3056	3518.8322	2108.7651	2314.5411
6110	54891.9484	-24784.3167	3518.8322	2108.7651	2314.9149
6111	54901.1087	-24788.3278	3518.8322	2108.7651	2315.2886
6112	54910.2690	-24792.3389	3518.8322	2108.7651	2315.6624
6113	54919.4293	-24796.3500	3518.8322	2108.7651	2316.0362
6114	54928.5896	-24800.3612	3518.8322	2108.7651	2316.4100
6115	54937.7499	-24804.3723	3518.8322	2108.7651	2316.7838
6116	54946.9102	-24808.3834	3518.8322	2108.7651	2317.1576
6117	54956.0705	-24812.3945	3518.8322	2108.7651	2317.5314
6118	54965.2308	-24816.4056	3518.8322	2108.7651	2317.9051
6119	54974.3911	-24820.4167	3518.8322	2108.7651	2318.2789
6120	54983.5513	-24824.4278	3518.8322	2108.7651	2318.6527
6121	54992.7116	-24828.4389	3518.8322	2108.7651	2319.0265
6122	55001.8719	-24832.4500	3518.8322	2108.7651	2319.4003
6123	55011.0322	-24836.4612	3518.8322	2108.7651	2319.7741
6124	55020.1925	-24840.4723	3518.8322	2108.7651	2320.1479
6125	55029.3528	-24844.4834	3518.8322	2108.7651	2320.5216
6126	55038.5131	-24848.4945	3518.8322	2108.7651	2320.8954
6127	55047.6734	-24852.5056	3518.8322	2108.7651	2321.2692
6128	55056.8337	-24856.5167	3518.8322	2108.7651	2321.6430
6129	55065.9940	-24860.5278	3518.8322	2108.7651	2322.0168
6130	55075.1543	-24864.5389	3518.8322	2108.7651	2322.3906
6131	55084.3146	-24868.5500	3518.8322	2108.7651	2322.7643
6132	55093.4749	-24872.5611	3518.8322	2108.7651	2323.1381
6133	55102.6352	-24876.5723	3518.8322	2108.7651	2323.5119
6134	55111.7955	-24880.5834	3518.8322	2108.7651	2323.8857
6135	55120.9558	-24884.5945	3518.8322	2108.7651	2324.2595
6136	55130.1161	-24888.6056	3518.8322	2108.7651	2324.6333
6137	55139.2763	-24892.6167	3518.8322	2108.7651	2325.0071
6138	55148.4366	-24896.6278	3518.8322	2108.7651	2325.3808
6139	55157.5969	-24900.6389	3518.8322	2108.7651	2325.7546
6140	55166.7572	-24904.6500	3518.8322	2108.7651	2326.1284
6141	55175.9175	-24908.6611	3518.8322	2108.7651	2326.5022
6142	55185.0778	-24912.6723	3518.8322	2108.7651	2326.8760
6143	55194.2381	-24916.6834	3518.8322	2108.7651	2327.2498
6144	55203.3984	-24920.6945	3518.8322	2108.7651	2327.6236
6145	55212.5587	-24924.7056	3518.8322	2108.7651	2327.9973
6146	55221.7190	-24928.7167	3518.8322	2108.7651	2328.3711
6147	55230.8793	-24932.7278	3518.8322	2108.7651	2328.7449
6148	55240.0396	-24936.7389	3518.8322	2108.7651	2329.1187
6149	55249.1999	-24940.7500	3518.8322	2108.7651	2329.4925
6150	55258.3602	-24944.7611	3518.8322	2108.7651	2329.8663
6151	55267.5205	-24948.7723	3518.8322	2108.7651	2330.2400
6152	55276.6808	-24952.7834	3518.8322	2108.7651	2330.6138
6153	55285.8411	-24956.7945	3518.8322	2108.7651	2330.9876
6154	55295.0013	-24960.8056	3518.8322	2108.7651	2331.3614
6155	55304.1616	-24964.8167	3518.8322	2108.7651	2331.7352
6156	55313.3219	-24968.8278	3518.8322	2108.7651	2332.1090
6157	55322.4822	-24972.8389	3518.8322	2108.7651	2332.4828
6158	55331.6425	-24976.8500	3518.8322	2108.7651	2332.8565
6159	55340.8028	-24980.8611	3518.8322	2108.7651	2333.2303
6160	55349.9631	-24984.8723	3518.8322	2108.7651	2333.6041
6161	55359.1234	-24988.8834	3518.8322	2108.7651	2333.9779
6162	55368.2837	-24992.8945	3518.8322	2108.7651	2334.3517
6163	55377.4440	-24996.9056	3518.8322	2108.7651	2334.7255
6164	55386.6043	-25000.9167	3518.8322	2108.7651	2335.0993
6165	55395.7646	-25004.9278	3518.8322	2108.7651	2335.4730
6166	55404.9249	-25008.9389	3518.8322	2108.7651	2335.8468
6167	55414.0852	-25012.9500	3518.8322	2108.7651	2336.2206
6168	55423.2455	-25016.9611	3518.8322	2108.7651	2336.5944
6169	55432.4058	-25020.9723	3518.8322	2108.7651	2336.9682
6170	55441.5661	-25024.9834	3518.8322	2108.7651	2337.3420
6171	55450.7264	-25028.9945	3518.8322	2108.7651	2337.7157
6172	55459.8866	-25033.0056	3518.8322	2108.7651	2338.0895
6173	55469.0469	-25037.0167	3518.8322	2108.7651	2338.4633
6174	55478.2072	-25041.0278	3518.8322	2108.7651	2338.8371
6175	55487.3675	-25045.0389	3518.8322	2108.7651	2339.2109
6176	55496.5278	-25049.0500	3518.8322	2108.7651	2339.5847
6177	55505.6881	-25053.0611	3518.8322	2108.7651	2339.9585
6178	55514.8484	-25057.0722	3518.8322	2108.7651	2340.3322
6179	55524.0087	-25061.0834	3518.8322	2108.7651	2340.7060
6180	55533.1690	-25065.0945	3518.8322	2108.7651	2341.0798
6181	55542.3293	-25069.1056	3518.8322	2108.7651	2341.4536
6182	55551.4896	-25073.1167	3518.8322	2108.7651	2341.8274
6183	55560.6499	-25077.1278	3518.8322	2108.7651	2342.2012
6184	55569.8102	-25081.1389	3518.8322	2108.7651	2342.5750
6185	55578.9705	-25085.1500	3518.8322	2108.7651	2342.9487
6186	55588.1308	-25089.1611	3518.8322	2108.7651	2343.3225
6187	55597.2911	-25093.1722	3518.8322	2108.7651	2343.6963
6188	55606.4514	-25097.1834	3518.8322	2108.7651	2344.0701
6189	55615.6116	-25101.1945	3518.8322	2108.7651	2344.4439
6190	55624.7719	-25105.2056	3518.8322	2108.7651	2344.8177
6191	55633.9322	-25109.2167	3518.8322	2108.7651	2345.1914
6192	55643.0925	-25113.2278	3518.8322	2108.7651	2345.5652
6193	55652.2528	-25117.2389	3518.8322	2108.7651	2345.9390
6194	55661.4131	-25121.2500	3518.8322	2108.7651	2346.3128
6195	55670.5734	-25125.2611	3518.8322	2108.7651	2346.6866
6196	55679.7337	-25129.2722	3518.8322	2108.7651	2347.0604
6197	55688.8940	-25133.2834	3518.8322	2108.7651	2347.4342
6198	55698.0543	-25137.2945	3518.8322	2108.7651	2347.8079
6199	55707.2146	-25141.3056	3518.8322	2108.7651	2348.1817
6200	55716.3749	-25145.3167	3518.8322	2108.7651	2348.5555
6201	55725.5352	-25149.3278	3518.8322	2108.7651	2348.9293
6202	55734.6955	-25153.3389	3518.8322	2108.7651	2349.3031
6203	55743.8558	-25157.3500	3518.8322	2108.7651	2349.6769
6204	55753.0161	-25161.3611	3518.8322	2108.7651	2350.0507
6205	55762.1764	-25165.3722	3518.8322	2108.7651	2350.4244
6206	55771.3366	-25169.3834	3518.8322	2108.7651	2350.7982
6207	55780.4969	-25173.3945	3518.8322	2108.7651	2351.1720
6208	55789.6572	-25177.4056	3518.8322	2108.7651	2351.5458
6209	55798.8175	-25181.4167	3518.8322	2108.7651	2351.9196
6210	55807.9778	-25185.4278	3518.8322	2108.7651	2352.2934
6211	55817.1381	-25189.4389	3518.8322	2108.7651	2352.6671
6212	55826.2984	-25193.4500	3518.8322	2108.7651	2353.0409
6213	55835.4587	-25197.4611	3518.8322	2108.7651	2353.4147
6214	55844.6190	-25201.4722	3518.8322	2108.7651	2353.7885
6215	55853.7793	-25205.4834	3518.8322	2108.7651	2354.1623
6216	55862.9396	-25209.4945	3518.8322	2108.7651	2354.5361
6217	55872.0999	-25213.5056	3518.8322	2108.7651	2354.9099
6218	55881.2602	-25217.5167	3518.8322	2108.7651	2355.2836
