s	phi4.0	phi3.9	phi3.8	phi3.7	phi3.6	phi3.5	phi3.4	phi3.3	phi3.2	phi3.1
31	7985.2687	10083.6687	12696.3929	15938.5166	19947.5794	24886.9484	30949.3354	38360.3223	47381.6769	58314.1379
32	7980.4784	10076.7204	12686.3439	15924.0266	19926.7494	24857.0986	30906.6982	38299.6234	47295.5648	58192.4143
33	7975.6910	10069.7770	12676.3029	15909.5497	19905.9413	24827.2846	30864.1198	38239.0205	47209.6093	58070.9448
34	7970.9065	10062.8383	12666.2699	15895.0860	19885.1548	24797.5064	30821.6000	38178.5135	47123.8099	57949.7288
35	7966.1248	10055.9044	12656.2447	15880.6355	19864.3900	24767.7638	30779.1387	38118.1023	47038.1665	57828.7659
36	7961.3461	10048.9753	12646.2276	15866.1981	19843.6470	24738.0570	30736.7360	38057.7866	46952.6787	57708.0554
37	7956.5701	10042.0509	12636.2183	15851.7738	19822.9256	24708.3857	30694.3917	37997.5664	46867.3463	57587.5969
38	7951.7971	10035.1313	12626.2170	15837.3627	19802.2258	24678.7501	30652.1057	37937.4415	46782.1689	57467.3899
39	7947.0269	10028.2165	12616.2236	15822.9646	19781.5476	24649.1500	30609.8780	37877.4117	46697.1464	57347.4338
40	7942.2596	10021.3065	12606.2381	15808.5796	19760.8911	24619.5854	30567.7085	37817.4769	46612.2784	57227.7280
41	7937.4951	10014.4012	12596.2604	15794.2077	19740.2561	24590.0562	30525.5970	37757.6369	46527.5646	57108.2722
42	7932.7335	10007.5007	12586.2907	15779.8489	19719.6427	24560.5625	30483.5436	37697.8916	46443.0048	56989.0657
43	7927.9747	10000.6049	12576.3289	15765.5031	19699.0507	24531.1042	30441.5481	37638.2409	46358.5987	56870.1080
44	7923.2188	9993.7139	12566.3750	15751.1704	19678.4803	24501.6812	30399.6105	37578.6845	46274.3460	56751.3986
45	7918.4658	9986.8276	12556.4289	15736.8507	19657.9314	24472.2934	30357.7306	37519.2224	46190.2464	56632.9371
46	7913.7156	9979.9461	12546.4908	15722.5440	19637.4039	24442.9410	30315.9084	37459.8544	46106.2996	56514.7227
47	7908.9683	9973.0693	12536.5605	15708.2503	19616.8979	24413.6237	30274.1439	37400.5803	46022.5054	56396.7552
48	7904.2238	9966.1973	12526.6380	15693.9697	19596.4132	24384.3416	30232.4368	37341.4000	45938.8635	56279.0339
49	7899.4821	9959.3300	12516.7234	15679.7020	19575.9500	24355.0946	30190.7873	37282.3134	45855.3736	56161.5583
50	7894.7433	9952.4674	12506.8166	15665.4472	19555.5081	24325.8827	30149.1951	37223.3202	45772.0355	56044.3280
51	7890.0073	9945.6096	12496.9177	15651.2055	19535.0876	24296.7058	30107.6602	37164.4204	45688.8488	55927.3423
52	7885.2742	9938.7565	12487.0267	15636.9766	19514.6884	24267.5640	30066.1825	37105.6138	45605.8132	55810.6008
53	7880.5439	9931.9081	12477.1434	15622.7608	19494.3105	24238.4571	30024.7620	37046.9002	45522.9286	55694.1031
54	7875.8165	9925.0644	12467.2680	15608.5578	19473.9539	24209.3850	29983.3986	36988.2796	45440.1947	55577.8485
55	7871.0919	9918.2254	12457.4004	15594.3677	19453.6185	24180.3479	29942.0921	36929.7517	45357.6111	55461.8365
56	7866.3701	9911.3912	12447.5406	15580.1906	19433.3044	24151.3456	29900.8425	36871.3164	45275.1775	55346.0668
57	7861.6512	9904.5616	12437.6886	15566.0263	19413.0115	24122.3781	29859.6498	36812.9736	45192.8938	55230.5386
58	7856.9351	9897.7368	12427.8444	15551.8750	19392.7398	24093.4453	29818.5138	36754.7231	45110.7597	55115.2517
59	7852.2218	9890.9167	12418.0080	15537.7364	19372.4892	24064.5472	29777.4345	36696.5647	45028.7748	55000.2053
60	7847.5113	9884.1012	12408.1793	15523.6108	19352.2598	24035.6838	29736.4117	36638.4984	44946.9389	54885.3992
61	7842.8037	9877.2905	12398.3585	15509.4980	19332.0515	24006.8550	29695.4455	36580.5240	44865.2518	54770.8326
62	7838.0989	9870.4844	12388.5454	15495.3980	19311.8643	23978.0608	29654.5357	36522.6413	44783.7131	54656.5052
63	7833.3969	9863.6831	12378.7401	15481.3108	19291.6982	23949.3011	29613.6823	36464.8502	44702.3225	54542.4165
64	7828.6977	9856.8864	12368.9426	15467.2364	19271.5532	23920.5759	29572.8852	36407.1505	44621.0800	54428.5659
65	7824.0014	9850.0944	12359.1528	15453.1748	19251.4292	23891.8852	29532.1442	36349.5422	44539.9850	54314.9529
66	7819.3079	9843.3071	12349.3708	15439.1261	19231.3262	23863.2289	29491.4594	36292.0250	44459.0375	54201.5771
67	7814.6172	9836.5245	12339.5965	15425.0900	19211.2442	23834.6069	29450.8307	36234.5988	44378.2370	54088.4380
68	7809.9293	9829.7465	12329.8299	15411.0668	19191.1832	23806.0193	29410.2579	36177.2635	44297.5834	53975.5350
69	7805.2442	9822.9733	12320.0711	15397.0563	19171.1431	23777.4660	29369.7410	36120.0189	44217.0764	53862.8677
70	7800.5619	9816.2046	12310.3200	15383.0585	19151.1239	23748.9469	29329.2799	36062.8649	44136.7157	53750.4356
71	7795.8824	9809.4407	12300.5766	15369.0735	19131.1257	23720.4620	29288.8746	36005.8013	44056.5011	53638.2382
72	7791.2058	9802.6814	12290.8409	15355.1011	19111.1483	23692.0113	29248.5249	35948.8280	43976.4322	53526.2749
73	7786.5319	9795.9268	12281.1129	15341.1415	19091.1918	23663.5947	29208.2308	35891.9449	43896.5089	53414.5454
74	7781.8609	9789.1768	12271.3927	15327.1946	19071.2561	23635.2122	29167.9923	35835.1517	43816.7308	53303.0491
75	7777.1926	9782.4315	12261.6801	15313.2603	19051.3413	23606.8637	29127.8091	35778.4485	43737.0977	53191.7855
76	7772.5272	9775.6908	12251.9752	15299.3387	19031.4472	23578.5493	29087.6814	35721.8350	43657.6093	53080.7542
77	7767.8645	9768.9547	12242.2780	15285.4298	19011.5739	23550.2688	29047.6089	35665.3110	43578.2654	52969.9546
78	7763.2047	9762.2234	12232.5884	15271.5335	18991.7214	23522.0222	29007.5916	35608.8765	43499.0657	52859.3864
79	7758.5476	9755.4966	12222.9066	15257.6499	18971.8896	23493.8095	28967.6294	35552.5313	43420.0099	52749.0489
80	7753.8934	9748.7745	12213.2324	15243.7788	18952.0785	23465.6306	28927.7223	35496.2752	43341.0978	52638.9417
81	7749.2419	9742.0570	12203.5658	15229.9204	18932.2881	23437.4855	28887.8702	35440.1082	43262.3291	52529.0644
82	7744.5932	9735.3441	12193.9069	15216.0746	18912.5184	23409.3742	28848.0729	35384.0300	43183.7036	52419.4164
83	7739.9473	9728.6359	12184.2557	15202.2414	18892.7693	23381.2966	28808.3305	35328.0406	43105.2210	52309.9973
84	7735.3042	9721.9323	12174.6121	15188.4207	18873.0408	23353.2527	28768.6429	35272.1397	43026.8810	52200.8066
85	7730.6639	9715.2333	12164.9761	15174.6126	18853.3329	23325.2425	28729.0099	35216.3273	42948.6834	52091.8438
86	7726.0264	9708.5389	12155.3477	15160.8171	18833.6457	23297.2658	28689.4315	35160.6033	42870.6279	51983.1085
87	7721.3916	9701.8491	12145.7270	15147.0341	18813.9789	23269.3226	28649.9077	35104.9674	42792.7142	51874.6002
88	7716.7597	9695.1640	12136.1139	15133.2636	18794.3327	23241.4130	28610.4383	35049.4195	42714.9422	51766.3183
89	7712.1305	9688.4834	12126.5084	15119.5056	18774.7071	23213.5369	28571.0233	34993.9595	42637.3115	51658.2625
90	7707.5040	9681.8075	12116.9105	15105.7602	18755.1019	23185.6942	28531.6626	34938.5873	42559.8219	51550.4322
91	7702.8804	9675.1361	12107.3202	15092.0273	18735.5172	23157.8849	28492.3561	34883.3027	42482.4731	51442.8270
92	7698.2595	9668.4694	12097.7375	15078.3068	18715.9529	23130.1089	28453.1037	34828.1056	42405.2649	51335.4464
93	7693.6414	9661.8072	12088.1623	15064.5988	18696.4091	23102.3663	28413.9054	34772.9958	42328.1970	51228.2900
94	7689.0261	9655.1497	12078.5948	15050.9033	18676.8856	23074.6569	28374.7612	34717.9733	42251.2692	51121.3572
95	7684.4136	9648.4967	12069.0348	15037.2202	18657.3826	23046.9808	28335.6708	34663.0378	42174.4812	51014.6476
96	7679.8038	9641.8483	12059.4824	15023.5496	18637.8999	23019.3379	28296.6343	34608.1892	42097.8327	50908.1608
97	7675.1968	9635.2045	12049.9375	15009.8914	18618.4376	22991.7281	28257.6516	34553.4274	42021.3236	50801.8963
98	7670.5925	9628.5653	12040.4002	14996.2456	18598.9956	22964.1515	28218.7226	34498.7522	41944.9534	50695.8536
99	7665.9910	9621.9306	12030.8705	14982.6122	18579.5739	22936.6079	28179.8472	34444.1636	41868.7221	50590.0322
100	7661.3923	9615.3005	12021.3483	14968.9912	18560.1725	22909.0973	28141.0254	34389.6614	41792.6294	50484.4317
101	7656.7963	9608.6750	12011.8336	14955.3826	18540.7913	22881.6198	28102.2571	34335.2454	41716.6749	50379.0516
102	7652.2031	9602.0541	12002.3264	14941.7864	18521.4304	22854.1752	28063.5421	34280.9155	41640.8585	50273.8916
103	7647.6126	9595.4377	11992.8268	14928.2025	18502.0897	22826.7635	28024.8805	34226.6715	41565.1798	50168.9510
104	7643.0249	9588.8258	11983.3347	14914.6310	18482.7692	22799.3847	27986.2722	34172.5134	41489.6387	50064.2295
105	7638.4399	9582.2186	11973.8501	14901.0718	18463.4689	22772.0388	27947.7171	34118.4410	41414.2349	49959.7265
106	7633.8577	9575.6158	11964.3731	14887.5249	18444.1887	22744.7256	27909.2150	34064.4542	41338.9681	49855.4417
107	7629.2782	9569.0177	11954.9035	14873.9904	18424.9286	22717.4452	27870.7660	34010.5527	41263.8381	49751.3746
108	7624.7015	9562.4240	11945.4414	14860.4681	18405.6887	22690.1975	27832.3700	33956.7366	41188.8447	49647.5247
109	7620.1276	9555.8350	11935.9868	14846.9582	18386.4689	22662.9825	27794.0269	33903.0056	41113.9876	49543.8916
110	7615.5563	9549.2504	11926.5397	14833.4605	18367.2691	22635.8002	27755.7366	33849.3597	41039.2665	49440.4748
111	7610.9879	9542.6704	11917.1001	14819.9751	18348.0894	22608.6504	27717.4990	33795.7986	40964.6812	49337.2739
112	7606.4221	9536.0949	11907.6679	14806.5020	18328.9297	22581.5332	27679.3142	33742.3223	40890.2314	49234.2884
113	7601.8591	9529.5240	11898.2432	14793.0411	18309.7900	22554.4486	27641.1819	33688.9306	40815.9170	49131.5179
114	7597.2988	9522.9576	11888.8260	14779.5925	18290.6703	22527.3964	27603.1022	33635.6234	40741.7376	49028.9618
115	7592.7413	9516.3957	11879.4162	14766.1560	18271.5705	22500.3766	27565.0749	33582.4005	40667.6930	48926.6199
116	7588.1865	9509.8383	11870.0138	14752.7318	18252.4908	22473.3893	27527.1000	33529.2619	40593.7830	48824.4916
117	7583.6345	9503.2855	11860.6189	14739.3198	18233.4309	22446.4344	27489.1774	33476.2073	40520.0073	48722.5765
118	7579.0851	9496.7372	11851.2315	14725.9200	18214.3909	22419.5117	27451.3071	33423.2367	40446.3657	48620.8741
119	7574.5385	9490.1933	11841.8515	14712.5324	18195.3708	22392.6214	27413.4890	33370.3499	40372.8580	48519.3840
120	7569.9946	9483.6540	11832.4789	14699.1569	18176.3706	22365.7633	27375.7229	33317.5468	40299.4838	48418.1057
121	7565.4535	9477.1192	11823.1137	14685.7936	18157.3902	22338.9375	27338.0089	33264.8272	40226.2430	48317.0388
122	7560.9151	9470.5889	11813.7559	14672.4425	18138.4297	22312.1438	27300.3468	33212.1910	40153.1353	48216.1830
123	7556.3794	9464.0631	11804.4055	14659.1035	18119.4889	22285.3822	27262.7366	33159.6382	40080.1605	48115.5376
124	7551.8464	9457.5418	11795.0626	14645.7766	18100.5679	22258.6528	27225.1783	33107.1685	40007.3183	48015.1023
125	7547.3161	9451.0250	11785.7270	14632.4618	18081.6667	22231.9554	27187.6716	33054.7818	39934.6084	47914.8767
126	7542.7886	9444.5127	11776.3988	14619.1592	18062.7852	22205.2900	27150.2167	33002.4780	39862.0308	47814.8603
127	7538.2637	9438.0048	11767.0780	14605.8686	18043.9234	22178.6566	27112.8133	32950.2570	39789.5850	47715.0526
128	7533.7416	9431.5015	11757.7646	14592.5901	18025.0814	22152.0552	27075.4615	32898.1186	39717.2709	47615.4533
129	7529.2222	9425.0026	11748.4585	14579.3237	18006.2590	22125.4856	27038.1611	32846.0627	39645.0882	47516.0619
130	7524.7055	9418.5082	11739.1598	14566.0694	17987.4562	22098.9479	27000.9121	32794.0892	39573.0367	47416.8779
131	7520.1915	9412.0183	11729.8685	14552.8271	17968.6731	22072.4421	26963.7145	32742.1980	39501.1161	47317.9010
132	7515.6803	9405.5329	11720.5845	14539.5968	17949.9096	22045.9680	26926.5681	32690.3888	39429.3263	47219.1307
133	7511.1717	9399.0519	11711.3079	14526.3786	17931.1657	22019.5257	26889.4728	32638.6616	39357.6669	47120.5666
134	7506.6658	9392.5754	11702.0386	14513.1724	17912.4414	21993.1152	26852.4287	32587.0163	39286.1377	47022.2082
135	7502.1627	9386.1033	11692.7767	14499.9781	17893.7366	21966.7363	26815.4355	32535.4526	39214.7386	46924.0551
136	7497.6622	9379.6358	11683.5221	14486.7959	17875.0514	21940.3890	26778.4934	32483.9706	39143.4692	46826.1069
137	7493.1645	9373.1726	11674.2748	14473.6257	17856.3856	21914.0733	26741.6021	32432.5701	39072.3294	46728.3631
138	7488.6694	9366.7139	11665.0348	14460.4674	17837.7394	21887.7892	26704.7617	32381.2508	39001.3188	46630.8234
139	7484.1770	9360.2597	11655.8022	14447.3211	17819.1126	21861.5366	26667.9720	32330.0128	38930.4373	46533.4873
140	7479.6874	9353.8099	11646.5768	14434.1868	17800.5053	21835.3156	26631.2330	32278.8558	38859.6846	46436.3543
141	7475.2004	9347.3646	11637.3588	14421.0644	17781.9174	21809.1259	26594.5447	32227.7798	38789.0605	46339.4242
142	7470.7161	9340.9237	11628.1480	14407.9539	17763.3489	21782.9677	26557.9068	32176.7847	38718.5648	46242.6963
143	7466.2345	9334.4873	11618.9445	14394.8553	17744.7998	21756.8408	26521.3195	32125.8702	38648.1971	46146.1703
144	7461.7556	9328.0552	11609.7484	14381.7687	17726.2701	21730.7453	26484.7825	32075.0362	38577.9574	46049.8459
145	7457.2794	9321.6276	11600.5595	14368.6939	17707.7597	21704.6811	26448.2959	32024.2827	38507.8453	45953.7225
146	7452.8059	9315.2045	11591.3778	14355.6311	17689.2687	21678.6482	26411.8595	31973.6096	38437.8606	45857.7997
147	7448.3350	9308.7858	11582.2035	14342.5801	17670.7970	21652.6464	26375.4733	31923.0165	38368.0032	45762.0772
148	7443.8668	9302.3714	11573.0364	14329.5410	17652.3445	21626.6759	26339.1373	31872.5036	38298.2726	45666.5545
149	7439.4014	9295.9616	11563.8765	14316.5137	17633.9113	21600.7365	26302.8513	31822.0706	38228.6689	45571.2312
150	7434.9385	9289.5561	11554.7239	14303.4983	17615.4974	21574.8282	26266.6153	31771.7174	38159.1916	45476.1068
151	7430.4784	9283.1550	11545.5786	14290.4947	17597.1027	21548.9510	26230.4293	31721.4438	38089.8406	45381.1810
152	7426.0210	9276.7584	11536.4405	14277.5029	17578.7272	21523.1048	26194.2931	31671.2498	38020.6156	45286.4534
153	7421.5662	9270.3661	11527.3096	14264.5229	17560.3709	21497.2897	26158.2066	31621.1353	37951.5164	45191.9235
154	7417.1141	9263.9783	11518.1860	14251.5548	17542.0338	21471.5055	26122.1699	31571.1000	37882.5428	45097.5909
155	7412.6646	9257.5949	11509.0695	14238.5984	17523.7158	21445.7522	26086.1828	31521.1439	37813.6946	45003.4552
156	7408.2179	9251.2158	11499.9603	14225.6538	17505.4170	21420.0298	26050.2453	31471.2669	37744.9715	44909.5160
157	7403.7737	9244.8412	11490.8583	14212.7210	17487.1372	21394.3383	26014.3573	31421.4687	37676.3733	44815.7729
158	7399.3323	9238.4709	11481.7635	14199.7999	17468.8765	21368.6775	25978.5188	31371.7494	37607.8998	44722.2255
159	7394.8935	9232.1051	11472.6759	14186.8906	17450.6350	21343.0476	25942.7296	31322.1087	37539.5507	44628.8733
160	7390.4574	9225.7436	11463.5955	14173.9930	17432.4124	21317.4484	25906.9898	31272.5466	37471.3258	44535.7160
161	7386.0240	9219.3865	11454.5223	14161.1072	17414.2089	21291.8799	25871.2991	31223.0629	37403.2249	44442.7532
162	7381.5932	9213.0338	11445.4562	14148.2330	17396.0244	21266.3421	25835.6577	31173.6576	37335.2478	44349.9844
163	7377.1651	9206.6855	11436.3974	14135.3706	17377.8589	21240.8348	25800.0653	31124.3304	37267.3942	44257.4092
164	7372.7396	9200.3415	11427.3457	14122.5198	17359.7123	21215.3582	25764.5220	31075.0812	37199.6640	44165.0273
165	7368.3168	9194.0019	11418.3011	14109.6808	17341.5847	21189.9122	25729.0276	31025.9100	37132.0568	44072.8382
166	7363.8966	9187.6667	11409.2638	14096.8534	17323.4761	21164.4967	25693.5821	30976.8165	37064.5725	43980.8416
167	7359.4791	9181.3359	11400.2336	14084.0377	17305.3863	21139.1116	25658.1855	30927.8008	36997.2109	43889.0370
168	7355.0642	9175.0094	11391.2105	14071.2336	17287.3154	21113.7570	25622.8376	30878.8626	36929.9717	43797.4240
169	7350.6520	9168.6872	11382.1946	14058.4411	17269.2634	21088.4328	25587.5385	30830.0019	36862.8547	43706.0023
170	7346.2424	9162.3695	11373.1858	14045.6603	17251.2303	21063.1390	25552.2879	30781.2184	36795.8596	43614.7714
171	7341.8355	9156.0560	11364.1841	14032.8912	17233.2160	21037.8755	25517.0859	30732.5122	36728.9863	43523.7309
172	7337.4312	9149.7470	11355.1896	14020.1336	17215.2204	21012.6424	25481.9325	30683.8830	36662.2346	43432.8804
173	7333.0296	9143.4422	11346.2021	14007.3876	17197.2437	20987.4394	25446.8274	30635.3308	36595.6042	43342.2196
174	7328.6306	9137.1419	11337.2218	13994.6532	17179.2858	20962.2668	25411.7707	30586.8554	36529.0948	43251.7481
175	7324.2342	9130.8458	11328.2486	13981.9304	17161.3466	20937.1243	25376.7623	30538.4567	36462.7064	43161.4653
176	7319.8405	9124.5541	11319.2825	13969.2191	17143.4261	20912.0119	25341.8022	30490.1346	36396.4386	43071.3711
177	7315.4494	9118.2668	11310.3235	13956.5194	17125.5244	20886.9297	25306.8902	30441.8890	36330.2912	42981.4649
178	7311.0610	9111.9837	11301.3716	13943.8313	17107.6413	20861.8776	25272.0262	30393.7197	36264.2641	42891.7464
179	7306.6752	9105.7050	11292.4268	13931.1547	17089.7770	20836.8555	25237.2104	30345.6266	36198.3569	42802.2151
180	7302.2920	9099.4307	11283.4890	13918.4896	17071.9312	20811.8634	25202.4425	30297.6096	36132.5695	42712.8707
181	7297.9114	9093.1606	11274.5584	13905.8360	17054.1042	20786.9014	25167.7224	30249.6686	36066.9017	42623.7129
182	7293.5335	9086.8949	11265.6348	13893.1939	17036.2957	20761.9692	25133.0503	30201.8035	36001.3533	42534.7411
183	7289.1582	9080.6335	11256.7182	13880.5634	17018.5058	20737.0670	25098.4258	30154.0140	35935.9239	42445.9550
184	7284.7855	9074.3764	11247.8087	13867.9443	17000.7345	20712.1946	25063.8491	30106.3003	35870.6135	42357.3543
185	7280.4154	9068.1236	11238.9063	13855.3366	16982.9818	20687.3520	25029.3200	30058.6620	35805.4218	42268.9385
186	7276.0480	9061.8751	11230.0109	13842.7405	16965.2476	20662.5393	24994.8385	30011.0990	35740.3486	42180.7073
187	7271.6832	9055.6309	11221.1226	13830.1558	16947.5319	20637.7563	24960.4045	29963.6114	35675.3936	42092.6603
188	7267.3210	9049.3910	11212.2413	13817.5825	16929.8347	20613.0030	24926.0179	29916.1989	35610.5566	42004.7970
189	7262.9614	9043.1555	11203.3670	13805.0207	16912.1560	20588.2794	24891.6787	29868.8614	35545.8376	41917.1172
190	7258.6044	9036.9242	11194.4997	13792.4702	16894.4957	20563.5855	24857.3868	29821.5988	35481.2361	41829.6203
191	7254.2501	9030.6972	11185.6395	13779.9312	16876.8539	20538.9212	24823.1422	29774.4110	35416.7520	41742.3061
192	7249.8984	9024.4745	11176.7863	13767.4036	16859.2305	20514.2865	24788.9447	29727.2979	35352.3851	41655.1742
193	7245.5492	9018.2561	11167.9401	13754.8874	16841.6256	20489.6813	24754.7943	29680.2593	35288.1353	41568.2241
194	7241.2027	9012.0420	11159.1008	13742.3826	16824.0390	20465.1057	24720.6910	29633.2952	35224.0021	41481.4555
195	7236.8588	9005.8322	11150.2686	13729.8891	16806.4707	20440.5595	24686.6347	29586.4053	35159.9856	41394.8681
196	7232.5175	8999.6266	11141.4434	13717.4070	16788.9209	20416.0427	24652.6253	29539.5897	35096.0854	41308.4614
197	7228.1788	8993.4253	11132.6252	13704.9362	16771.3893	20391.5554	24618.6627	29492.8481	35032.3013	41222.2351
198	7223.8427	8987.2283	11123.8139	13692.4768	16753.8760	20367.0974	24584.7469	29446.1805	34968.6331	41136.1887
199	7219.5092	8981.0356	11115.0096	13680.0287	16736.3811	20342.6688	24550.8779	29399.5868	34905.0806	41050.3220
200	7215.1783	8974.8471	11106.2123	13667.5919	16718.9044	20318.2694	24517.0555	29353.0667	34841.6437	40964.6344
201	7210.8500	8968.6629	11097.4219	13655.1664	16701.4459	20293.8994	24483.2797	29306.6203	34778.3220	40879.1258
202	7206.5243	8962.4830	11088.6385	13642.7522	16684.0057	20269.5585	24449.5504	29260.2474	34715.1155	40793.7956
203	7202.2012	8956.3073	11079.8621	13630.3493	16666.5837	20245.2469	24415.8676	29213.9478	34652.0237	40708.6436
204	7197.8807	8950.1358	11071.0926	13617.9577	16649.1799	20220.9644	24382.2312	29167.7215	34589.0467	40623.6693
205	7193.5627	8943.9687	11062.3300	13605.5774	16631.7943	20196.7111	24348.6412	29121.5684	34526.1841	40538.8724
206	7189.2474	8937.8057	11053.5744	13593.2083	16614.4268	20172.4868	24315.0974	29075.4883	34463.4358	40454.2525
207	7184.9347	8931.6470	11044.8257	13580.8504	16597.0774	20148.2916	24281.5998	29029.4811	34400.8015	40369.8092
208	7180.6245	8925.4926	11036.0839	13568.5038	16579.7462	20124.1254	24248.1484	28983.5467	34338.2810	40285.5422
209	7176.3169	8919.3424	11027.3490	13556.1684	16562.4331	20099.9882	24214.7431	28937.6850	34275.8742	40201.4510
210	7172.0119	8913.1964	11018.6211	13543.8442	16545.1380	20075.8799	24181.3838	28891.8958	34213.5807	40117.5354
211	7167.7095	8907.0547	11009.9001	13531.5312	16527.8610	20051.8006	24148.0704	28846.1791	34151.4005	40033.7950
212	7163.4097	8900.9172	11001.1859	13519.2295	16510.6021	20027.7501	24114.8029	28800.5348	34089.3333	39950.2294
213	7159.1125	8894.7840	10992.4787	13506.9389	16493.3612	20003.7285	24081.5813	28754.9626	34027.3789	39866.8382
214	7154.8178	8888.6549	10983.7784	13494.6594	16476.1382	19979.7357	24048.4054	28709.4626	33965.5371	39783.6210
215	7150.5257	8882.5301	10975.0849	13482.3912	16458.9333	19955.7717	24015.2753	28664.0346	33903.8077	39700.5776
216	7146.2362	8876.4095	10966.3983	13470.1341	16441.7463	19931.8364	23982.1907	28618.6784	33842.1905	39617.7075
217	7141.9493	8870.2931	10957.7186	13457.8881	16424.5773	19907.9298	23949.1518	28573.3941	33780.6852	39535.0104
218	7137.6649	8864.1810	10949.0458	13445.6533	16407.4262	19884.0519	23916.1584	28528.1813	33719.2918	39452.4860
219	7133.3831	8858.0730	10940.3798	13433.4296	16390.2930	19860.2026	23883.2104	28483.0402	33658.0099	39370.1337
220	7129.1039	8851.9693	10931.7207	13421.2170	16373.1777	19836.3820	23850.3078	28437.9704	33596.8394	39287.9534
221	7124.8272	8845.8697	10923.0685	13409.0155	16356.0803	19812.5899	23817.4506	28392.9720	33535.7800	39205.9446
222	7120.5531	8839.7744	10914.4231	13396.8251	16339.0007	19788.8264	23784.6386	28348.0448	33474.8317	39124.1070
