massloading(kg/m2)	area(sqkm)	sqrtA(km)	dist_from_vent(m)	x(m)	y(m)	dir(deg)	Mean(phi)	F(percent)
2.1887e+00	312.3200	17.6726	42407.6590	33837.00	-25563.00	127.1	1.9179	99.9889
2.1795e+00	313.6400	17.7099	42447.6046	34037.00	-25363.00	126.7	1.9089	99.9864
2.1788e+00	313.8400	17.7155	42567.4093	34037.00	-25563.00	126.9	1.9237	99.9896
2.1667e+00	315.2400	17.7550	42608.1440	34237.00	-25363.00	126.5	1.9133	99.9869
2.1659e+00	315.4000	17.7595	42687.8149	34037.00	-25763.00	127.1	1.9301	99.9911
2.1619e+00	315.9600	17.7753	42727.4986	34237.00	-25563.00	126.7	1.9229	99.9892
2.1528e+00	316.7600	17.7978	42847.4543	34237.00	-25763.00	127.0	1.9314	99.9911
2.1402e+00	318.4400	17.8449	42968.0060	34237.00	-25963.00	127.2	1.9389	99.9926
2.1359e+00	318.9200	17.8583	43007.4312	34437.00	-25763.00	126.8	1.9298	99.9908
2.1254e+00	320.4000	17.8997	43089.1487	34237.00	-26163.00	127.4	1.9475	99.9940
2.1240e+00	320.6000	17.9053	43127.5357	34437.00	-25963.00	127.0	1.9353	99.9921
2.1117e+00	321.9200	17.9421	43248.2316	34437.00	-26163.00	127.2	1.9430	99.9935
2.1059e+00	322.6800	17.9633	43287.4016	34637.00	-25963.00	126.9	1.9323	99.9916
2.0975e+00	323.6400	17.9900	43369.5139	34437.00	-26363.00	127.4	1.9527	99.9948
2.0940e+00	324.0400	18.0011	43407.6530	34637.00	-26163.00	127.1	1.9365	99.9927
2.0822e+00	325.7600	18.0488	43528.4911	34637.00	-26363.00	127.3	1.9427	99.9938
2.0711e+00	327.5200	18.0975	43567.4091	34837.00	-26163.00	126.9	1.9289	99.9916
2.0679e+00	327.8800	18.1075	43649.9111	34637.00	-26563.00	127.5	1.9479	99.9947
2.0616e+00	328.6800	18.1295	43687.8054	34837.00	-26363.00	127.1	1.9333	99.9927
2.0539e+00	329.7600	18.1593	43771.9081	34637.00	-26763.00	127.7	1.9541	99.9955
2.0530e+00	329.9200	18.1637	43808.7838	34837.00	-26563.00	127.3	1.9405	99.9938
2.0439e+00	331.4400	18.2055	43847.4530	35037.00	-26363.00	127.0	1.9322	99.9924
2.0427e+00	331.6000	18.2099	43930.3396	34837.00	-26763.00	127.5	1.9482	99.9949
2.0380e+00	332.2000	18.2264	43967.9922	35037.00	-26563.00	127.2	1.9403	99.9937
2.0293e+00	333.4800	18.2614	44089.1091	35037.00	-26763.00	127.4	1.9483	99.9948
2.0239e+00	334.0800	18.2779	44127.5327	35237.00	-26563.00	127.0	1.9426	99.9939
2.0183e+00	335.1600	18.3074	44210.7989	35037.00	-26963.00	127.6	1.9552	99.9957
2.0149e+00	335.6400	18.3205	44248.2128	35237.00	-26763.00	127.2	1.9489	99.9949
2.0083e+00	336.4400	18.3423	44287.4016	35437.00	-26563.00	126.9	1.9430	99.9938
2.0057e+00	336.6800	18.3488	44369.4663	35237.00	-26963.00	127.4	1.9559	99.9957
1.9988e+00	337.7600	18.3782	44407.6473	35437.00	-26763.00	127.1	1.9474	99.9946
1.9935e+00	338.6400	18.4022	44491.2883	35237.00	-27163.00	127.6	1.9633	99.9965
1.9916e+00	338.8800	18.4087	44528.4666	35437.00	-26963.00	127.3	1.9567	99.9957
1.9866e+00	339.8000	18.4337	44567.4089	35637.00	-26763.00	126.9	1.9508	99.9948
1.9819e+00	340.3200	18.4478	44649.8548	35437.00	-27163.00	127.5	1.9631	99.9964
1.9788e+00	341.0000	18.4662	44687.7963	35637.00	-26963.00	127.1	1.9575	99.9957
1.9700e+00	342.3600	18.5030	44727.4942	35837.00	-26763.00	126.8	1.9505	99.9947
1.9700e+00	342.4000	18.5041	44771.8074	35437.00	-27363.00	127.7	1.9688	99.9969
1.9686e+00	342.4800	18.5062	44808.7529	35637.00	-27163.00	127.3	1.9621	99.9963
1.9613e+00	343.6000	18.5365	44847.4519	35837.00	-26963.00	127.0	1.9545	99.9954
1.9583e+00	343.9200	18.5451	44930.2742	35637.00	-27363.00	127.5	1.9694	99.9969
1.9538e+00	344.5200	18.5612	44967.9790	35837.00	-27163.00	127.2	1.9597	99.9960
1.9451e+00	346.0000	18.6011	45052.3555	35637.00	-27563.00	127.7	1.9763	99.9975
1.9450e+00	346.0400	18.6022	45089.0712	35837.00	-27363.00	127.4	1.9657	99.9966
1.9375e+00	347.3200	18.6365	45127.5297	36037.00	-27163.00	127.0	1.9587	99.9959
1.9354e+00	347.5200	18.6419	45210.7237	35837.00	-27563.00	127.6	1.9738	99.9973
1.9309e+00	348.0000	18.6548	45248.1949	36037.00	-27363.00	127.2	1.9646	99.9965
1.9229e+00	349.4800	18.6944	45369.4207	36037.00	-27563.00	127.4	1.9712	99.9971
1.9144e+00	350.9200	18.7329	45407.6418	36237.00	-27363.00	127.1	1.9622	99.9963
1.9120e+00	351.4000	18.7457	45491.2029	36037.00	-27763.00	127.6	1.9784	99.9976
1.9092e+00	351.8000	18.7563	45528.4432	36237.00	-27563.00	127.3	1.9701	99.9969
1.9001e+00	352.7200	18.7808	45649.8011	36237.00	-27763.00	127.5	1.9768	99.9975
1.8935e+00	354.1600	18.8191	45687.7876	36437.00	-27563.00	127.1	1.9682	99.9968
1.8883e+00	355.0000	18.8414	45771.7111	36237.00	-27963.00	127.7	1.9832	99.9980
1.8876e+00	355.2400	18.8478	45808.7234	36437.00	-27763.00	127.3	1.9764	99.9974
1.8772e+00	356.6800	18.8860	45930.2116	36437.00	-27963.00	127.5	1.9820	99.9978
1.8731e+00	357.3600	18.9040	45967.9664	36637.00	-27763.00	127.2	1.9755	99.9973
1.8664e+00	358.4000	18.9315	46089.0349	36637.00	-27963.00	127.4	1.9832	99.9978
1.8572e+00	359.5200	18.9610	46210.6518	36637.00	-28163.00	127.5	1.9921	99.9983
1.8518e+00	360.5600	18.9884	46248.1777	36837.00	-27963.00	127.2	1.9809	99.9977
1.8451e+00	361.5600	19.0147	46369.3772	36837.00	-28163.00	127.4	1.9894	99.9981
1.8353e+00	363.2400	19.0589	46407.6366	37037.00	-27963.00	127.1	1.9785	99.9975
1.8344e+00	363.4400	19.0641	46491.1211	36837.00	-28363.00	127.6	1.9991	99.9986
1.8300e+00	364.0800	19.0809	46528.4208	37037.00	-28163.00	127.2	1.9848	99.9979
1.8215e+00	365.6000	19.1207	46649.7496	37037.00	-28363.00	127.4	1.9924	99.9984
1.8152e+00	366.4400	19.1426	46687.7793	37237.00	-28163.00	127.1	1.9837	99.9978
1.8127e+00	366.8800	19.1541	46771.6189	37037.00	-28563.00	127.6	2.0018	99.9987
1.8099e+00	367.3600	19.1666	46808.6951	37237.00	-28363.00	127.3	1.9915	99.9982
1.8059e+00	368.0000	19.1833	46930.1517	37237.00	-28563.00	127.5	2.0006	99.9986
1.7978e+00	369.1200	19.2125	46967.9544	37437.00	-28363.00	127.1	1.9912	99.9981
1.7953e+00	369.5600	19.2239	47052.1449	37237.00	-28763.00	127.7	2.0087	99.9989
1.7932e+00	369.9600	19.2343	47089.0002	37437.00	-28563.00	127.3	1.9993	99.9985
1.7855e+00	370.9200	19.2593	47210.5829	37437.00	-28763.00	127.5	2.0068	99.9988
1.7792e+00	372.3600	19.2966	47248.1612	37637.00	-28563.00	127.2	1.9984	99.9984
1.7761e+00	373.1200	19.3163	47332.6984	37437.00	-28963.00	127.7	2.0157	99.9991
1.7741e+00	373.3600	19.3225	47369.3354	37637.00	-28763.00	127.4	2.0065	99.9987
1.7655e+00	374.6000	19.3546	47491.0427	37637.00	-28963.00	127.6	2.0135	99.9990
1.7587e+00	375.7200	19.3835	47528.3993	37837.00	-28763.00	127.2	2.0046	99.9987
1.7552e+00	376.5600	19.4052	47613.2790	37637.00	-29163.00	127.8	2.0214	99.9992
1.7546e+00	376.7600	19.4103	47649.7003	37837.00	-28963.00	127.4	2.0136	99.9989
1.7461e+00	378.6400	19.4587	47687.7714	38037.00	-28763.00	127.1	2.0043	99.9986
1.7460e+00	378.6800	19.4597	47771.5306	37837.00	-29163.00	127.6	2.0203	99.9991
1.7412e+00	379.5600	19.4823	47808.6680	38037.00	-28963.00	127.3	2.0114	99.9988
1.7362e+00	380.2800	19.5008	47930.0943	38037.00	-29163.00	127.5	2.0201	99.9991
1.7283e+00	381.8400	19.5407	47967.9428	38237.00	-28963.00	127.1	2.0116	99.9988
1.7265e+00	382.1200	19.5479	48052.0461	38037.00	-29363.00	127.7	2.0277	99.9993
1.7240e+00	382.5200	19.5581	48088.9669	38237.00	-29163.00	127.3	2.0197	99.9990
1.7174e+00	383.6000	19.5857	48210.5169	38237.00	-29363.00	127.5	2.0272	99.9992
1.7104e+00	385.2000	19.6265	48248.1454	38437.00	-29163.00	127.2	2.0189	99.9990
1.7071e+00	385.9200	19.6448	48332.5888	38237.00	-29563.00	127.7	2.0349	99.9994
1.7051e+00	386.2800	19.6540	48369.2954	38437.00	-29363.00	127.4	2.0262	99.9992
1.6986e+00	387.5200	19.6855	48490.9676	38437.00	-29563.00	127.6	2.0347	99.9994
1.6928e+00	388.4000	19.7079	48528.3787	38637.00	-29363.00	127.2	2.0257	99.9991
1.6883e+00	388.8800	19.7200	48613.1581	38437.00	-29763.00	127.8	2.0439	99.9995
1.6860e+00	389.3600	19.7322	48649.6530	38637.00	-29563.00	127.4	2.0327	99.9993
1.6789e+00	391.2400	19.7798	48771.4459	38637.00	-29763.00	127.6	2.0417	99.9995
1.6752e+00	392.2400	19.8050	48808.6420	38837.00	-29563.00	127.3	2.0331	99.9993
1.6694e+00	393.2000	19.8293	48930.0392	38837.00	-29763.00	127.5	2.0413	99.9994
1.6626e+00	394.3200	19.8575	48967.9317	39037.00	-29563.00	127.1	2.0333	99.9993
1.6607e+00	394.7600	19.8686	49051.9514	38837.00	-29963.00	127.7	2.0495	99.9996
1.6575e+00	395.4400	19.8857	49088.9350	39037.00	-29763.00	127.3	2.0406	99.9994
1.6501e+00	396.9200	19.9229	49210.4535	39037.00	-29963.00	127.5	2.0479	99.9995
1.6430e+00	398.2800	19.9570	49248.1303	39237.00	-29763.00	127.2	2.0403	99.9994
1.6419e+00	398.4800	19.9620	49332.4836	39037.00	-30163.00	127.7	2.0571	99.9996
1.6408e+00	398.6800	19.9670	49369.2570	39237.00	-29963.00	127.4	2.0494	99.9995
1.6332e+00	399.8400	19.9960	49490.8955	39237.00	-30163.00	127.6	2.0574	99.9996
1.6231e+00	402.0000	20.0499	49613.0420	39237.00	-30363.00	127.7	2.0677	99.9997
1.6163e+00	402.9600	20.0739	49649.6076	39437.00	-30163.00	127.4	2.0554	99.9996
1.6160e+00	403.0800	20.0769	49771.3646	39437.00	-30363.00	127.6	2.0667	99.9997
1.6058e+00	405.4000	20.1345	49893.6262	39437.00	-30563.00	127.8	2.0750	99.9998
1.5980e+00	406.5600	20.1633	49929.9864	39637.00	-30363.00	127.5	2.0647	99.9997
1.5932e+00	407.7600	20.1931	50051.8605	39637.00	-30563.00	127.6	2.0746	99.9998
1.5883e+00	408.8800	20.2208	50088.9043	39837.00	-30363.00	127.3	2.0659	99.9997
1.5880e+00	408.9200	20.2218	50174.2358	39637.00	-30763.00	127.8	2.0854	99.9998
1.5840e+00	409.7600	20.2425	50248.1158	40037.00	-30363.00	127.2	2.0661	99.9996
1.5808e+00	410.5200	20.2613	50332.3826	39837.00	-30763.00	127.7	2.0850	99.9998
1.5789e+00	410.8800	20.2702	50369.2201	40037.00	-30563.00	127.4	2.0757	99.9997
1.5722e+00	412.3200	20.3057	50490.8263	40037.00	-30763.00	127.5	2.0841	99.9998
1.5675e+00	413.2000	20.3273	50528.3399	40237.00	-30563.00	127.2	2.0741	99.9997
1.5627e+00	414.2400	20.3529	50649.5640	40237.00	-30763.00	127.4	2.0841	99.9998
1.5548e+00	415.8000	20.3912	50771.2866	40237.00	-30963.00	127.6	2.0928	99.9998
1.5500e+00	416.6000	20.4108	50808.5932	40437.00	-30763.00	127.3	2.0814	99.9997
1.5457e+00	417.4800	20.4323	50929.9356	40437.00	-30963.00	127.4	2.0926	99.9998
1.5372e+00	419.7200	20.4871	51051.7731	40437.00	-31163.00	127.6	2.1013	99.9998
1.5349e+00	420.0400	20.4949	51088.8749	40637.00	-30963.00	127.3	2.0917	99.9998
1.5280e+00	421.0800	20.5202	51210.3343	40637.00	-31163.00	127.5	2.1006	99.9998
1.5246e+00	421.8800	20.5397	51248.1018	40837.00	-30963.00	127.2	2.0928	99.9998
1.5190e+00	423.1200	20.5699	51332.2855	40637.00	-31363.00	127.7	2.1095	99.9999
1.5168e+00	423.4800	20.5786	51369.1847	40837.00	-31163.00	127.3	2.0987	99.9998
1.5106e+00	425.1600	20.6194	51407.6136	41037.00	-30963.00	127.0	2.0907	99.9997
1.5104e+00	425.2400	20.6213	51490.7597	40837.00	-31363.00	127.5	2.1086	99.9999
1.5069e+00	425.6400	20.6310	51528.3217	41037.00	-31163.00	127.2	2.0998	99.9998
1.5004e+00	427.2800	20.6708	51649.5221	41037.00	-31363.00	127.4	2.1080	99.9998
1.4940e+00	428.8000	20.7075	51771.2115	41037.00	-31563.00	127.6	2.1185	99.9999
1.4892e+00	429.6800	20.7287	51808.5701	41237.00	-31363.00	127.3	2.1077	99.9998
1.4851e+00	430.6400	20.7519	51929.8868	41237.00	-31563.00	127.4	2.1184	99.9999
1.4789e+00	431.9200	20.7827	51967.9010	41437.00	-31363.00	127.1	2.1078	99.9998
1.4752e+00	432.9200	20.8067	52051.6891	41237.00	-31763.00	127.6	2.1276	99.9999
1.4715e+00	433.9200	20.8307	52088.8466	41437.00	-31563.00	127.3	2.1165	99.9999
1.4644e+00	435.1600	20.8605	52210.2781	41437.00	-31763.00	127.5	2.1262	99.9999
1.4596e+00	436.4800	20.8921	52248.0884	41637.00	-31563.00	127.2	2.1158	99.9998
1.4556e+00	437.4400	20.9151	52332.1922	41437.00	-31963.00	127.6	2.1362	99.9999
1.4544e+00	437.8400	20.9246	52369.1506	41637.00	-31763.00	127.3	2.1257	99.9999
1.4479e+00	439.2400	20.9581	52407.6095	41837.00	-31563.00	127.0	2.1157	99.9998
1.4477e+00	439.4000	20.9619	52490.6957	41637.00	-31963.00	127.5	2.1362	99.9999
1.4475e+00	439.5200	20.9647	52528.3042	41837.00	-31763.00	127.2	2.1274	99.9999
1.4398e+00	440.8800	20.9971	52649.4818	41837.00	-31963.00	127.4	2.1366	99.9999
1.4355e+00	442.2000	21.0286	52687.7361	42037.00	-31763.00	127.1	2.1268	99.9999
1.4341e+00	442.8000	21.0428	52771.1393	41837.00	-32163.00	127.6	2.1482	99.9999
1.4322e+00	443.3200	21.0552	52808.5480	42037.00	-31963.00	127.2	2.1376	99.9999
1.4264e+00	444.4400	21.0817	52929.8398	42037.00	-32163.00	127.4	2.1485	99.9999
1.4213e+00	445.7200	21.1121	52967.8916	42237.00	-31963.00	127.1	2.1374	99.9999
1.4163e+00	446.9600	21.1414	53088.8193	42237.00	-32163.00	127.3	2.1479	99.9999
1.4097e+00	448.6000	21.1802	53210.2240	42237.00	-32363.00	127.5	2.1588	99.9999
1.4049e+00	450.0800	21.2151	53248.0754	42437.00	-32163.00	127.2	2.1470	99.9999
1.3997e+00	451.2000	21.2415	53369.1178	42437.00	-32363.00	127.3	2.1579	99.9999
1.3908e+00	453.2400	21.2894	53407.6056	42637.00	-32163.00	127.0	2.1452	99.9999
1.3901e+00	453.4000	21.2932	53490.6341	42437.00	-32563.00	127.5	2.1676	99.9999
1.3867e+00	454.3600	21.3157	53528.2873	42637.00	-32363.00	127.2	2.1559	99.9999
1.3861e+00	454.4400	21.3176	53612.6211	42437.00	-32763.00	127.7	2.1822	100.0000
1.3838e+00	455.0800	21.3326	53649.4430	42637.00	-32563.00	127.4	2.1686	99.9999
1.3791e+00	456.2400	21.3598	53771.0697	42637.00	-32763.00	127.5	2.1821	100.0000
1.3725e+00	457.7600	21.3953	53808.5266	42837.00	-32563.00	127.2	2.1671	99.9999
1.3719e+00	457.8800	21.3981	53929.7945	42837.00	-32763.00	127.4	2.1831	100.0000
1.3666e+00	459.4800	21.4355	53967.8825	43037.00	-32563.00	127.1	2.1692	99.9999
1.3663e+00	459.6000	21.4383	54051.5304	42837.00	-32963.00	127.6	2.1987	100.0000
1.3627e+00	460.5600	21.4607	54088.7931	43037.00	-32763.00	127.3	2.1823	100.0000
1.3594e+00	461.1200	21.4737	54210.1719	43037.00	-32963.00	127.4	2.1991	100.0000
1.3590e+00	461.3600	21.4793	54248.0630	43237.00	-32763.00	127.2	2.1894	100.0000
1.3543e+00	462.6800	21.5100	54369.0862	43237.00	-32963.00	127.3	2.2028	100.0000
1.3435e+00	465.1200	21.5666	54528.2710	43437.00	-32963.00	127.2	2.2000	100.0000
1.3388e+00	466.6800	21.6028	54649.4057	43437.00	-33163.00	127.4	2.2143	100.0000
1.3322e+00	468.4400	21.6435	54771.0027	43437.00	-33363.00	127.5	2.2290	100.0000
1.3263e+00	470.0800	21.6813	54808.5061	43637.00	-33163.00	127.2	2.2089	100.0000
1.3184e+00	472.1600	21.7292	54929.7509	43637.00	-33363.00	127.4	2.2200	100.0000
1.3112e+00	474.1200	21.7743	54967.8737	43837.00	-33163.00	127.1	2.2012	100.0000
1.3087e+00	474.6800	21.7872	55051.4554	43637.00	-33563.00	127.6	2.2311	100.0000
1.3058e+00	475.6400	21.8092	55088.7678	43837.00	-33363.00	127.3	2.2133	100.0000
1.3026e+00	476.3600	21.8257	55173.6163	43637.00	-33763.00	127.7	2.2502	100.0000
1.2976e+00	477.6000	21.8541	55210.1217	43837.00	-33563.00	127.4	2.2252	100.0000
1.2945e+00	478.6400	21.8778	55248.0510	44037.00	-33363.00	127.1	2.2111	100.0000
1.2920e+00	479.6000	21.8998	55331.9324	43837.00	-33763.00	127.6	2.2428	100.0000
1.2890e+00	480.2400	21.9144	55369.0558	44037.00	-33563.00	127.3	2.2238	100.0000
1.2856e+00	481.0800	21.9335	55407.5982	44237.00	-33363.00	127.0	2.2108	100.0000
1.2839e+00	481.3600	21.9399	55490.5176	44037.00	-33763.00	127.5	2.2400	100.0000
1.2780e+00	482.9600	21.9764	55528.2553	44237.00	-33563.00	127.2	2.2214	100.0000
1.2742e+00	483.8800	21.9973	55649.3696	44237.00	-33763.00	127.4	2.2359	100.0000
1.2676e+00	485.6000	22.0363	55687.7180	44437.00	-33563.00	127.1	2.2198	100.0000
1.2657e+00	486.4800	22.0563	55770.9381	44237.00	-33963.00	127.5	2.2489	100.0000
1.2610e+00	487.3200	22.0753	55808.4863	44437.00	-33763.00	127.2	2.2314	100.0000
1.2601e+00	487.6400	22.0826	55847.4416	44637.00	-33563.00	126.9	2.2204	100.0000
1.2556e+00	488.8400	22.1097	55929.7089	44437.00	-33963.00	127.4	2.2456	100.0000
1.2537e+00	489.3200	22.1206	55967.8652	44637.00	-33763.00	127.1	2.2315	100.0000
1.2517e+00	490.2400	22.1414	56007.4240	44837.00	-33563.00	126.8	2.2225	100.0000
1.2477e+00	491.3200	22.1657	56051.3830	44437.00	-34163.00	127.6	2.2594	100.0000
1.2473e+00	491.4400	22.1684	56088.7434	44637.00	-33963.00	127.3	2.2440	100.0000
1.2446e+00	492.5200	22.1928	56127.5043	44837.00	-33763.00	127.0	2.2306	100.0000
1.2406e+00	493.2800	22.2099	56248.0394	44837.00	-33963.00	127.1	2.2440	100.0000
1.2360e+00	494.9200	22.2468	56287.4012	45037.00	-33763.00	126.9	2.2315	100.0000
1.2308e+00	496.0000	22.2711	56407.5947	45037.00	-33963.00	127.0	2.2423	100.0000
1.2289e+00	496.6400	22.2854	56447.5539	45237.00	-33763.00	126.7	2.2347	100.0000
1.2267e+00	497.2000	22.2980	56727.4743	45437.00	-33963.00	126.8	2.2572	100.0000
1.2196e+00	499.1600	22.3419	56847.4409	45437.00	-34163.00	126.9	2.2667	100.0000
1.2026e+00	504.2800	22.4562	56887.7943	45637.00	-33963.00	126.7	2.2427	100.0000
1.2002e+00	505.1200	22.4749	56967.8571	45437.00	-34363.00	127.1	2.2641	100.0000
1.1991e+00	505.4000	22.4811	57007.4235	45637.00	-34163.00	126.8	2.2545	100.0000
1.1905e+00	508.3200	22.5460	57127.5025	45637.00	-34363.00	127.0	2.2619	100.0000
1.1834e+00	509.9600	22.5823	57167.6581	45837.00	-34163.00	126.7	2.2471	100.0000
1.1825e+00	510.2400	22.5885	57248.0282	45637.00	-34563.00	127.1	2.2733	100.0000
1.1792e+00	511.6000	22.6186	57287.4012	45837.00	-34363.00	126.9	2.2589	100.0000
1.1757e+00	512.7600	22.6442	57368.9981	45637.00	-34763.00	127.3	2.2872	100.0000
1.1728e+00	513.6400	22.6636	57407.5913	45837.00	-34563.00	127.0	2.2707	100.0000
1.1682e+00	514.9600	22.6927	57528.2256	45837.00	-34763.00	127.2	2.2854	100.0000
1.1612e+00	516.8000	22.7332	57567.4069	46037.00	-34563.00	126.9	2.2671	100.0000
1.1593e+00	517.4400	22.7473	57649.3013	45837.00	-34963.00	127.3	2.2983	100.0000
1.1554e+00	518.6000	22.7728	57687.7070	46037.00	-34763.00	127.1	2.2799	100.0000
1.1530e+00	519.5600	22.7939	57770.8156	45837.00	-35163.00	127.5	2.3176	100.0000
1.1508e+00	520.2000	22.8079	57808.4487	46037.00	-34963.00	127.2	2.2952	100.0000
1.1463e+00	521.5200	22.8368	57847.4402	46237.00	-34763.00	126.9	2.2776	100.0000
1.1462e+00	521.5600	22.8377	57929.6292	46037.00	-35163.00	127.4	2.3148	100.0000
1.1442e+00	522.6000	22.8604	58173.2957	46037.00	-35563.00	127.7	2.3632	100.0000
1.1413e+00	523.6400	22.8832	58331.6993	46237.00	-35563.00	127.6	2.3618	100.0000
1.1323e+00	526.4400	22.9443	58368.9707	46437.00	-35363.00	127.3	2.3337	100.0000
1.1187e+00	530.6000	23.0348	58407.5880	46637.00	-35163.00	127.0	2.3011	100.0000
1.1155e+00	531.7200	23.0591	58528.2115	46637.00	-35363.00	127.2	2.3209	100.0000
1.1072e+00	534.6800	23.1231	58567.4068	46837.00	-35163.00	126.9	2.2963	100.0000
1.1038e+00	535.6000	23.1430	58687.7018	46837.00	-35363.00	127.1	2.3124	100.0000
1.0974e+00	537.5200	23.1845	58727.4717	47037.00	-35163.00	126.8	2.2933	100.0000
1.0946e+00	538.2000	23.1991	58808.4308	46837.00	-35563.00	127.2	2.3249	100.0000
1.0927e+00	538.7600	23.2112	58847.4395	47037.00	-35363.00	126.9	2.3072	100.0000
1.0873e+00	540.6800	23.2525	58887.7809	47237.00	-35163.00	126.7	2.2905	100.0000
1.0860e+00	541.0800	23.2611	58967.8416	47037.00	-35563.00	127.1	2.3211	100.0000
1.0843e+00	541.7600	23.2757	59488.8253	47837.00	-35363.00	126.5	2.3239	100.0000
1.0765e+00	544.8400	23.3418	59649.7706	48037.00	-35363.00	126.4	2.3232	100.0000
1.0520e+00	553.4000	23.5245	59727.4705	47837.00	-35763.00	126.8	2.3304	100.0000
1.0509e+00	553.9200	23.5355	59768.5564	48037.00	-35563.00	126.5	2.3173	100.0000
1.0420e+00	557.0000	23.6008	59810.9517	48237.00	-35363.00	126.2	2.3003	100.0000
1.0394e+00	557.8400	23.6186	60567.4066	48437.00	-36363.00	126.9	2.3883	100.0000
1.0012e+00	571.9200	23.9148	60607.9231	48637.00	-36163.00	126.6	2.3391	100.0000
9.9886e-01	572.6400	23.9299	60692.8294	49037.00	-35763.00	126.1	2.3172	100.0000
9.9315e-01	574.6000	23.9708	60929.3848	49037.00	-36163.00	126.4	2.3429	100.0000
9.8904e-01	576.4000	24.0083	61567.4065	49237.00	-36963.00	126.9	2.4171	100.0000
9.4832e-01	592.7600	24.3467	61607.9146	49437.00	-36763.00	126.6	2.3627	100.0000
9.4513e-01	593.9600	24.3713	61687.6871	49237.00	-37163.00	127.0	2.4036	100.0000
9.4086e-01	595.5600	24.4041	61727.4683	49437.00	-36963.00	126.8	2.3768	100.0000
9.3992e-01	596.0000	24.4131	61768.5190	49637.00	-36763.00	126.5	2.3581	100.0000
9.3360e-01	598.4000	24.4622	61810.8367	49837.00	-36563.00	126.3	2.3393	100.0000
9.3165e-01	599.2800	24.4802	61847.4376	49437.00	-37163.00	126.9	2.3895	100.0000
9.3107e-01	599.4400	24.4835	61887.7624	49637.00	-36963.00	126.7	2.3689	100.0000
9.2943e-01	600.0000	24.4949	61929.3528	49837.00	-36763.00	126.4	2.3523	100.0000
9.2439e-01	602.0800	24.5373	61972.2062	50037.00	-36563.00	126.2	2.3360	100.0000
9.2345e-01	602.4400	24.5447	62048.2871	49837.00	-36963.00	126.6	2.3651	100.0000
9.2077e-01	603.4400	24.5650	62090.4142	50037.00	-36763.00	126.3	2.3487	100.0000
9.1631e-01	605.4800	24.6065	62167.6374	49837.00	-37163.00	126.7	2.3783	100.0000
9.1577e-01	605.7600	24.6122	62209.0406	50037.00	-36963.00	126.5	2.3616	100.0000
9.1205e-01	607.4000	24.6455	62251.7015	50237.00	-36763.00	126.2	2.3454	100.0000
9.0940e-01	608.7200	24.6723	62328.0831	50037.00	-37163.00	126.6	2.3747	100.0000
9.0778e-01	609.2400	24.6828	62370.0211	50237.00	-36963.00	126.3	2.3581	100.0000
9.0303e-01	611.2000	24.7225	62413.2128	50437.00	-36763.00	126.1	2.3421	100.0000
9.0218e-01	611.4000	24.7265	62488.7569	50237.00	-37163.00	126.5	2.3711	100.0000
8.9950e-01	612.4000	24.7467	62531.2269	50437.00	-36963.00	126.2	2.3547	100.0000
8.9524e-01	613.9200	24.7774	62607.9064	50237.00	-37363.00	126.6	2.3843	100.0000
8.9465e-01	614.2800	24.7847	62649.6571	50437.00	-37163.00	126.4	2.3676	100.0000
8.9114e-01	616.2400	24.8242	62692.6562	50637.00	-36963.00	126.1	2.3516	100.0000
8.8846e-01	617.4400	24.8483	62768.5012	50437.00	-37363.00	126.5	2.3807	100.0000
8.8685e-01	618.4400	24.8685	62810.7820	50637.00	-37163.00	126.3	2.3642	100.0000
8.8210e-01	620.3600	24.9070	62854.3072	50837.00	-36963.00	126.0	2.3480	100.0000
8.8139e-01	620.4800	24.9094	62929.3218	50637.00	-37363.00	126.4	2.3771	100.0000
8.7872e-01	621.4000	24.9279	62972.1299	50837.00	-37163.00	126.2	2.3607	100.0000
8.7464e-01	623.1600	24.9632	63048.2731	50637.00	-37563.00	126.6	2.3902	100.0000
8.7402e-01	623.5200	24.9704	63090.3664	50837.00	-37363.00	126.3	2.3735	100.0000
8.7035e-01	626.0400	25.0208	63133.6989	51037.00	-37163.00	126.1	2.3573	100.0000
8.6803e-01	627.0800	25.0416	63209.0147	50837.00	-37563.00	126.5	2.3866	100.0000
8.6643e-01	628.0400	25.0607	63251.6335	51037.00	-37363.00	126.2	2.3701	100.0000
8.6173e-01	630.2800	25.1054	63295.4875	51237.00	-37163.00	126.0	2.3540	100.0000
8.6115e-01	630.5200	25.1102	63369.9798	51037.00	-37563.00	126.4	2.3830	100.0000
8.5853e-01	631.4000	25.1277	63413.1212	51237.00	-37363.00	126.1	2.3667	100.0000
8.5458e-01	633.0400	25.1603	63488.7355	51037.00	-37763.00	126.5	2.3961	100.0000
8.5393e-01	633.4400	25.1682	63531.1667	51237.00	-37563.00	126.2	2.3795	100.0000
8.5030e-01	635.2400	25.2040	63574.8279	51437.00	-37363.00	126.0	2.3632	100.0000
8.4809e-01	636.0000	25.2190	63649.6217	51237.00	-37763.00	126.4	2.3925	100.0000
8.4644e-01	636.8000	25.2349	63692.5736	51437.00	-37563.00	126.1	2.3759	100.0000
8.4188e-01	639.2800	25.2840	63736.7519	51637.00	-37363.00	125.9	2.3599	100.0000
8.4131e-01	639.6400	25.2911	63810.7290	51437.00	-37763.00	126.3	2.3888	100.0000
