s	phi0.0	phi-0.1	phi-0.2	phi-0.3	phi-0.4	phi-0.5	phi-0.6	phi-0.7	phi-0.8	phi-0.9
82	335946.2717	314480.4214	290864.6261	265622.2971	239329.3533	212590.5025	180607.8049	166159.0005	151944.7647	138091.7804
83	328493.0870	307008.7053	283464.3582	258385.8700	232348.1514	205951.2061	174472.8493	160319.3454	146419.8160	132896.8469
84	321205.2560	299714.5092	276252.3701	251346.5870	225570.5902	199519.2579	168546.2882	154684.9249	141095.7629	127897.3438
85	314079.1102	292593.6153	269223.8717	244499.0772	218990.7294	193288.1822	162821.0428	149248.5260	135965.3008	123085.9192
86	307111.0626	285641.9062	262374.1945	237838.1163	212602.8022	187251.7059	157290.2747	144003.1893	131021.3903	118455.4976
87	300297.6056	278855.3622	255698.7889	231358.6218	206401.2099	181403.7514	151947.3780	138942.1998	126257.2481	113999.2698
88	293635.3096	272230.0592	249193.2211	225055.6502	200380.5171	175738.4312	146785.9708	134059.0787	121666.3375	109710.6827
89	287120.8209	265762.1662	242853.1699	218924.3922	194535.4470	170250.0414	141799.8882	129347.5748	117242.3596	105583.4298
90	280750.8603	259447.9434	236674.4243	212960.1700	188860.8768	164933.0565	136983.1749	124801.6566	112979.2444	101611.4418
91	274522.2214	253283.7398	230652.8802	207158.4328	183351.8329	159782.1235	132330.0775	120415.5046	108871.1428	97788.8777
92	268431.7689	247265.9910	224784.5381	201514.7541	178003.4870	154792.0563	127835.0383	116183.5039	104912.4181	94110.1163
93	262476.4369	241391.2174	219065.5002	196024.8278	172811.1516	149957.8312	123492.6884	112100.2368	101097.6389	90569.7478
94	256653.2279	235656.0221	213491.9679	190684.4652	167770.2758	145274.5811	119297.8411	108160.4760	97421.5709	87162.5659
95	250959.2105	230057.0888	208060.2391	185489.5917	162876.4417	140737.5910	115245.4859	104359.1780	93879.1706	83883.5602
96	245391.5186	224591.1802	202766.7060	180436.2436	158125.3600	136342.2931	111330.7828	100691.4766	90465.5774	80727.9088
97	239947.3495	219255.1357	197607.8526	175520.5654	153512.8666	132084.2624	107549.0558	97152.6764	87176.1078	77690.9712
98	234623.9628	214045.8699	192580.2524	170738.8065	149034.9189	127959.2118	103895.7879	93738.2474	84006.2485	74768.2815
99	229418.6789	208960.3706	187680.5659	166087.3185	144687.5924	123962.9884	100366.6157	90443.8184	80951.6502	71955.5417
100	224328.8775	203995.6973	182905.5388	161562.5524	140467.0767	120091.5689	96957.3237	87265.1720	78008.1219	69248.6155
101	219351.9967	199148.9792	178251.9993	157161.0558	136369.6728	116341.0555	93663.8399	84198.2391	75171.6248	66643.5224
102	214485.5312	194417.4140	173716.8567	152879.4704	132391.7896	112707.6724	90482.2304	81239.0935	72438.2672	64136.4313
103	209727.0314	189798.2657	169297.0986	148714.5296	128529.9407	109187.7614	87408.6951	78383.9470	69804.2988	61723.6556
104	205074.1019	185288.8634	164989.7894	144663.0555	124780.7413	105777.7788	84439.5628	75629.1446	67266.1056	59401.6471
105	200524.4007	180886.5996	160792.0680	140721.9569	121140.9055	102474.2915	81571.2871	72971.1597	64820.2050	57166.9913
106	196075.6375	176588.9288	156701.1464	136888.2268	117607.2432	99273.9735	78800.4422	70406.5896	62463.2412	55016.4019
107	191725.5731	172393.3661	152714.3072	133158.9402	114176.6573	96173.6030	76123.7183	67932.1513	60191.9802	52946.7164
108	187472.0176	168297.4854	148828.9025	129531.2517	110846.1411	93170.0584	73537.9185	65544.6771	58003.3059	50954.8914
109	183312.8300	164298.9184	145042.3514	126002.3933	107612.7755	90260.3158	71039.9540	63241.1106	55894.2152	49037.9976
110	179245.9166	160395.3531	141352.1390	122569.6727	104473.7268	87441.4458	68626.8415	61018.5029	53861.8143	47193.2163
111	175269.2304	156584.5323	137755.8140	119230.4707	101426.2436	84710.6103	66295.6984	58874.0087	51903.3147	45417.8346
112	171380.7694	152864.2525	134250.9879	115982.2395	98467.6550	82065.0601	64043.7405	56804.8827	50016.0291	43709.2418
113	167578.5765	149232.3625	130835.3327	112822.5009	95595.3681	79502.1316	61868.2780	54808.4762	48197.3683	42064.9252
114	163860.7378	145686.7623	127506.5796	109748.8440	92806.8653	77019.2445	59766.7125	52882.2333	46444.8367	40482.4668
115	160225.3816	142225.4018	124262.5177	106758.9237	90099.7028	74613.8991	57736.5337	51023.6881	44756.0300	38959.5397
116	156670.6782	138846.2795	121100.9922	103850.4586	87471.5078	72283.6736	55775.3168	49230.4615	43128.6309	37493.9042
117	153194.8381	135547.4414	118019.9032	101021.2297	84919.9768	70026.2222	53880.7193	47500.2578	41560.4066	36083.4050
118	149796.1119	132326.9802	115017.2042	98269.0783	82442.8736	67839.2720	52050.4783	45830.8621	40049.2053	34725.9681
119	146472.7885	129183.0337	112090.9009	95591.9046	80038.0272	65720.6212	50282.4075	44220.1373	38592.9537	33419.5971
120	143223.1952	126113.7840	109239.0494	92987.6660	77703.3298	63668.1368	48574.3953	42666.0214	37189.6537	32162.3710
121	140045.6963	123117.4564	106459.7557	90454.3754	75436.7351	61679.7524	46924.4015	41166.5248	35837.3798	30952.4411
122	136938.6922	120192.3182	103751.1736	87990.1000	73236.2567	59753.4662	45330.4553	39719.7281	34534.2768	29788.0280
123	133900.6190	117336.6782	101111.5040	85592.9595	71099.9659	57887.3388	43790.6529	38323.7789	33278.5566	28667.4195
124	130929.9474	114548.8851	98538.9938	83261.1251	69025.9904	56079.4913	42303.1551	36976.8904	32068.4963	27588.9677
125	128025.1821	111827.3270	96031.9342	80992.8176	67012.5125	54328.1037	40866.1852	35677.3383	30902.4358	26551.0865
126	125184.8609	109170.4302	93588.6600	78786.3062	65057.7674	52631.4127	39478.0268	34423.4589	29778.7750	25552.2499
127	122407.5540	106576.6584	91207.5483	76639.9074	63160.0419	50987.7102	38137.0220	33213.6470	28695.9722	24590.9889
128	119691.8634	104044.5118	88887.0176	74551.9837	61317.6728	49395.3412	36841.5689	32046.3540	27652.5419	23665.8901
129	117036.4223	101572.5262	86625.5265	72520.9418	59529.0454	47852.7026	35590.1202	30920.0855	26647.0523	22775.5929
130	114439.8938	99159.2724	84421.5730	70545.2323	57792.5919	46358.2413	34381.1813	29833.3996	25678.1239	21918.7881
131	111900.9709	96803.3549	82273.6932	68623.3476	56106.7906	44910.4527	33213.3080	28784.9053	24744.4273	21094.2159
132	109418.3757	94503.4115	80180.4604	66753.8213	54470.1638	43507.8792	32085.1056	27773.2604	23844.6813	20300.6636
133	106990.8585	92258.1122	78140.4843	64935.2271	52881.2771	42149.1087	30995.2263	26797.1696	22977.6514	19536.9643
134	104617.1973	90066.1589	76152.4098	63166.1775	51338.7381	40832.7732	29942.3685	25855.3836	22142.1482	18801.9949
135	102296.1973	87926.2840	74214.9166	61445.3225	49841.1947	39557.5474	28925.2746	24946.6966	21337.0251	18094.6747
136	100026.6902	85837.2502	72326.7177	59771.3493	48387.3344	38322.1476	27942.7297	24069.9454	20561.1776	17413.9634
137	97807.5335	83797.8496	70486.5589	58142.9807	46975.8830	37125.3298	26993.5602	23224.0076	19813.5411	16758.8601
138	95637.6103	81806.9029	68693.2181	56558.9742	45605.6035	35965.8891	26076.6326	22407.8003	19093.0898	16128.4014
139	93515.8283	79863.2590	66945.5039	55018.1213	44275.2947	34842.6583	25190.8514	21620.2785	18398.8353	15521.6602
140	91441.1193	77965.7940	65242.2556	53519.2463	42983.7909	33754.5065	24335.1589	20860.4342	17729.8249	14937.7443
141	89412.4391	76113.4108	63582.3420	52061.2055	41729.9601	32700.3382	23508.5328	20127.2946	17085.1408	14375.7949
142	87428.7665	74305.0381	61964.6603	50642.8867	40512.7033	31679.0920	22709.9859	19419.9212	16463.8984	13834.9858
143	85489.1029	72539.6304	60388.1362	49263.2075	39330.9538	30689.7398	21938.5643	18737.4085	15865.2454	13314.5215
144	83592.4720	70816.1670	58851.7225	47921.1153	38183.6757	29731.2855	21193.3467	18078.8826	15288.3603	12813.6369
145	81737.9191	69133.6511	57354.3988	46615.5861	37069.8635	28802.7642	20473.4429	17443.5006	14732.4516	12331.5952
146	79924.5107	67491.1100	55895.1704	45345.6238	35988.5410	27903.2410	19777.9931	16830.4491	14196.7567	11867.6877
147	78151.3339	65887.5940	54473.0681	44110.2595	34938.7606	27031.8103	19106.1666	16238.9432	13680.5405	11421.2321
148	76417.4961	64322.1757	53087.1474	42908.5506	33919.6021	26187.5948	18457.1609	15668.2259	13183.0947	10991.5719
149	74722.1247	62793.9501	51736.4878	41739.5802	32930.1723	25369.7445	17830.2010	15117.5664	12703.7368	10578.0753
150	73064.3662	61302.0335	50420.1920	40602.4565	31969.6041	24577.4360	17224.5378	14586.2598	12241.8091	10180.1342
151	71443.3861	59845.5632	49137.3859	39496.3117	31037.0555	23809.8717	16639.4481	14073.6259	11796.6778	9797.1634
152	69858.3685	58423.6971	47887.2173	38420.3019	30131.7091	23066.2788	16074.2329	13579.0086	11367.7322	9428.5997
153	68308.5155	57035.6130	46668.8558	37373.6062	29252.7716	22345.9086	15528.2171	13101.7746	10954.3837	9073.9012
154	66793.0470	55680.5083	45481.4923	36355.4260	28399.4726	21648.0359	15000.7487	12641.3129	10556.0652	8732.5462
155	65311.2002	54357.5994	44324.3381	35364.9843	27571.0642	20971.9580	14491.1974	12197.0342	10172.2302	8404.0329
156	63862.2291	53066.1214	43196.6246	34401.5255	26766.8203	20316.9944	13998.9548	11768.3697	9802.3521	8087.8780
157	62445.4044	51805.3275	42097.6027	33464.3145	25986.0361	19682.4856	13523.4329	11354.7705	9445.9232	7783.6166
158	61060.0128	50574.4887	41026.5424	32552.6363	25228.0273	19067.7928	13064.0637	10955.7073	9102.4547	7490.8015
159	59705.3571	49372.8933	39982.7324	31665.7951	24492.1295	18472.2971	12620.2986	10570.6692	8771.4753	7209.0018
160	58380.7552	48199.8466	38965.4793	30803.1145	23777.6977	17895.3990	12191.6074	10199.1632	8452.5307	6937.8033
161	57085.5405	47054.6701	37974.1075	29963.9361	23084.1057	17336.5177	11777.4782	9840.7138	8145.1835	6676.8071
162	55819.0610	45936.7019	37007.9585	29147.6197	22410.7458	16795.0905	11377.4163	9494.8621	7849.0119	6425.6295
163	54580.6791	44845.2953	36066.3906	28353.5424	21757.0276	16270.5723	10990.9438	9161.1653	7563.6096	6183.9010
164	53369.7715	43779.8194	35148.7783	27581.0984	21122.3784	15762.4350	10617.5992	8839.1964	7288.5850	5951.2662
165	52185.7287	42739.6580	34254.5122	26829.6984	20506.2417	15270.1672	10256.9365	8528.5430	7023.5606	5727.3830
166	51027.9547	41724.2098	33382.9982	26098.7689	19908.0777	14793.2730	9908.5249	8228.8075	6768.1730	5511.9221
167	49895.8666	40732.8875	32533.6577	25387.7524	19327.3620	14331.2725	9571.9483	7939.6062	6522.0717	5304.5668
168	48788.8946	39765.1180	31705.9263	24696.1063	18763.5857	13883.7004	9246.8046	7660.5689	6284.9190	5105.0120
169	47706.4815	38820.3416	30899.2542	24023.3030	18216.2547	13450.1063	8932.7056	7391.3383	6056.3895	4912.9644
170	46648.0825	37898.0121	30113.1058	23368.8290	17684.8892	13030.0534	8629.2760	7131.5699	5836.1697	4728.1415
171	45613.1647	36997.5962	29346.9589	22732.1851	17169.0236	12623.1190	8336.1534	6880.9310	5623.9575	4550.2715
172	44601.2072	36118.5732	28600.3044	22112.8854	16668.2057	12228.8934	8052.9878	6639.1008	5419.4616	4379.0929
173	43611.7007	35260.4348	27872.6466	21510.4575	16181.9966	11846.9796	7779.4408	6405.7697	5222.4015	4214.3540
174	42644.1469	34422.6848	27163.5021	20924.4417	15709.9702	11476.9931	7515.1857	6180.6390	5032.5069	4055.8124
175	41698.0590	33604.8389	26472.3999	20354.3909	15251.7127	11118.5615	7259.9070	5963.4206	4849.5171	3903.2350
176	40772.9607	32806.4241	25798.8809	19799.8702	14806.8225	10771.3238	7013.2997	5753.8363	4673.1811	3756.3976
177	39868.3863	32026.9788	25142.4978	19260.4565	14374.9096	10434.9306	6775.0692	5551.6178	4503.2569	3615.0841
178	38983.8804	31266.0523	24502.8145	18735.7381	13955.5956	10109.0430	6544.9310	5356.5063	4339.5115	3479.0867
179	38118.9979	30523.2046	23879.4063	18225.3148	13548.5130	9793.3331	6322.6103	5168.2520	4181.7201	3348.2054
180	37273.3033	29798.0061	23271.8591	17728.7972	13153.3049	9487.4829	6107.8414	4986.6139	4029.6662	3222.2479
181	36446.3711	29090.0376	22679.7692	17245.8063	12769.6249	9191.1846	5900.3679	4811.3594	3883.1412	3101.0288
182	35637.7848	28398.8897	22102.7435	16775.9737	12397.1368	8904.1398	5699.9419	4642.2643	3741.9442	2984.3698
183	34847.1376	27724.1626	21540.3987	16318.9408	12035.5142	8626.0595	5506.3241	4479.1120	3605.8812	2872.0996
184	34074.0314	27065.4664	20992.3612	15874.3591	11684.4400	8356.6638	5319.2832	4321.6937	3474.7658	2764.0528
185	33318.0770	26422.4201	20458.2670	15441.8892	11343.6066	8095.6815	5138.5957	4169.8078	3348.4179	2660.0707
186	32578.8940	25794.6518	19937.7614	15021.2012	11012.7153	7842.8497	4964.0459	4023.2600	3226.6642	2560.0004
187	31856.1102	25181.7987	19430.4987	14611.9742	10691.4760	7597.9140	4795.4253	3881.8626	3109.3376	2463.6947
188	31149.3619	24583.5063	18936.1419	14213.8958	10379.6072	7360.6278	4632.5324	3745.4346	2996.2772	2371.0119
189	30458.2932	23999.4286	18454.3628	13826.6624	10076.8356	7130.7521	4475.1728	3613.8014	2887.3279	2281.8158
190	29782.5563	23429.2281	17984.8411	13449.9786	9782.8958	6908.0555	4323.1584	3486.7944	2782.3402	2195.9752
191	29121.8111	22872.5749	17527.2652	13083.5568	9497.5302	6692.3139	4176.3076	3364.2511	2681.1699	2113.3638
192	28475.7249	22329.1471	17081.3311	12727.1176	9220.4886	6483.3099	4034.4452	3246.0145	2583.6784	2033.8603
193	27843.9726	21798.6306	16646.7426	12380.3889	8951.5284	6280.8332	3897.4016	3131.9334	2489.7318	1957.3477
194	27226.2361	21280.7186	16223.2110	12043.1063	8690.4136	6084.6800	3765.0132	3021.8617	2399.2013	1883.7134
195	26622.2045	20775.1117	15810.4551	11715.0124	8436.9155	5894.6527	3637.1218	2915.6584	2311.9626	1812.8491
196	26031.5737	20281.5174	15408.2006	11395.8568	8190.8119	5710.5601	3513.5746	2813.1876	2227.8960	1744.6508
197	25454.0465	19799.6504	15016.1803	11085.3961	7951.8872	5532.2167	3394.2241	2714.3182	2146.8863	1679.0180
198	24889.3320	19329.2320	14634.1340	10783.3934	7719.9318	5359.4431	3278.9278	2618.9235	2068.8221	1615.8543
199	24337.1461	18869.9903	14261.8078	10489.6182	7494.7425	5192.0653	3167.5479	2526.8815	1993.5965	1555.0668
200	23797.2109	18421.6597	13898.9545	10203.8464	7276.1220	5029.9148	3059.9515	2438.0743	1921.1062	1496.5661
201	23269.2544	17983.9809	13545.3330	9925.8600	7063.8786	4872.8283	2956.0098	2352.3882	1851.2518	1440.2662
202	22753.0110	17556.7009	13200.7084	9655.4468	6857.8263	4720.6477	2855.5990	2269.7136	1783.9374	1386.0842
203	22248.2208	17139.5726	12864.8519	9392.4006	6657.7845	4573.2198	2758.5989	2189.9445	1719.0707	1333.9405
204	21754.6296	16732.3548	12537.5404	9136.5207	6463.5779	4430.3961	2664.8937	2112.9790	1656.5626	1283.7584
205	21271.9891	16334.8121	12218.5564	8887.6117	6275.0363	4292.0328	2574.3716	2038.7184	1596.3274	1235.4642
206	20800.0563	15946.7145	11907.6881	8645.4839	6091.9944	4157.9907	2486.9243	1967.0677	1538.2824	1188.9867
207	20338.5937	15567.8378	11604.7290	8409.9524	5914.2918	4028.1348	2402.4475	1897.9351	1482.3481	1144.2577
208	19887.3689	15197.9627	11309.4779	8180.8376	5741.7728	3902.3344	2320.8403	1831.2322	1428.4476	1101.2114
209	19446.1548	14836.8755	11021.7386	7957.9646	5574.2862	3780.4627	2242.0051	1766.8736	1376.5070	1059.7844
210	19014.7293	14484.3673	10741.3202	7741.1634	5411.6851	3662.3972	2165.8478	1704.7768	1326.4551	1019.9160
211	18592.8752	14140.2343	10468.0362	7530.2686	5253.8270	3548.0189	2092.2774	1644.8625	1278.2231	981.5473
212	18180.3803	13804.2776	10201.7051	7325.1192	5100.5737	3437.2127	2021.2061	1587.0538	1231.7449	944.6221
213	17777.0369	13476.3028	9942.1502	7125.5588	4951.7907	3329.8670	1952.5490	1531.2768	1186.9567	909.0859
214	17382.6418	13156.1204	9689.1989	6931.4351	4807.3477	3225.8737	1886.2241	1477.4602	1143.7971	874.8866
215	16996.9967	12843.5452	9442.6833	6742.6000	4667.1180	3125.1283	1822.1521	1425.5348	1102.2069	841.9739
216	16619.9074	12538.3964	9202.4396	6558.9093	4530.9789	3027.5291	1760.2565	1375.4344	1062.1289	810.2993
217	16251.1840	12240.4976	8968.3083	6380.2230	4398.8109	2932.9780	1700.4635	1327.0948	1023.5083	779.8163
218	15890.6410	11949.6765	8740.1338	6206.4047	4270.4983	2841.3798	1642.7015	1280.4541	986.2919	750.4801
219	15538.0969	11665.7651	8517.7647	6037.3218	4145.9285	2752.6422	1586.9015	1235.4526	950.4288	722.2475
220	15193.3742	11388.5991	8301.0530	5872.8452	4024.9923	2666.6760	1532.9971	1192.0326	915.8697	695.0769
221	14856.2994	11118.0182	8089.8551	5712.8495	3907.5839	2583.3945	1480.9236	1150.1386	882.5673	668.9285
222	14526.7028	10853.8661	7884.0305	5557.2127	3793.6003	2502.7140	1430.6190	1109.7170	850.4757	643.7638
223	14204.4185	10595.9899	7683.4425	5405.8159	3682.9415	2424.5531	1382.0232	1070.7161	819.5511	619.5458
224	13889.2843	10344.2406	7487.9580	5258.5436	3575.5106	2348.8332	1335.0781	1033.0858	789.7510	596.2388
225	13581.1416	10098.4726	7297.4471	5115.2836	3471.2135	2275.4781	1289.7277	996.7780	761.0344	573.8087
226	13279.8352	9858.5438	7111.7831	4975.9264	3369.9587	2204.4139	1245.9177	961.7462	733.3620	552.2223
227	12985.2135	9624.3154	6930.8430	4840.3657	3271.6575	2135.5691	1203.5959	927.9457	706.6958	531.4480
228	12697.1282	9395.6520	6754.5063	4708.4982	3176.2238	2068.8743	1162.7117	895.3330	680.9992	511.4553
229	12415.4342	9172.4215	6582.6561	4580.2232	3083.5738	2004.2624	1123.2162	863.8666	656.2370	492.2146
230	12139.9898	8954.4946	6415.1781	4455.4428	2993.6264	1941.6684	1085.0624	833.5060	632.3752	473.6978
231	11870.6563	8741.7455	6251.9611	4334.0619	2906.3028	1881.0292	1048.2046	804.2125	609.3811	455.8775
232	11607.2981	8534.0510	6092.8968	4215.9877	2821.5263	1822.2838	1012.5988	775.9484	587.2230	438.7277
233	11349.7827	8331.2911	5937.8794	4101.1303	2739.2228	1765.3731	978.2024	748.6777	565.8707	422.2230
234	11097.9805	8133.3486	5786.8061	3989.4020	2659.3201	1710.2397	944.9745	722.3655	545.2947	406.3392
235	10851.7646	7940.1090	5639.5763	3880.7176	2581.7481	1656.8282	912.8752	696.9779	525.4670	391.0530
236	10611.0112	7751.4606	5496.0925	3774.9940	2506.4389	1605.0847	881.8663	672.4827	506.3602	376.3418
237	10375.5991	7567.2942	5356.2592	3672.1507	2433.3265	1554.9572	851.9107	648.8483	487.9481	362.1840
238	10145.4097	7387.5035	5219.9836	3572.1092	2362.3467	1506.3952	822.9727	626.0445	470.2056	348.5589
239	9920.3273	7211.9844	5087.1752	3474.7932	2293.4374	1459.3498	795.0176	604.0422	453.1082	335.4463
240	9700.2384	7040.6354	4957.7457	3380.1284	2226.5382	1413.7736	768.0122	582.8131	436.6324	322.8270
241	9485.0324	6873.3575	4831.6092	3288.0425	2161.5904	1369.6208	741.9240	562.3302	420.7558	310.6824
242	9274.6008	6710.0539	4708.6819	3198.4654	2098.5371	1326.8470	716.7221	542.5671	405.4565	298.9947
243	9068.8378	6550.6302	4588.8821	3111.3287	2037.3231	1285.4089	692.3762	523.4986	390.7134	287.7467
244	8867.6398	6394.9943	4472.1304	3026.5658	1977.8947	1245.2651	668.8573	505.1002	376.5065	276.9219
245	8670.9055	6243.0562	4358.3490	2944.1122	1920.1998	1206.3749	646.1373	487.3485	362.8161	266.5042
246	8478.5359	6094.7279	4247.4626	2863.9049	1864.1878	1168.6992	624.1890	470.2206	349.6236	256.4785
247	8290.4341	5949.9237	4139.3973	2785.8827	1809.8097	1132.2002	602.9863	453.6947	336.9107	246.8299
248	8106.5055	5808.5599	4034.0815	2709.9860	1757.0179	1096.8411	582.5039	437.7497	324.6601	237.5443
249	7926.6574	5670.5548	3931.4451	2636.1571	1705.7659	1062.5863	562.7172	422.3650	312.8550	228.6080
250	7750.7994	5535.8285	3831.4201	2564.3395	1656.0090	1029.4012	543.6026	407.5209	301.4791	220.0079
251	7578.8429	5404.3032	3733.9399	2494.4784	1607.7034	997.2526	525.1373	393.1986	290.5168	211.7313
252	7410.7014	5275.9028	3638.9399	2426.5206	1560.8070	966.1079	507.2992	379.3797	279.9532	203.7661
253	7246.2902	5150.5530	3546.3568	2360.4142	1515.2785	935.9360	490.0671	366.0464	269.7736	196.1006
254	7085.5266	5028.1814	3456.1293	2296.1087	1471.0780	906.7063	473.4203	353.1817	259.9642	188.7234
255	6928.3296	4908.7172	3368.1974	2233.5551	1428.1669	878.3894	457.3389	340.7691	250.5115	181.6237
256	6774.6201	4792.0914	3282.5027	2172.7057	1386.5075	850.9569	441.8039	328.7928	241.4026	174.7911
257	6624.3208	4678.2365	3198.9882	2113.5141	1346.0632	824.3812	426.7965	317.2374	232.6248	168.2156
258	6477.3560	4567.0866	3117.5986	2055.9350	1306.7988	798.6354	412.2989	306.0881	224.1662	161.8874
259	6333.6517	4458.5776	3038.2797	1999.9245	1268.6797	773.6936	398.2938	295.3306	216.0151	155.7973
260	6193.1355	4352.6466	2960.9788	1945.4400	1231.6725	749.5308	384.7644	284.9512	208.1605	149.9363
261	6055.7368	4249.2324	2885.6447	1892.4398	1195.7447	726.1226	371.6946	274.9366	200.5915	144.2958
262	5921.3864	4148.2752	2812.2272	1840.8835	1160.8651	703.4455	359.0687	265.2740	193.2976	138.8675
263	5790.0166	4049.7166	2740.6776	1790.7317	1127.0028	681.4766	346.8717	255.9509	186.2690	133.6433
264	5661.5614	3953.4997	2670.9485	1741.9463	1094.1283	660.1938	335.0891	246.9555	179.4960	128.6158
265	5535.9560	3859.5688	2602.9934	1694.4900	1062.2127	639.5756	323.7066	238.2763	172.9692	123.7773
266	5413.1372	3767.8696	2536.7672	1648.3265	1031.2281	619.6014	312.7108	229.9021	166.6798	119.1209
267	5293.0433	3678.3491	2472.2260	1603.4206	1001.1474	600.2510	302.0885	221.8222	160.6191	114.6396
268	5175.6137	3590.9555	2409.3269	1559.7381	971.9440	581.5049	291.8271	214.0262	154.7787	110.3269
269	5060.7894	3505.6383	2348.0280	1517.2457	943.5926	563.3442	281.9142	206.5043	149.1507	106.1765
270	4948.5125	3422.3481	2288.2888	1475.9110	916.0681	545.7507	272.3380	199.2467	143.7274	102.1822
271	4838.7266	3341.0368	2230.0694	1435.7023	889.3466	528.7067	263.0871	192.2442	138.5012	98.3382
272	4731.3763	3261.6573	2173.3313	1396.5890	863.4044	512.1949	254.1505	185.4878	133.4651	94.6387
273	4626.4077	3184.1639	2118.0367	1358.5413	838.2191	496.1988	245.5174	178.9688	128.6121	91.0785
274	4523.7678	3108.5116	2064.1490	1321.5302	813.7683	480.7023	237.1776	172.6789	123.9356	87.6522
275	4423.4051	3034.6567	2011.6323	1285.5273	790.0308	465.6898	229.1210	166.6101	119.4291	84.3547
276	4325.2690	2962.5565	1960.4517	1250.5053	766.9858	451.1461	221.3382	160.7546	115.0864	81.1814
277	4229.3101	2892.1694	1910.5733	1216.4375	744.6129	437.0566	213.8197	155.1049	110.9017	78.1274
278	4135.4802	2823.4545	1861.9639	1183.2977	722.8926	423.4071	206.5566	149.6538	106.8692	75.1883
279	4043.7319	2756.3723	1814.5912	1151.0608	701.8060	410.1839	199.5402	144.3942	102.9832	72.3597
280	3954.0191	2690.8839	1768.4238	1119.7021	681.3344	397.3737	192.7621	139.3194	99.2386	69.6376
281	3866.2966	2626.9514	1723.4310	1089.1977	661.4600	384.9635	186.2143	134.4231	95.6301	67.0179
282	3780.5203	2564.5378	1679.5830	1059.5244	642.1653	372.9410	179.8889	129.6988	92.1529	64.4967
283	3696.6470	2503.6072	1636.8505	1030.6594	623.4334	361.2938	173.7784	125.1405	88.8020	62.0704
284	3614.6345	2444.1242	1595.2052	1002.5809	605.2480	350.0105	167.8754	120.7424	85.5731	59.7353
285	3534.4415	2386.0544	1554.6195	975.2672	587.5930	339.0795	162.1729	116.4990	82.4615	57.4881
286	3456.0277	2329.3643	1515.0664	948.6978	570.4530	328.4899	156.6642	112.4046	79.4631	55.3254
287	3379.3535	2274.0211	1476.5196	922.8521	553.8129	318.2310	151.3425	108.4541	76.5737	53.2441
288	3304.3803	2219.9928	1438.9536	897.7106	537.6583	308.2925	146.2017	104.6425	73.7893	51.2411
289	3231.0705	2167.2482	1402.3433	873.2540	521.9749	298.6644	141.2355	100.9649	71.1062	49.3135
290	3159.3871	2115.7567	1366.6644	849.4637	506.7489	289.3370	136.4379	97.4165	68.5207	47.4583
291	3089.2941	2065.4886	1331.8933	826.3215	491.9672	280.3008	131.8033	93.9928	66.0292	45.6730
292	3020.7561	2016.4148	1298.0069	803.8097	477.6165	271.5469	127.3262	90.6894	63.6283	43.9548
293	2953.7387	1968.5070	1264.9826	781.9113	463.6845	263.0664	123.0011	87.5021	61.3146	42.3012
294	2888.2081	1921.7374	1232.7985	760.6095	450.1589	254.8507	118.8230	84.4268	59.0851	40.7099
295	2824.1313	1876.0790	1201.4332	739.8880	437.0279	246.8916	114.7867	81.4597	56.9367	39.1784
296	2761.4762	1831.5054	1170.8660	719.7310	424.2798	239.1811	110.8876	78.5968	54.8664	37.7045
297	2700.2110	1787.9908	1141.0765	700.1231	411.9036	231.7113	107.1210	75.8345	52.8714	36.2861
298	2640.3051	1745.5100	1112.0449	681.0495	399.8885	224.4749	103.4822	73.1693	50.9489	34.9210
299	2581.7282	1704.0386	1083.7519	662.4954	388.2238	217.4644	99.9671	70.5978	49.0963	33.6073
300	2524.4509	1663.5525	1056.1787	644.4469	376.8994	210.6729	96.5714	68.1166	47.3111	32.3430
301	2468.4444	1624.0283	1029.3071	626.8900	365.9053	204.0935	93.2910	65.7226	45.5908	31.1263
302	2413.6803	1585.4431	1003.1191	609.8115	355.2319	197.7196	90.1221	63.4128	43.9330	29.9554
303	2360.1313	1547.7747	977.5975	593.1982	344.8698	191.5447	87.0608	61.1842	42.3356	28.8284
304	2307.7702	1511.0012	952.7251	577.0375	334.8100	185.5627	84.1034	59.0339	40.7962	27.7439
305	2256.5709	1475.1014	928.4856	561.3171	325.0436	179.7675	81.2466	56.9591	39.3128	26.7002
306	2206.5074	1440.0546	904.8628	546.0250	315.5622	174.1533	78.4868	54.9573	37.8833	25.6958
307	2157.5546	1405.8405	881.8410	531.1495	306.3573	168.7144	75.8207	53.0258	36.5058	24.7291
308	2109.6879	1372.4392	859.4049	516.6792	297.4209	163.4454	73.2452	51.1622	35.1784	23.7988
309	2062.8831	1339.8315	837.5397	502.6032	288.7451	158.3409	70.7572	49.3641	33.8992	22.9035
310	2017.1167	1307.9986	816.2307	488.9106	280.3225	153.3958	68.3537	47.6292	32.6666	22.0419
311	1972.3657	1276.9220	795.4639	475.5911	272.1455	148.6052	66.0318	45.9553	31.4788	21.2127
312	1928.6074	1246.5837	775.2255	462.6344	264.2071	143.9642	63.7888	44.3402	30.3342	20.4147
313	1885.8200	1216.9662	755.5020	450.0307	256.5002	139.4681	61.6220	42.7819	29.2312	19.6467
314	1843.9819	1188.0524	736.2802	437.7704	249.0181	135.1125	59.5288	41.2783	28.1683	18.9076
