source	x	y	z	R	time
854	77233.9059	-34567.4161	3518.8322	2108.7651	3226.5766
855	77325.5089	-34607.5272	3518.8322	2108.7651	3230.3144
856	77417.1118	-34647.6383	3518.8322	2108.7651	3234.0523
857	77508.7148	-34687.7494	3518.8322	2108.7651	3237.7901
858	77600.3177	-34727.8605	3518.8322	2108.7651	3241.5280
859	77691.9206	-34767.9716	3518.8322	2108.7651	3245.2658
860	77783.5236	-34808.0828	3518.8322	2108.7651	3249.0037
861	77875.1265	-34848.1939	3518.8322	2108.7651	3252.7415
862	77966.7295	-34888.3050	3518.8322	2108.7651	3256.4794
863	78058.3324	-34928.4161	3518.8322	2108.7651	3260.2172
864	78149.9354	-34968.5272	3518.8322	2108.7651	3263.9551
865	78241.5383	-35008.6383	3518.8322	2108.7651	3267.6929
866	78333.1412	-35048.7494	3518.8322	2108.7651	3271.4308
867	78424.7442	-35088.8605	3518.8322	2108.7651	3275.1686
868	78516.3471	-35128.9716	3518.8322	2108.7651	3278.9065
869	78607.9501	-35169.0827	3518.8322	2108.7651	3282.6443
870	78699.5530	-35209.1938	3518.8322	2108.7651	3286.3822
871	78791.1559	-35249.3049	3518.8322	2108.7651	3290.1200
872	78882.7589	-35289.4161	3518.8322	2108.7651	3293.8579
873	78974.3618	-35329.5272	3518.8322	2108.7651	3297.5957
874	79065.9648	-35369.6383	3518.8322	2108.7651	3301.3336
875	79157.5677	-35409.7494	3518.8322	2108.7651	3305.0714
876	79249.1707	-35449.8605	3518.8322	2108.7651	3308.8093
877	79340.7736	-35489.9716	3518.8322	2108.7651	3312.5471
878	79432.3765	-35530.0827	3518.8322	2108.7651	3316.2850
879	79523.9795	-35570.1938	3518.8322	2108.7651	3320.0228
880	79615.5824	-35610.3049	3518.8322	2108.7651	3323.7607
881	79707.1854	-35650.4160	3518.8322	2108.7651	3327.4985
882	79798.7883	-35690.5271	3518.8322	2108.7651	3331.2364
883	79890.3913	-35730.6383	3518.8322	2108.7651	3334.9742
884	79981.9942	-35770.7494	3518.8322	2108.7651	3338.7121
885	80073.5971	-35810.8605	3518.8322	2108.7651	3342.4499
886	80165.2001	-35850.9716	3518.8322	2108.7651	3346.1878
887	80256.8030	-35891.0827	3518.8322	2108.7651	3349.9256
888	80348.4060	-35931.1938	3518.8322	2108.7651	3353.6635
889	80440.0089	-35971.3049	3518.8322	2108.7651	3357.4013
890	80531.6118	-36011.4160	3518.8322	2108.7651	3361.1392
891	80623.2148	-36051.5271	3518.8322	2108.7651	3364.8770
892	80714.8177	-36091.6382	3518.8322	2108.7651	3368.6149
893	80806.4207	-36131.7493	3518.8322	2108.7651	3372.3527
894	80898.0236	-36171.8604	3518.8322	2108.7651	3376.0906
895	80989.6266	-36211.9716	3518.8322	2108.7651	3379.8284
896	81081.2295	-36252.0827	3518.8322	2108.7651	3383.5663
897	81172.8324	-36292.1938	3518.8322	2108.7651	3387.3041
898	81264.4354	-36332.3049	3518.8322	2108.7651	3391.0420
899	81356.0383	-36372.4160	3518.8322	2108.7651	3394.7798
900	81447.6413	-36412.5271	3518.8322	2108.7651	3398.5177
901	81539.2442	-36452.6382	3518.8322	2108.7651	3402.2555
902	81630.8471	-36492.7493	3518.8322	2108.7651	3405.9934
903	81722.4501	-36532.8604	3518.8322	2108.7651	3409.7312
904	81814.0530	-36572.9715	3518.8322	2108.7651	3413.4691
905	81905.6560	-36613.0826	3518.8322	2108.7651	3417.2069
906	81997.2589	-36653.1937	3518.8322	2108.7651	3420.9448
907	82088.8619	-36693.3049	3518.8322	2108.7651	3424.6826
908	82180.4648	-36733.4160	3518.8322	2108.7651	3428.4205
909	82272.0677	-36773.5271	3518.8322	2108.7651	3432.1583
910	82363.6707	-36813.6382	3518.8322	2108.7651	3435.8962
911	82455.2736	-36853.7493	3518.8322	2108.7651	3439.6340
912	82546.8766	-36893.8604	3518.8322	2108.7651	3443.3719
913	82638.4795	-36933.9715	3518.8322	2108.7651	3447.1097
914	82730.0825	-36974.0826	3518.8322	2108.7651	3450.8476
915	82821.6854	-37014.1937	3518.8322	2108.7651	3454.5854
916	82913.2883	-37054.3048	3518.8322	2108.7651	3458.3233
917	83004.8913	-37094.4159	3518.8322	2108.7651	3462.0611
918	83096.4942	-37134.5271	3518.8322	2108.7651	3465.7990
919	83188.0972	-37174.6382	3518.8322	2108.7651	3469.5368
920	83279.7001	-37214.7493	3518.8322	2108.7651	3473.2747
921	83371.3030	-37254.8604	3518.8322	2108.7651	3477.0125
922	83462.9060	-37294.9715	3518.8322	2108.7651	3480.7504
923	83554.5089	-37335.0826	3518.8322	2108.7651	3484.4882
924	83646.1119	-37375.1937	3518.8322	2108.7651	3488.2261
925	83737.7148	-37415.3048	3518.8322	2108.7651	3491.9639
926	83829.3178	-37455.4159	3518.8322	2108.7651	3495.7018
927	83920.9207	-37495.5270	3518.8322	2108.7651	3499.4396
928	84012.5236	-37535.6381	3518.8322	2108.7651	3503.1775
929	84104.1266	-37575.7492	3518.8322	2108.7651	3506.9153
930	84195.7295	-37615.8604	3518.8322	2108.7651	3510.6532
931	84287.3325	-37655.9715	3518.8322	2108.7651	3514.3910
932	84378.9354	-37696.0826	3518.8322	2108.7651	3518.1289
933	84470.5383	-37736.1937	3518.8322	2108.7651	3521.8667
934	84562.1413	-37776.3048	3518.8322	2108.7651	3525.6046
935	84653.7442	-37816.4159	3518.8322	2108.7651	3529.3425
936	84745.3472	-37856.5270	3518.8322	2108.7651	3533.0803
937	84836.9501	-37896.6381	3518.8322	2108.7651	3536.8182
938	84928.5531	-37936.7492	3518.8322	2108.7651	3540.5560
939	85020.1560	-37976.8603	3518.8322	2108.7651	3544.2939
940	85111.7589	-38016.9714	3518.8322	2108.7651	3548.0317
941	85203.3619	-38057.0825	3518.8322	2108.7651	3551.7696
942	85294.9648	-38097.1937	3518.8322	2108.7651	3555.5074
943	85386.5678	-38137.3048	3518.8322	2108.7651	3559.2453
944	85478.1707	-38177.4159	3518.8322	2108.7651	3562.9831
945	85569.7736	-38217.5270	3518.8322	2108.7651	3566.7210
946	85661.3766	-38257.6381	3518.8322	2108.7651	3570.4588
947	85752.9795	-38297.7492	3518.8322	2108.7651	3574.1967
948	85844.5825	-38337.8603	3518.8322	2108.7651	3577.9345
949	85936.1854	-38377.9714	3518.8322	2108.7651	3581.6724
950	86027.7884	-38418.0825	3518.8322	2108.7651	3585.4102
951	86119.3913	-38458.1936	3518.8322	2108.7651	3589.1481
952	86210.9942	-38498.3047	3518.8322	2108.7651	3592.8859
953	86302.5972	-38538.4159	3518.8322	2108.7651	3596.6238
954	86394.2001	-38578.5270	3518.8322	2108.7651	3600.3616
955	86485.8031	-38618.6381	3518.8322	2108.7651	3604.0995
956	86577.4060	-38658.7492	3518.8322	2108.7651	3607.8373
957	86669.0090	-38698.8603	3518.8322	2108.7651	3611.5752
958	86760.6119	-38738.9714	3518.8322	2108.7651	3615.3130
959	86852.2148	-38779.0825	3518.8322	2108.7651	3619.0509
960	86943.8178	-38819.1936	3518.8322	2108.7651	3622.7887
961	87035.4207	-38859.3047	3518.8322	2108.7651	3626.5266
962	87127.0237	-38899.4158	3518.8322	2108.7651	3630.2644
963	87218.6266	-38939.5269	3518.8322	2108.7651	3634.0023
964	87310.2295	-38979.6380	3518.8322	2108.7651	3637.7401
965	87401.8325	-39019.7492	3518.8322	2108.7651	3641.4780
966	87493.4354	-39059.8603	3518.8322	2108.7651	3645.2158
967	87585.0384	-39099.9714	3518.8322	2108.7651	3648.9537
968	87676.6413	-39140.0825	3518.8322	2108.7651	3652.6915
969	87768.2443	-39180.1936	3518.8322	2108.7651	3656.4294
970	87859.8472	-39220.3047	3518.8322	2108.7651	3660.1672
971	87951.4501	-39260.4158	3518.8322	2108.7651	3663.9051
972	88043.0531	-39300.5269	3518.8322	2108.7651	3667.6429
973	88134.6560	-39340.6380	3518.8322	2108.7651	3671.3808
974	88226.2590	-39380.7491	3518.8322	2108.7651	3675.1186
975	88317.8619	-39420.8602	3518.8322	2108.7651	3678.8565
976	88409.4648	-39460.9714	3518.8322	2108.7651	3682.5943
977	88501.0678	-39501.0825	3518.8322	2108.7651	3686.3322
978	88592.6707	-39541.1936	3518.8322	2108.7651	3690.0700
979	88684.2737	-39581.3047	3518.8322	2108.7651	3693.8079
980	88775.8766	-39621.4158	3518.8322	2108.7651	3697.5457
981	88867.4796	-39661.5269	3518.8322	2108.7651	3701.2836
982	88959.0825	-39701.6380	3518.8322	2108.7651	3705.0214
983	89050.6854	-39741.7491	3518.8322	2108.7651	3708.7593
984	89142.2884	-39781.8602	3518.8322	2108.7651	3712.4971
985	89233.8913	-39821.9713	3518.8322	2108.7651	3716.2350
986	89325.4943	-39862.0824	3518.8322	2108.7651	3719.9728
987	89417.0972	-39902.1935	3518.8322	2108.7651	3723.7107
988	89508.7002	-39942.3047	3518.8322	2108.7651	3727.4485
989	89600.3031	-39982.4158	3518.8322	2108.7651	3731.1864
990	89691.9060	-40022.5269	3518.8322	2108.7651	3734.9242
991	89783.5090	-40062.6380	3518.8322	2108.7651	3738.6621
992	89875.1119	-40102.7491	3518.8322	2108.7651	3742.3999
993	89966.7149	-40142.8602	3518.8322	2108.7651	3746.1378
994	90058.3178	-40182.9713	3518.8322	2108.7651	3749.8756
995	90149.9207	-40223.0824	3518.8322	2108.7651	3753.6135
996	90241.5237	-40263.1935	3518.8322	2108.7651	3757.3513
997	90333.1266	-40303.3046	3518.8322	2108.7651	3761.0892
998	90424.7296	-40343.4157	3518.8322	2108.7651	3764.8270
999	90516.3325	-40383.5268	3518.8322	2108.7651	3768.5649
