#source	-4	-3	-2	-1	0	1	2	3	4	5
155	1.0259e-01	3.3518e+01	2.0176e+03	3.3939e+04	2.8307e+05	1.2385e+06	1.6158e+06	9.2723e+05	2.2181e+05	2.5327e+04
156	9.1563e-02	3.0885e+01	1.9018e+03	3.2517e+04	2.7531e+05	1.2199e+06	1.6029e+06	9.2340e+05	2.2149e+05	2.5317e+04
157	8.1727e-02	2.8460e+01	1.7927e+03	3.1155e+04	2.6777e+05	1.2015e+06	1.5900e+06	9.1959e+05	2.2116e+05	2.5308e+04
158	7.2949e-02	2.6226e+01	1.6898e+03	2.9851e+04	2.6043e+05	1.1834e+06	1.5773e+06	9.1579e+05	2.2084e+05	2.5298e+04
159	6.5117e-02	2.4168e+01	1.5929e+03	2.8601e+04	2.5331e+05	1.1657e+06	1.5646e+06	9.1201e+05	2.2051e+05	2.5288e+04
160	5.8126e-02	2.2272e+01	1.5016e+03	2.7405e+04	2.4639e+05	1.1482e+06	1.5521e+06	9.0825e+05	2.2019e+05	2.5279e+04
161	5.1888e-02	2.0525e+01	1.4156e+03	2.6259e+04	2.3965e+05	1.1309e+06	1.5396e+06	9.0450e+05	2.1987e+05	2.5269e+04
162	4.6320e-02	1.8916e+01	1.3345e+03	2.5161e+04	2.3311e+05	1.1140e+06	1.5273e+06	9.0077e+05	2.1955e+05	2.5259e+04
163	4.1351e-02	1.7434e+01	1.2581e+03	2.4109e+04	2.2675e+05	1.0973e+06	1.5151e+06	8.9706e+05	2.1922e+05	2.5250e+04
164	3.6916e-02	1.6067e+01	1.1861e+03	2.3102e+04	2.2057e+05	1.0808e+06	1.5030e+06	8.9336e+05	2.1890e+05	2.5240e+04
165	3.2958e-02	1.4809e+01	1.1182e+03	2.2137e+04	2.1456e+05	1.0646e+06	1.4909e+06	8.8968e+05	2.1858e+05	2.5231e+04
166	2.9424e-02	1.3649e+01	1.0542e+03	2.1212e+04	2.0872e+05	1.0487e+06	1.4790e+06	8.8601e+05	2.1826e+05	2.5221e+04
167	2.6271e-02	1.2580e+01	9.9394e+02	2.0327e+04	2.0304e+05	1.0330e+06	1.4672e+06	8.8236e+05	2.1794e+05	2.5211e+04
